area,time,手机银行,精准营销,电子商务,在线理财,网联
河北,2011-04-27,66,57,201,0,0
河北,2011-04-28,89,57,179,0,57
河北,2011-04-29,80,57,168,57,0
河北,2011-04-30,82,59,144,0,0
河北,2011-05-01,66,57,148,0,57
河北,2011-05-02,70,0,162,0,0
河北,2011-05-03,93,0,204,0,57
河北,2011-05-04,80,59,201,57,59
河北,2011-05-05,74,0,193,0,0
河北,2011-05-06,83,57,216,57,0
河北,2011-05-07,76,59,163,0,57
河北,2011-05-08,82,0,183,0,0
河北,2011-05-09,76,59,219,0,57
河北,2011-05-10,78,0,200,0,0
河北,2011-05-11,74,57,191,0,57
河北,2011-05-12,66,57,207,0,59
河北,2011-05-13,87,57,180,57,57
河北,2011-05-14,72,57,190,0,0
河北,2011-05-15,74,57,173,59,0
河北,2011-05-16,68,61,228,0,57
河北,2011-05-17,80,63,267,0,59
河北,2011-05-18,72,63,233,0,57
河北,2011-05-19,72,0,236,61,0
河北,2011-05-20,68,0,194,0,0
河北,2011-05-21,68,57,215,0,57
河北,2011-05-22,64,0,170,0,0
河北,2011-05-23,74,57,228,0,0
河北,2011-05-24,66,59,251,0,57
河北,2011-05-25,89,59,222,0,0
河北,2011-05-26,80,57,367,0,57
河北,2011-05-27,78,0,207,0,0
河北,2011-05-28,70,61,184,0,57
河北,2011-05-29,80,59,183,0,0
河北,2011-05-30,68,57,250,0,0
河北,2011-05-31,87,0,237,57,57
河北,2011-06-01,85,59,237,57,57
河北,2011-06-02,76,0,211,0,0
河北,2011-06-03,85,57,207,0,57
河北,2011-06-04,83,0,169,57,0
河北,2011-06-05,74,0,177,0,0
河北,2011-06-06,76,57,176,0,57
河北,2011-06-07,68,57,219,0,57
河北,2011-06-08,76,61,202,57,59
河北,2011-06-09,83,57,215,0,57
河北,2011-06-10,80,57,220,57,57
河北,2011-06-11,78,0,276,63,0
河北,2011-06-12,85,0,257,57,0
河北,2011-06-13,74,57,267,57,0
河北,2011-06-14,83,61,270,57,0
河北,2011-06-15,80,57,288,57,57
河北,2011-06-16,89,61,291,0,0
河北,2011-06-17,78,0,257,0,57
河北,2011-06-18,70,59,287,0,0
河北,2011-06-19,76,59,260,0,57
河北,2011-06-20,91,0,318,0,63
河北,2011-06-21,85,61,335,0,64
河北,2011-06-22,85,57,355,0,57
河北,2011-06-23,80,57,616,0,0
河北,2011-06-24,89,59,765,59,0
河北,2011-06-25,76,57,803,0,0
河北,2011-06-26,66,61,763,0,0
河北,2011-06-27,82,59,492,0,57
河北,2011-06-28,80,61,406,0,0
河北,2011-06-29,78,0,291,0,0
河北,2011-06-30,80,59,330,0,57
河北,2011-07-01,95,59,290,57,0
河北,2011-07-02,87,0,293,0,0
河北,2011-07-03,70,61,237,0,0
河北,2011-07-04,80,61,271,0,61
河北,2011-07-05,80,64,268,57,57
河北,2011-07-06,85,59,231,0,0
河北,2011-07-07,87,59,296,0,57
河北,2011-07-08,78,63,236,0,0
河北,2011-07-09,68,61,247,0,0
河北,2011-07-10,66,66,231,0,57
河北,2011-07-11,85,57,248,0,59
河北,2011-07-12,74,0,226,0,0
河北,2011-07-13,78,61,271,0,0
河北,2011-07-14,78,57,264,0,0
河北,2011-07-15,80,57,223,0,0
河北,2011-07-16,64,57,257,0,57
河北,2011-07-17,64,59,267,0,0
河北,2011-07-18,89,59,330,0,0
河北,2011-07-19,91,57,346,0,57
河北,2011-07-20,80,57,313,57,0
河北,2011-07-21,76,57,299,0,59
河北,2011-07-22,74,61,402,0,57
河北,2011-07-23,80,57,395,0,0
河北,2011-07-24,80,0,595,0,0
河北,2011-07-25,89,57,630,0,57
河北,2011-07-26,74,0,332,0,57
河北,2011-07-27,78,61,326,57,0
河北,2011-07-28,80,59,374,0,0
河北,2011-07-29,74,61,464,0,0
河北,2011-07-30,78,0,771,0,57
河北,2011-07-31,87,0,797,0,0
河北,2011-08-01,97,59,608,0,0
河北,2011-08-02,95,0,208,0,57
河北,2011-08-03,93,59,170,0,59
河北,2011-08-04,85,59,204,0,0
河北,2011-08-05,76,59,208,0,0
河北,2011-08-06,80,0,168,0,0
河北,2011-08-07,72,0,159,0,0
河北,2011-08-08,74,59,201,57,57
河北,2011-08-09,70,61,223,0,0
河北,2011-08-10,95,64,204,0,0
河北,2011-08-11,72,0,316,0,0
河北,2011-08-12,70,0,215,0,0
河北,2011-08-13,64,0,213,0,57
河北,2011-08-14,78,59,188,57,57
河北,2011-08-15,89,63,205,0,0
河北,2011-08-16,91,61,262,0,0
河北,2011-08-17,97,57,195,0,0
河北,2011-08-18,68,57,191,0,57
河北,2011-08-19,87,0,197,0,0
河北,2011-08-20,64,0,169,0,0
河北,2011-08-21,78,57,140,0,57
河北,2011-08-22,68,0,182,0,0
河北,2011-08-23,89,63,186,0,57
河北,2011-08-24,85,57,209,0,0
河北,2011-08-25,78,57,220,57,0
河北,2011-08-26,89,59,194,0,57
河北,2011-08-27,93,61,223,0,57
河北,2011-08-28,82,59,183,57,0
河北,2011-08-29,87,57,265,0,0
河北,2011-08-30,82,57,274,0,0
河北,2011-08-31,89,57,222,0,0
河北,2011-09-01,87,0,218,0,57
河北,2011-09-02,91,0,223,0,0
河北,2011-09-03,82,0,211,0,0
河北,2011-09-04,91,0,162,0,0
河北,2011-09-05,74,57,240,0,0
河北,2011-09-06,83,64,205,0,0
河北,2011-09-07,83,59,197,59,0
河北,2011-09-08,83,57,187,0,0
河北,2011-09-09,74,59,177,0,0
河北,2011-09-10,64,57,161,57,0
河北,2011-09-11,91,0,142,59,57
河北,2011-09-12,68,0,161,0,57
河北,2011-09-13,91,0,226,0,0
河北,2011-09-14,70,59,204,0,0
河北,2011-09-15,82,59,179,0,0
河北,2011-09-16,89,0,193,57,0
河北,2011-09-17,82,0,177,0,57
河北,2011-09-18,78,61,208,0,57
河北,2011-09-19,93,59,242,0,57
河北,2011-09-20,89,61,240,0,57
河北,2011-09-21,76,59,208,0,0
河北,2011-09-22,76,0,212,57,0
河北,2011-09-23,78,59,205,0,0
河北,2011-09-24,70,0,170,0,0
河北,2011-09-25,70,59,172,0,0
河北,2011-09-26,78,59,191,0,59
河北,2011-09-27,76,59,177,57,57
河北,2011-09-28,87,59,207,0,0
河北,2011-09-29,89,57,172,0,0
河北,2011-09-30,80,61,186,0,61
河北,2011-10-01,87,0,121,0,0
河北,2011-10-02,83,0,106,0,59
河北,2011-10-03,78,61,121,0,57
河北,2011-10-04,85,57,159,0,0
河北,2011-10-05,80,0,152,0,57
河北,2011-10-06,82,57,152,0,0
河北,2011-10-07,80,57,175,0,0
河北,2011-10-08,72,57,197,57,59
河北,2011-10-09,78,59,222,57,0
河北,2011-10-10,80,0,209,0,0
河北,2011-10-11,78,0,198,0,57
河北,2011-10-12,68,57,237,0,0
河北,2011-10-13,85,57,212,0,57
河北,2011-10-14,78,0,194,0,0
河北,2011-10-15,76,61,183,0,57
河北,2011-10-16,83,61,173,0,57
河北,2011-10-17,74,0,228,0,57
河北,2011-10-18,83,57,223,0,0
河北,2011-10-19,74,68,215,0,0
河北,2011-10-20,83,61,256,57,0
河北,2011-10-21,85,59,228,0,57
河北,2011-10-22,70,0,190,57,57
河北,2011-10-23,87,0,169,0,57
河北,2011-10-24,76,61,197,0,59
河北,2011-10-25,83,0,198,0,0
河北,2011-10-26,66,61,222,57,0
河北,2011-10-27,78,61,240,0,0
河北,2011-10-28,80,59,193,59,57
河北,2011-10-29,87,57,173,0,0
河北,2011-10-30,74,57,212,0,59
河北,2011-10-31,87,57,237,0,0
河北,2011-11-01,85,57,240,59,0
河北,2011-11-02,83,0,245,0,57
河北,2011-11-03,89,0,247,0,0
河北,2011-11-04,89,59,218,0,57
河北,2011-11-05,80,0,204,57,0
河北,2011-11-06,93,0,184,57,0
河北,2011-11-07,76,0,211,57,0
河北,2011-11-08,87,0,223,0,0
河北,2011-11-09,76,63,212,0,57
河北,2011-11-10,76,0,211,57,0
河北,2011-11-11,78,61,225,0,0
河北,2011-11-12,83,59,191,0,57
河北,2011-11-13,80,59,195,0,0
河北,2011-11-14,78,59,254,0,57
河北,2011-11-15,83,57,184,0,61
河北,2011-11-16,82,63,215,0,0
河北,2011-11-17,82,0,204,0,0
河北,2011-11-18,82,57,215,0,0
河北,2011-11-19,72,57,170,0,57
河北,2011-11-20,85,0,162,0,57
河北,2011-11-21,76,59,186,0,0
河北,2011-11-22,64,0,220,0,0
河北,2011-11-23,76,61,248,0,0
河北,2011-11-24,80,59,188,57,0
河北,2011-11-25,74,57,212,0,0
河北,2011-11-26,74,0,183,57,0
河北,2011-11-27,78,57,184,57,0
河北,2011-11-28,78,57,205,0,0
河北,2011-11-29,83,0,234,0,0
河北,2011-11-30,66,63,208,0,0
河北,2011-12-01,72,0,225,0,0
河北,2011-12-02,87,59,256,0,0
河北,2011-12-03,78,59,226,0,57
河北,2011-12-04,83,0,239,0,0
河北,2011-12-05,89,59,248,59,0
河北,2011-12-06,95,59,234,0,57
河北,2011-12-07,87,57,243,0,57
河北,2011-12-08,76,0,228,0,0
河北,2011-12-09,85,59,247,0,0
河北,2011-12-10,76,57,209,57,0
河北,2011-12-11,85,57,211,0,57
河北,2011-12-12,85,57,211,0,57
河北,2011-12-13,70,0,296,57,59
河北,2011-12-14,87,61,338,0,0
河北,2011-12-15,95,59,259,0,59
河北,2011-12-16,85,0,219,0,0
河北,2011-12-17,85,61,251,0,0
河北,2011-12-18,74,61,248,0,0
河北,2011-12-19,91,57,240,0,0
河北,2011-12-20,59,57,231,0,57
河北,2011-12-21,83,59,229,0,0
河北,2011-12-22,87,0,247,0,57
河北,2011-12-23,78,63,209,0,57
河北,2011-12-24,93,57,197,0,57
河北,2011-12-25,83,61,197,0,0
河北,2011-12-26,83,57,248,57,57
河北,2011-12-27,80,57,236,0,0
河北,2011-12-28,89,57,251,0,0
河北,2011-12-29,91,0,197,0,0
河北,2011-12-30,80,61,184,57,0
河北,2011-12-31,95,57,190,57,57
河北,2012-01-01,72,57,168,57,0
河北,2012-01-02,74,61,180,0,0
河北,2012-01-03,74,57,212,57,0
河北,2012-01-04,85,59,202,0,57
河北,2012-01-05,89,61,233,0,0
河北,2012-01-06,110,0,180,59,59
河北,2012-01-07,80,57,194,61,0
河北,2012-01-08,83,0,159,0,0
河北,2012-01-09,97,57,204,0,0
河北,2012-01-10,87,0,219,0,59
河北,2012-01-11,93,0,226,59,59
河北,2012-01-12,82,0,213,0,0
河北,2012-01-13,82,0,186,57,0
河北,2012-01-14,64,0,176,57,0
河北,2012-01-15,74,0,169,57,0
河北,2012-01-16,76,0,151,0,0
河北,2012-01-17,83,0,158,0,0
河北,2012-01-18,89,0,127,0,0
河北,2012-01-19,74,0,140,0,0
河北,2012-01-20,83,57,139,0,0
河北,2012-01-21,70,0,127,0,57
河北,2012-01-22,70,0,91,0,0
河北,2012-01-23,70,0,114,0,0
河北,2012-01-24,66,0,133,0,57
河北,2012-01-25,76,0,146,0,0
河北,2012-01-26,72,0,123,0,0
河北,2012-01-27,80,0,144,0,0
河北,2012-01-28,78,0,190,0,57
河北,2012-01-29,83,0,182,0,57
河北,2012-01-30,83,57,172,0,0
河北,2012-01-31,78,0,216,0,57
河北,2012-02-01,97,57,226,0,0
河北,2012-02-02,87,59,205,57,0
河北,2012-02-03,80,0,205,0,0
河北,2012-02-04,91,0,191,0,0
河北,2012-02-05,72,0,197,0,57
河北,2012-02-06,97,61,195,0,57
河北,2012-02-07,101,57,226,0,0
河北,2012-02-08,83,0,243,0,57
河北,2012-02-09,93,59,211,59,0
河北,2012-02-10,74,59,215,0,0
河北,2012-02-11,78,0,186,0,0
河北,2012-02-12,78,61,186,57,0
河北,2012-02-13,89,57,228,0,0
河北,2012-02-14,83,61,205,0,57
河北,2012-02-15,93,0,204,0,57
河北,2012-02-16,97,59,198,57,0
河北,2012-02-17,87,63,201,59,0
河北,2012-02-18,85,61,225,57,0
河北,2012-02-19,66,0,201,0,0
河北,2012-02-20,91,63,233,0,0
河北,2012-02-21,104,57,254,0,57
河北,2012-02-22,99,63,243,57,0
河北,2012-02-23,104,61,219,63,57
河北,2012-02-24,93,63,226,0,0
河北,2012-02-25,87,61,209,57,57
河北,2012-02-26,114,0,200,0,57
河北,2012-02-27,87,59,247,57,57
河北,2012-02-28,101,57,295,0,0
河北,2012-02-29,95,0,234,0,0
河北,2012-03-01,104,59,237,57,0
河北,2012-03-02,104,57,253,59,0
河北,2012-03-03,80,0,209,0,0
河北,2012-03-04,114,0,200,0,57
河北,2012-03-05,83,57,268,0,0
河北,2012-03-06,91,0,265,57,0
河北,2012-03-07,76,64,254,57,0
河北,2012-03-08,80,57,256,0,0
河北,2012-03-09,70,0,250,57,59
河北,2012-03-10,97,57,211,0,0
河北,2012-03-11,83,70,208,0,0
河北,2012-03-12,87,57,282,57,57
河北,2012-03-13,82,59,240,0,0
河北,2012-03-14,82,61,233,0,57
河北,2012-03-15,108,61,213,0,59
河北,2012-03-16,87,57,213,57,0
河北,2012-03-17,97,57,211,0,0
河北,2012-03-18,83,70,208,0,0
河北,2012-03-19,97,57,225,0,57
河北,2012-03-20,101,57,329,0,0
河北,2012-03-21,91,0,251,59,57
河北,2012-03-22,91,63,304,0,0
河北,2012-03-23,74,61,256,0,0
河北,2012-03-24,93,57,216,0,59
河北,2012-03-25,70,57,240,0,59
河北,2012-03-26,74,63,248,0,57
河北,2012-03-27,68,63,265,0,0
河北,2012-03-28,70,61,296,57,0
河北,2012-03-29,91,63,304,0,0
河北,2012-03-30,83,57,276,0,0
河北,2012-03-31,99,57,265,59,0
河北,2012-04-01,83,0,231,57,0
河北,2012-04-02,91,0,250,0,59
河北,2012-04-03,80,0,240,0,0
河北,2012-04-04,80,0,248,0,57
河北,2012-04-05,87,57,279,0,0
河北,2012-04-06,99,59,243,0,0
河北,2012-04-07,72,61,279,0,0
河北,2012-04-08,72,57,257,0,59
河北,2012-04-09,80,0,290,0,57
河北,2012-04-10,97,0,319,0,0
河北,2012-04-11,85,57,260,57,0
河北,2012-04-12,87,59,284,0,0
河北,2012-04-13,101,64,226,57,0
河北,2012-04-14,80,63,213,0,59
河北,2012-04-15,83,59,190,0,0
河北,2012-04-16,83,66,329,0,0
河北,2012-04-17,83,63,281,0,0
河北,2012-04-18,82,72,256,0,0
河北,2012-04-19,80,66,265,57,0
河北,2012-04-20,82,61,242,0,57
河北,2012-04-21,83,57,197,0,0
河北,2012-04-22,76,57,208,0,57
河北,2012-04-23,76,57,257,0,0
河北,2012-04-24,70,63,265,57,57
河北,2012-04-25,82,64,234,0,0
河北,2012-04-26,91,57,256,57,57
河北,2012-04-27,83,57,197,0,0
河北,2012-04-28,89,61,180,0,0
河北,2012-04-29,70,61,179,0,0
河北,2012-04-30,83,59,183,0,0
河北,2012-05-01,108,66,186,0,0
河北,2012-05-02,99,0,223,0,0
河北,2012-05-03,78,61,207,0,0
河北,2012-05-04,80,61,223,0,0
河北,2012-05-05,72,57,200,0,57
河北,2012-05-06,74,0,202,0,57
河北,2012-05-07,80,70,219,0,0
河北,2012-05-08,87,57,226,0,57
河北,2012-05-09,76,59,247,57,0
河北,2012-05-10,63,61,248,0,0
河北,2012-05-11,85,57,231,0,0
河北,2012-05-12,82,0,204,0,0
河北,2012-05-13,78,59,197,0,0
河北,2012-05-14,87,59,228,0,57
河北,2012-05-15,78,57,233,0,0
河北,2012-05-16,93,57,253,0,0
河北,2012-05-17,95,61,243,57,59
河北,2012-05-18,82,57,243,0,0
河北,2012-05-19,70,61,228,0,0
河北,2012-05-20,87,57,219,0,0
河北,2012-05-21,85,59,254,0,0
河北,2012-05-22,83,0,204,59,0
河北,2012-05-23,87,59,236,0,0
河北,2012-05-24,82,57,225,0,0
河北,2012-05-25,80,59,188,0,57
河北,2012-05-26,80,57,225,0,57
河北,2012-05-27,82,0,236,0,0
河北,2012-05-28,80,57,228,0,0
河北,2012-05-29,87,59,262,57,57
河北,2012-05-30,82,61,265,0,57
河北,2012-05-31,99,57,237,57,0
河北,2012-06-01,82,64,187,0,0
河北,2012-06-02,78,57,225,0,59
河北,2012-06-03,82,57,260,0,57
河北,2012-06-04,82,57,278,0,0
河北,2012-06-05,82,61,257,0,57
河北,2012-06-06,82,61,262,0,0
河北,2012-06-07,76,0,288,0,0
河北,2012-06-08,89,59,231,57,57
河北,2012-06-09,78,59,212,0,0
河北,2012-06-10,83,63,216,0,57
河北,2012-06-11,66,61,248,0,0
河北,2012-06-12,82,70,299,0,0
河北,2012-06-13,72,0,296,0,0
河北,2012-06-14,76,0,222,0,0
河北,2012-06-15,68,57,253,63,0
河北,2012-06-16,78,0,216,0,57
河北,2012-06-17,68,0,260,0,0
河北,2012-06-18,82,61,288,0,0
河北,2012-06-19,78,57,301,0,0
河北,2012-06-20,82,59,298,0,0
河北,2012-06-21,91,59,279,57,0
河北,2012-06-22,74,57,324,0,0
河北,2012-06-23,76,0,583,59,0
河北,2012-06-24,87,57,785,57,0
河北,2012-06-25,82,57,868,0,57
河北,2012-06-26,70,61,858,0,57
河北,2012-06-27,72,59,577,0,0
河北,2012-06-28,91,59,358,0,0
河北,2012-06-29,80,59,372,0,0
河北,2012-06-30,89,0,287,0,0
河北,2012-07-01,85,0,270,0,0
河北,2012-07-02,78,0,341,0,0
河北,2012-07-03,97,61,293,0,0
河北,2012-07-04,83,61,304,0,0
河北,2012-07-05,78,59,291,59,59
河北,2012-07-06,72,0,307,0,0
河北,2012-07-07,74,0,284,0,57
河北,2012-07-08,72,0,284,57,57
河北,2012-07-09,72,0,352,0,0
河北,2012-07-10,70,57,262,57,57
河北,2012-07-11,80,0,293,57,0
河北,2012-07-12,64,61,281,0,0
河北,2012-07-13,78,63,287,0,0
河北,2012-07-14,68,0,257,0,57
河北,2012-07-15,78,57,209,0,0
河北,2012-07-16,78,61,291,0,0
河北,2012-07-17,89,61,302,0,0
河北,2012-07-18,87,59,304,0,0
河北,2012-07-19,80,0,318,57,0
河北,2012-07-20,80,61,298,0,57
河北,2012-07-21,85,59,271,57,0
河北,2012-07-22,80,57,335,0,0
河北,2012-07-23,87,0,417,0,0
河北,2012-07-24,74,59,482,57,0
河北,2012-07-25,70,0,743,0,0
河北,2012-07-26,76,0,524,0,0
河北,2012-07-27,83,57,295,0,0
河北,2012-07-28,78,0,270,0,0
河北,2012-07-29,78,57,302,0,0
河北,2012-07-30,76,59,352,0,0
河北,2012-07-31,70,61,493,0,0
河北,2012-08-01,66,63,816,0,0
河北,2012-08-02,85,0,555,0,59
河北,2012-08-03,87,59,457,0,0
河北,2012-08-04,76,0,225,0,0
河北,2012-08-05,85,57,184,0,0
河北,2012-08-06,87,59,201,0,0
河北,2012-08-07,93,64,194,0,0
河北,2012-08-08,82,63,216,0,0
河北,2012-08-09,74,61,191,0,57
河北,2012-08-10,80,63,229,0,59
河北,2012-08-11,95,0,208,0,59
河北,2012-08-12,85,66,202,0,0
河北,2012-08-13,83,63,264,0,0
河北,2012-08-14,78,61,307,0,0
河北,2012-08-15,82,59,264,0,59
河北,2012-08-16,99,59,265,0,0
河北,2012-08-17,95,64,213,0,0
河北,2012-08-18,78,0,180,0,57
河北,2012-08-19,97,57,179,0,57
河北,2012-08-20,80,0,213,57,0
河北,2012-08-21,78,61,179,0,0
河北,2012-08-22,78,61,195,0,0
河北,2012-08-23,82,57,170,0,0
河北,2012-08-24,89,0,180,0,0
河北,2012-08-25,89,59,168,66,0
河北,2012-08-26,82,0,169,57,57
河北,2012-08-27,72,61,182,0,0
河北,2012-08-28,99,0,204,0,59
河北,2012-08-29,99,57,193,0,57
河北,2012-08-30,78,61,170,0,0
河北,2012-08-31,93,63,155,57,0
河北,2012-09-01,89,0,166,0,0
河北,2012-09-02,82,57,159,0,0
河北,2012-09-03,85,0,173,0,0
河北,2012-09-04,82,57,176,0,0
河北,2012-09-05,93,0,144,0,57
河北,2012-09-06,80,0,201,0,0
河北,2012-09-07,80,57,170,0,0
河北,2012-09-08,82,0,121,0,57
河北,2012-09-09,85,0,154,57,0
河北,2012-09-10,83,61,165,0,0
河北,2012-09-11,64,0,188,0,0
河北,2012-09-12,85,57,144,0,0
河北,2012-09-13,91,61,152,0,59
河北,2012-09-14,83,0,154,0,0
河北,2012-09-15,68,57,155,0,0
河北,2012-09-16,83,57,146,0,57
河北,2012-09-17,83,61,186,0,57
河北,2012-09-18,66,57,175,0,0
河北,2012-09-19,70,57,169,0,0
河北,2012-09-20,85,57,180,0,0
河北,2012-09-21,95,0,195,57,0
河北,2012-09-22,82,57,142,0,0
河北,2012-09-23,72,0,131,0,0
河北,2012-09-24,83,59,150,57,0
河北,2012-09-25,68,57,140,0,0
河北,2012-09-26,74,61,152,0,0
河北,2012-09-27,78,0,125,0,0
河北,2012-09-28,76,57,139,0,0
河北,2012-09-29,82,0,102,0,0
河北,2012-09-30,91,57,93,0,0
河北,2012-10-01,61,0,131,0,0
河北,2012-10-02,74,57,133,0,0
河北,2012-10-03,70,57,104,0,0
河北,2012-10-04,68,0,142,0,0
河北,2012-10-05,72,0,137,0,0
河北,2012-10-06,76,0,158,0,0
河北,2012-10-07,74,0,162,0,57
河北,2012-10-08,80,63,183,0,0
河北,2012-10-09,70,57,176,0,0
河北,2012-10-10,68,0,183,0,0
河北,2012-10-11,78,61,186,0,57
河北,2012-10-12,80,0,140,0,0
河北,2012-10-13,83,59,169,57,0
河北,2012-10-14,85,0,151,0,57
河北,2012-10-15,74,0,190,0,57
河北,2012-10-16,70,0,215,0,57
河北,2012-10-17,68,0,201,0,0
河北,2012-10-18,72,57,201,57,0
河北,2012-10-19,80,0,194,0,0
河北,2012-10-20,76,0,163,0,0
河北,2012-10-21,72,57,170,0,0
河北,2012-10-22,80,61,173,0,0
河北,2012-10-23,80,63,187,59,0
河北,2012-10-24,72,61,191,57,0
河北,2012-10-25,74,61,166,0,57
河北,2012-10-26,74,57,175,0,0
河北,2012-10-27,80,0,159,0,0
河北,2012-10-28,64,0,157,57,59
河北,2012-10-29,82,59,159,0,0
河北,2012-10-30,72,57,179,0,0
河北,2012-10-31,95,0,163,0,0
河北,2012-11-01,91,59,166,0,0
河北,2012-11-02,87,59,169,59,0
河北,2012-11-03,66,59,154,0,0
河北,2012-11-04,80,57,176,0,0
河北,2012-11-05,82,61,198,0,59
河北,2012-11-06,80,0,177,0,0
河北,2012-11-07,83,57,170,0,0
河北,2012-11-08,72,0,175,0,0
河北,2012-11-09,80,57,175,0,57
河北,2012-11-10,85,59,161,0,0
河北,2012-11-11,95,0,142,0,0
河北,2012-11-12,89,63,213,0,0
河北,2012-11-13,68,0,169,0,0
河北,2012-11-14,82,61,173,0,0
河北,2012-11-15,78,57,166,0,0
河北,2012-11-16,89,0,177,0,0
河北,2012-11-17,74,0,152,0,0
河北,2012-11-18,78,0,152,59,0
河北,2012-11-19,68,59,182,0,0
河北,2012-11-20,95,61,150,0,0
河北,2012-11-21,70,59,162,0,0
河北,2012-11-22,83,61,168,0,0
河北,2012-11-23,74,57,152,0,0
河北,2012-11-24,74,57,140,0,0
河北,2012-11-25,63,0,150,0,0
河北,2012-11-26,78,59,161,0,0
河北,2012-11-27,80,0,170,0,59
河北,2012-11-28,82,0,159,0,57
河北,2012-11-29,72,64,151,0,57
河北,2012-11-30,76,59,163,0,0
河北,2012-12-01,64,68,139,0,0
河北,2012-12-02,76,57,116,0,0
河北,2012-12-03,83,59,172,0,0
河北,2012-12-04,74,61,162,0,57
河北,2012-12-05,70,59,165,0,57
河北,2012-12-06,80,59,163,0,0
河北,2012-12-07,76,0,158,0,0
河北,2012-12-08,76,57,155,0,0
河北,2012-12-09,80,61,152,0,0
河北,2012-12-10,76,57,157,0,0
河北,2012-12-11,72,57,157,0,0
河北,2012-12-12,74,57,133,0,0
河北,2012-12-13,78,63,170,0,0
河北,2012-12-14,76,0,165,0,0
河北,2012-12-15,74,61,142,0,0
河北,2012-12-16,78,59,158,57,0
河北,2012-12-17,70,59,176,0,0
河北,2012-12-18,74,0,161,0,0
河北,2012-12-19,70,0,166,0,0
河北,2012-12-20,68,63,148,0,0
河北,2012-12-21,74,0,152,0,0
河北,2012-12-22,72,61,118,0,0
河北,2012-12-23,74,57,150,0,0
河北,2012-12-24,70,61,151,0,0
河北,2012-12-25,72,57,151,0,57
河北,2012-12-26,74,0,163,0,0
河北,2012-12-27,74,68,158,0,0
河北,2012-12-28,70,66,157,0,0
河北,2012-12-29,74,63,125,0,0
河北,2012-12-30,89,57,121,0,0
河北,2012-12-31,64,57,139,0,0
河北,2013-01-01,82,57,102,0,0
河北,2013-01-02,87,61,131,0,0
河北,2013-01-03,82,57,158,0,0
河北,2013-01-04,72,0,158,0,57
河北,2013-01-05,85,57,140,0,0
河北,2013-01-06,72,57,144,0,0
河北,2013-01-07,72,59,123,57,0
河北,2013-01-08,68,59,127,57,59
河北,2013-01-09,78,57,121,0,0
河北,2013-01-10,70,0,150,0,0
河北,2013-01-11,72,59,131,0,57
河北,2013-01-12,61,57,118,0,0
河北,2013-01-13,61,57,104,0,0
河北,2013-01-14,64,57,131,0,0
河北,2013-01-15,70,0,139,0,0
河北,2013-01-16,70,57,114,57,0
河北,2013-01-17,74,57,121,0,0
河北,2013-01-18,76,61,118,57,0
河北,2013-01-19,72,0,120,0,0
河北,2013-01-20,78,0,114,0,0
河北,2013-01-21,82,0,150,0,0
河北,2013-01-22,74,59,151,0,0
河北,2013-01-23,91,57,131,0,0
河北,2013-01-24,89,0,102,0,0
河北,2013-01-25,76,57,116,0,57
河北,2013-01-26,80,0,112,0,0
河北,2013-01-27,80,57,106,0,57
河北,2013-01-28,72,59,121,0,0
河北,2013-01-29,74,57,125,0,0
河北,2013-01-30,83,0,127,0,0
河北,2013-01-31,85,0,123,0,0
河北,2013-02-01,80,57,120,57,0
河北,2013-02-02,68,0,101,0,0
河北,2013-02-03,78,57,89,0,0
河北,2013-02-04,85,0,131,0,0
河北,2013-02-05,97,0,125,0,59
河北,2013-02-06,82,61,93,0,0
河北,2013-02-07,78,61,78,0,0
河北,2013-02-08,72,0,74,0,0
河北,2013-02-09,64,0,70,0,0
河北,2013-02-10,66,0,93,0,0
河北,2013-02-11,64,0,93,0,0
河北,2013-02-12,61,0,93,0,0
河北,2013-02-13,68,0,104,0,0
河北,2013-02-14,57,0,99,0,57
河北,2013-02-15,63,0,127,0,0
河北,2013-02-16,83,57,123,57,0
河北,2013-02-17,72,59,129,0,0
河北,2013-02-18,95,59,155,0,0
河北,2013-02-19,74,57,163,0,0
河北,2013-02-20,102,57,163,59,0
河北,2013-02-21,80,57,166,0,0
河北,2013-02-22,82,57,162,0,57
河北,2013-02-23,82,0,129,0,0
河北,2013-02-24,82,61,144,57,0
河北,2013-02-25,82,61,195,0,57
河北,2013-02-26,83,59,162,0,57
河北,2013-02-27,95,0,202,0,0
河北,2013-02-28,87,57,197,0,0
河北,2013-03-01,80,0,169,57,0
河北,2013-03-02,76,59,163,0,0
河北,2013-03-03,72,57,159,0,0
河北,2013-03-04,68,57,182,0,57
河北,2013-03-05,95,59,187,0,0
河北,2013-03-06,80,63,173,59,0
河北,2013-03-07,83,57,168,0,0
河北,2013-03-08,82,57,155,0,59
河北,2013-03-09,78,0,133,0,0
河北,2013-03-10,76,57,162,0,0
河北,2013-03-11,72,57,173,0,0
河北,2013-03-12,68,0,190,0,0
河北,2013-03-13,82,59,142,0,0
河北,2013-03-14,82,59,186,0,0
河北,2013-03-15,76,57,169,57,57
河北,2013-03-16,74,64,152,0,57
河北,2013-03-17,72,57,152,0,0
河北,2013-03-18,89,59,172,0,57
河北,2013-03-19,68,57,165,0,0
河北,2013-03-20,78,61,157,0,0
河北,2013-03-21,78,59,161,0,57
河北,2013-03-22,87,0,144,0,57
河北,2013-03-23,78,61,140,0,0
河北,2013-03-24,63,0,151,0,0
