area,time,大数据,人工智能,区块链,第三方支付,在线支付
河北,2018-12-12,278,407,408,129,114
河北,2018-12-13,267,437,384,134,115
河北,2018-12-14,269,385,416,136,58
河北,2018-12-15,266,709,671,131,122
河北,2018-12-16,240,428,799,134,118
河北,2018-12-17,268,464,602,145,61
河北,2018-12-18,288,393,454,141,115
河北,2018-12-19,276,394,467,155,118
河北,2018-12-20,293,435,402,137,63
河北,2018-12-21,267,422,368,135,61
河北,2018-12-22,231,378,393,69,58
河北,2018-12-23,236,429,342,76,57
河北,2018-12-24,257,401,330,157,58
河北,2018-12-25,274,397,368,147,58
河北,2018-12-26,248,400,383,147,0
河北,2018-12-27,241,417,390,141,57
河北,2018-12-28,229,362,345,128,63
河北,2018-12-29,240,337,294,136,58
河北,2018-12-30,216,395,295,66,58
河北,2018-12-31,139,333,277,135,118
河北,2019-01-01,223,476,291,84,57
河北,2019-01-02,240,463,322,141,57
河北,2019-01-03,237,404,337,80,124
河北,2019-01-04,276,379,365,134,117
河北,2019-01-05,263,378,321,132,114
河北,2019-01-06,258,337,326,143,118
河北,2019-01-07,323,343,420,89,118
河北,2019-01-08,270,320,356,119,57
河北,2019-01-09,282,341,324,150,0
河北,2019-01-10,301,350,398,130,0
河北,2019-01-11,294,319,372,84,58
河北,2019-01-12,274,334,312,69,117
河北,2019-01-13,275,285,292,66,59
河北,2019-01-14,277,332,287,141,114
河北,2019-01-15,284,323,322,130,57
河北,2019-01-16,279,338,334,120,0
河北,2019-01-17,286,284,265,139,118
河北,2019-01-18,271,303,282,66,57
河北,2019-01-19,237,273,253,124,121
河北,2019-01-20,215,310,248,124,58
河北,2019-01-21,262,294,231,132,61
河北,2019-01-22,266,283,246,131,115
河北,2019-01-23,276,507,267,66,124
河北,2019-01-24,268,388,240,69,58
河北,2019-01-25,264,396,265,133,117
河北,2019-01-26,246,304,226,124,118
河北,2019-01-27,226,280,244,70,0
河北,2019-01-28,276,320,257,65,115
河北,2019-01-29,267,339,269,122,115
河北,2019-01-30,274,321,263,118,57
河北,2019-01-31,244,306,278,61,58
河北,2019-02-01,215,336,232,58,60
河北,2019-02-02,206,295,244,117,57
河北,2019-02-03,193,313,243,61,0
河北,2019-02-04,117,195,208,119,0
河北,2019-02-05,186,257,131,120,0
河北,2019-02-06,260,309,257,61,114
河北,2019-02-07,225,333,253,61,114
河北,2019-02-08,272,383,280,65,114
河北,2019-02-09,259,369,262,124,57
河北,2019-02-10,261,401,317,69,60
河北,2019-02-11,326,433,312,67,61
河北,2019-02-12,327,416,305,123,118
河北,2019-02-13,332,425,300,130,57
河北,2019-02-14,291,437,289,123,61
河北,2019-02-15,363,465,355,78,57
河北,2019-02-16,315,310,330,139,114
河北,2019-02-17,307,385,255,128,117
河北,2019-02-18,349,513,307,131,117
河北,2019-02-19,320,485,343,123,60
河北,2019-02-20,318,415,422,82,115
河北,2019-02-21,350,417,410,135,117
河北,2019-02-22,337,421,335,131,58
河北,2019-02-23,256,283,275,128,115
河北,2019-02-24,272,284,316,66,58
河北,2019-02-25,433,370,506,140,60
河北,2019-02-26,425,385,421,141,60
河北,2019-02-27,359,435,359,80,120
河北,2019-02-28,366,413,389,138,0
河北,2019-03-01,383,346,317,136,115
河北,2019-03-02,314,322,267,132,115
河北,2019-03-03,303,338,310,73,114
河北,2019-03-04,457,550,326,132,119
河北,2019-03-05,441,555,382,135,0
河北,2019-03-06,410,468,385,135,60
河北,2019-03-07,385,498,330,133,59
河北,2019-03-08,409,502,331,127,0
河北,2019-03-09,400,430,330,131,0
河北,2019-03-10,346,431,288,76,118
河北,2019-03-11,384,388,389,138,122
河北,2019-03-12,1165,431,324,132,59
河北,2019-03-13,1569,431,298,133,114
河北,2019-03-14,456,491,400,142,0
河北,2019-03-15,410,405,328,137,57
河北,2019-03-16,354,373,286,71,114
河北,2019-03-17,358,367,284,133,0
河北,2019-03-18,431,455,379,141,114
河北,2019-03-19,385,491,325,123,114
河北,2019-03-20,347,453,309,154,0
河北,2019-03-21,354,444,351,133,0
河北,2019-03-22,376,364,281,139,117
河北,2019-03-23,334,384,269,83,115
河北,2019-03-24,342,380,253,129,0
河北,2019-03-25,426,427,249,147,57
河北,2019-03-26,384,383,291,146,57
河北,2019-03-27,384,411,277,154,57
河北,2019-03-28,1840,426,313,135,114
河北,2019-03-29,648,349,332,158,0
河北,2019-03-30,384,415,349,135,115
河北,2019-03-31,305,412,353,148,57
河北,2019-04-01,339,365,712,148,60
河北,2019-04-02,336,355,670,138,0
河北,2019-04-03,337,373,636,143,0
河北,2019-04-04,298,307,504,141,116
河北,2019-04-05,248,274,366,80,58
河北,2019-04-06,249,299,308,133,57
河北,2019-04-07,273,309,311,131,58
河北,2019-04-08,689,373,392,145,0
河北,2019-04-09,385,430,429,95,57
河北,2019-04-10,407,383,426,141,59
河北,2019-04-11,409,367,316,84,58
河北,2019-04-12,341,378,315,141,57
河北,2019-04-13,277,357,316,143,60
河北,2019-04-14,288,380,278,131,58
河北,2019-04-15,361,407,343,140,61
河北,2019-04-16,351,404,314,142,115
河北,2019-04-17,343,426,373,152,0
河北,2019-04-18,2648,391,352,131,120
河北,2019-04-19,1090,352,354,140,0
河北,2019-04-20,979,361,341,135,114
河北,2019-04-21,248,330,304,128,0
河北,2019-04-22,336,366,365,151,0
河北,2019-04-23,335,385,400,148,57
河北,2019-04-24,309,350,355,149,58
河北,2019-04-25,360,345,330,144,57
河北,2019-04-26,330,356,345,140,0
河北,2019-04-27,266,344,297,136,0
河北,2019-04-28,330,356,336,153,116
河北,2019-04-29,288,295,322,131,0
河北,2019-04-30,250,318,280,124,115
河北,2019-05-01,213,282,256,130,57
河北,2019-05-02,235,307,274,122,57
河北,2019-05-03,232,295,282,71,57
河北,2019-05-04,264,344,274,137,0
河北,2019-05-05,273,343,323,145,57
河北,2019-05-06,328,365,314,135,57
河北,2019-05-07,332,374,342,146,0
河北,2019-05-08,310,335,302,161,114
河北,2019-05-09,327,337,318,163,0
河北,2019-05-10,290,357,368,150,114
河北,2019-05-11,257,291,317,156,0
河北,2019-05-12,254,327,297,140,57
河北,2019-05-13,292,341,367,141,57
河北,2019-05-14,293,382,387,146,57
河北,2019-05-15,318,366,384,131,0
河北,2019-05-16,307,432,325,143,0
河北,2019-05-17,270,408,334,139,0
河北,2019-05-18,294,381,297,150,0
河北,2019-05-19,314,372,289,143,59
河北,2019-05-20,272,320,307,148,0
河北,2019-05-21,278,346,308,140,0
河北,2019-05-22,307,362,345,141,0
河北,2019-05-23,263,361,321,142,114
河北,2019-05-24,276,313,300,84,63
河北,2019-05-25,233,327,262,142,73
河北,2019-05-26,299,384,285,80,58
河北,2019-05-27,366,404,298,144,114
河北,2019-05-28,304,360,357,212,60
河北,2019-05-29,321,314,326,149,0
河北,2019-05-30,268,340,379,153,118
河北,2019-05-31,267,357,314,142,57
河北,2019-06-01,251,335,278,146,114
河北,2019-06-02,235,278,321,89,126
河北,2019-06-03,252,342,362,126,69
河北,2019-06-04,279,349,697,141,57
河北,2019-06-05,308,362,600,139,58
河北,2019-06-06,244,363,483,141,61
河北,2019-06-07,227,347,343,130,65
河北,2019-06-08,246,362,330,70,122
河北,2019-06-09,264,389,404,140,61
河北,2019-06-10,351,429,440,147,60
河北,2019-06-11,343,414,447,132,61
河北,2019-06-12,310,412,438,147,115
河北,2019-06-13,360,346,406,152,61
河北,2019-06-14,342,379,414,163,61
河北,2019-06-15,261,411,323,78,63
河北,2019-06-16,263,372,378,135,57
河北,2019-06-17,314,391,469,147,0
河北,2019-06-18,311,417,427,142,116
河北,2019-06-19,328,399,477,156,57
河北,2019-06-20,326,433,502,150,61
河北,2019-06-21,326,358,458,82,65
河北,2019-06-22,306,360,438,78,0
河北,2019-06-23,424,515,446,78,122
河北,2019-06-24,535,535,472,135,118
河北,2019-06-25,544,471,440,136,115
河北,2019-06-26,506,435,530,145,120
河北,2019-06-27,392,396,554,132,65
河北,2019-06-28,346,354,418,128,69
河北,2019-06-29,282,340,373,67,60
河北,2019-06-30,290,324,335,69,61
河北,2019-07-01,325,312,347,123,58
河北,2019-07-02,343,339,403,144,58
河北,2019-07-03,351,325,415,82,61
河北,2019-07-04,370,285,380,138,63
河北,2019-07-05,311,340,331,128,60
河北,2019-07-06,261,297,297,128,59
河北,2019-07-07,274,284,295,126,58
河北,2019-07-08,297,317,321,150,57
河北,2019-07-09,285,291,313,154,57
河北,2019-07-10,295,299,302,139,58
河北,2019-07-11,323,254,329,132,57
河北,2019-07-12,282,297,307,145,66
河北,2019-07-13,266,278,293,146,122
河北,2019-07-14,274,263,290,138,66
河北,2019-07-15,326,303,356,82,125
河北,2019-07-16,310,289,346,139,118
河北,2019-07-17,332,300,311,142,57
河北,2019-07-18,351,299,330,127,0
河北,2019-07-19,342,338,331,140,57
河北,2019-07-20,323,318,331,131,0
河北,2019-07-21,323,296,337,129,57
河北,2019-07-22,376,326,304,140,63
河北,2019-07-23,412,336,353,139,67
河北,2019-07-24,322,324,391,99,60
河北,2019-07-25,307,348,444,142,60
河北,2019-07-26,304,342,340,139,0
河北,2019-07-27,284,295,367,86,0
河北,2019-07-28,295,340,366,148,57
河北,2019-07-29,299,363,370,145,0
河北,2019-07-30,328,345,341,155,114
河北,2019-07-31,330,292,309,178,127
河北,2019-08-01,338,356,325,167,57
河北,2019-08-02,331,339,341,206,124
河北,2019-08-03,299,283,311,170,74
河北,2019-08-04,255,295,320,133,0
河北,2019-08-05,256,326,340,126,61
河北,2019-08-06,276,401,321,126,69
河北,2019-08-07,278,291,309,128,67
河北,2019-08-08,259,307,288,70,135
河北,2019-08-09,270,347,315,120,63
河北,2019-08-10,248,316,222,115,118
河北,2019-08-11,229,345,319,130,73
河北,2019-08-12,297,334,321,133,67
河北,2019-08-13,321,336,335,126,76
河北,2019-08-14,294,342,316,132,58
河北,2019-08-15,275,374,299,129,0
河北,2019-08-16,270,343,314,120,121
河北,2019-08-17,235,323,309,65,60
河北,2019-08-18,227,339,306,66,0
河北,2019-08-19,295,345,330,67,57
河北,2019-08-20,305,386,317,70,57
河北,2019-08-21,327,355,343,69,120
河北,2019-08-22,292,354,303,122,0
河北,2019-08-23,296,324,278,65,124
河北,2019-08-24,237,345,265,124,0
河北,2019-08-25,217,324,286,116,58
河北,2019-08-26,282,459,394,118,0
河北,2019-08-27,302,385,339,124,117
河北,2019-08-28,337,399,407,120,57
河北,2019-08-29,342,462,330,66,0
河北,2019-08-30,296,443,319,123,57
河北,2019-08-31,236,397,295,124,57
河北,2019-09-01,242,348,304,70,59
河北,2019-09-02,376,404,324,135,57
河北,2019-09-03,305,450,348,133,57
河北,2019-09-04,338,383,266,126,117
河北,2019-09-05,399,402,350,126,0
河北,2019-09-06,361,335,319,126,0
河北,2019-09-07,290,290,292,65,57
河北,2019-09-08,280,360,218,66,0
河北,2019-09-09,352,393,327,58,120
河北,2019-09-10,356,414,318,124,57
河北,2019-09-11,372,392,357,123,0
河北,2019-09-12,352,353,283,0,0
河北,2019-09-13,242,300,259,122,0
河北,2019-09-14,226,343,323,133,119
河北,2019-09-15,234,333,286,124,59
河北,2019-09-16,313,427,381,126,0
河北,2019-09-17,335,430,343,139,58
河北,2019-09-18,343,475,328,120,118
河北,2019-09-19,307,456,313,118,0
河北,2019-09-20,283,314,292,67,114
河北,2019-09-21,272,299,292,126,59
河北,2019-09-22,272,339,335,119,117
河北,2019-09-23,286,359,329,122,0
河北,2019-09-24,299,379,324,125,0
河北,2019-09-25,302,437,399,126,0
河北,2019-09-26,303,404,355,131,0
河北,2019-09-27,265,413,335,130,0
河北,2019-09-28,199,367,287,63,0
河北,2019-09-29,282,433,281,67,0
河北,2019-09-30,214,413,261,125,115
河北,2019-10-01,214,313,233,124,57
河北,2019-10-02,220,333,250,125,0
河北,2019-10-03,222,371,195,63,57
河北,2019-10-04,232,386,278,119,0
河北,2019-10-05,227,372,269,122,57
河北,2019-10-06,215,393,309,59,0
河北,2019-10-07,280,405,291,120,0
河北,2019-10-08,380,530,319,128,0
河北,2019-10-09,322,442,324,124,0
河北,2019-10-10,328,438,376,61,57
河北,2019-10-11,315,398,360,126,58
河北,2019-10-12,296,345,291,124,114
河北,2019-10-13,253,380,209,137,59
河北,2019-10-14,280,433,298,132,0
河北,2019-10-15,276,377,333,67,59
河北,2019-10-16,333,366,313,120,0
河北,2019-10-17,301,447,362,76,0
河北,2019-10-18,340,334,219,117,0
河北,2019-10-19,328,346,305,60,114
河北,2019-10-20,312,423,294,63,115
河北,2019-10-21,452,400,406,61,61
河北,2019-10-22,411,437,348,142,122
河北,2019-10-23,487,408,297,124,60
河北,2019-10-24,431,417,328,71,57
河北,2019-10-25,357,353,2910,145,0
河北,2019-10-26,327,406,6761,78,58
河北,2019-10-27,307,393,5494,119,57
河北,2019-10-28,355,462,6580,126,57
河北,2019-10-29,336,442,4599,141,0
河北,2019-10-30,345,392,3278,137,57
河北,2019-10-31,336,420,2583,126,57
河北,2019-11-01,310,364,1936,134,115
河北,2019-11-02,278,386,1353,71,57
河北,2019-11-03,280,396,1207,82,66
河北,2019-11-04,316,371,1453,140,60
河北,2019-11-05,304,413,1381,144,59
河北,2019-11-06,337,415,1365,126,60
河北,2019-11-07,381,401,1318,132,58
河北,2019-11-08,326,402,1256,65,0
河北,2019-11-09,275,361,1073,122,117
河北,2019-11-10,285,348,923,132,121
河北,2019-11-11,322,383,1073,120,118
河北,2019-11-12,360,387,1155,141,117
河北,2019-11-13,344,400,1204,135,65
河北,2019-11-14,352,409,1149,130,115
河北,2019-11-15,296,316,987,120,126
河北,2019-11-16,270,360,830,129,122
河北,2019-11-17,261,394,721,82,63
河北,2019-11-18,372,494,1175,132,126
河北,2019-11-19,382,385,1214,137,66
河北,2019-11-20,331,443,1062,127,69
河北,2019-11-21,369,437,1042,148,120
河北,2019-11-22,383,377,892,154,57
河北,2019-11-23,282,369,724,126,61
河北,2019-11-24,298,353,684,138,65
河北,2019-11-25,323,423,1022,97,61
河北,2019-11-26,324,450,863,141,61
河北,2019-11-27,326,489,793,73,61
河北,2019-11-28,326,398,847,135,61
河北,2019-11-29,321,427,809,130,60
河北,2019-11-30,276,372,563,139,67
河北,2019-12-01,254,444,574,129,65
河北,2019-12-02,331,408,825,124,65
河北,2019-12-03,338,443,927,157,126
河北,2019-12-04,359,372,827,146,74
河北,2019-12-05,368,389,875,161,66
河北,2019-12-06,341,382,818,158,71
河北,2019-12-07,292,342,549,160,79
河北,2019-12-08,304,372,687,284,65
河北,2019-12-09,414,499,799,152,63
河北,2019-12-10,334,493,745,150,78
河北,2019-12-11,367,469,767,133,71
河北,2019-12-12,347,393,678,148,137
河北,2019-12-13,304,426,759,89,128
河北,2019-12-14,250,418,728,73,82
河北,2019-12-15,245,421,959,133,71
河北,2019-12-16,339,468,830,83,63
河北,2019-12-17,347,483,854,84,61
河北,2019-12-18,346,422,811,84,136
河北,2019-12-19,387,426,818,73,99
河北,2019-12-20,313,401,659,142,141
河北,2019-12-21,274,425,592,122,142
河北,2019-12-22,264,418,520,138,74
河北,2019-12-23,315,506,585,129,74
河北,2019-12-24,335,517,573,137,93
河北,2019-12-25,382,523,613,73,135
河北,2019-12-26,318,415,636,133,84
河北,2019-12-27,299,394,594,126,74
河北,2019-12-28,271,399,394,79,73
河北,2019-12-29,256,375,431,76,146
河北,2019-12-30,320,389,556,139,79
河北,2019-12-31,241,340,537,128,73
河北,2020-01-01,220,326,391,135,67
河北,2020-01-02,276,383,462,137,0
河北,2020-01-03,280,344,599,128,123
河北,2020-01-04,230,299,426,65,69
河北,2020-01-05,221,300,370,67,66
河北,2020-01-06,275,348,445,122,135
河北,2020-01-07,258,301,453,133,76
河北,2020-01-08,265,358,389,128,142
河北,2020-01-09,252,311,439,73,58
河北,2020-01-10,267,309,423,132,69
河北,2020-01-11,215,272,331,65,73
河北,2020-01-12,208,271,309,61,131
河北,2020-01-13,213,268,383,127,73
河北,2020-01-14,230,305,373,65,126
河北,2020-01-15,215,276,416,124,71
河北,2020-01-16,263,331,423,61,60
河北,2020-01-17,227,295,317,120,57
河北,2020-01-18,184,305,331,124,60
河北,2020-01-19,118,308,291,66,57
河北,2020-01-20,193,278,332,65,119
河北,2020-01-21,205,265,281,115,71
河北,2020-01-22,110,263,263,63,65
河北,2020-01-23,215,179,180,118,67
河北,2020-01-24,163,242,220,61,0
河北,2020-01-25,216,224,230,67,57
河北,2020-01-26,208,173,246,58,0
河北,2020-01-27,259,244,253,124,66
河北,2020-01-28,243,266,260,123,60
河北,2020-01-29,320,265,290,69,67
河北,2020-01-30,340,266,276,60,69
河北,2020-01-31,356,297,287,120,65
河北,2020-02-01,299,291,289,65,71
河北,2020-02-02,291,303,364,65,66
河北,2020-02-03,276,311,343,117,71
河北,2020-02-04,284,310,307,71,114
河北,2020-02-05,279,343,343,127,57
河北,2020-02-06,264,313,371,124,114
河北,2020-02-07,267,335,459,128,60
河北,2020-02-08,269,317,374,71,0
河北,2020-02-09,245,360,431,70,57
河北,2020-02-10,435,364,456,136,59
河北,2020-02-11,319,343,375,71,135
河北,2020-02-12,317,325,426,126,120
河北,2020-02-13,288,369,458,131,60
河北,2020-02-14,335,429,395,134,66
河北,2020-02-15,281,370,385,124,146
河北,2020-02-16,280,352,414,132,139
河北,2020-02-17,309,427,481,139,89
河北,2020-02-18,343,407,501,79,70
河北,2020-02-19,313,379,471,130,137
河北,2020-02-20,360,428,489,128,76
河北,2020-02-21,344,507,481,141,70
河北,2020-02-22,302,512,455,129,86
河北,2020-02-23,332,466,414,135,92
河北,2020-02-24,384,464,480,83,86
河北,2020-02-25,422,500,549,136,78
河北,2020-02-26,377,524,543,137,76
河北,2020-02-27,370,474,514,79,58
河北,2020-02-28,473,506,468,142,63
河北,2020-02-29,384,486,470,139,61
河北,2020-03-01,358,462,453,147,0
河北,2020-03-02,370,505,501,152,69
河北,2020-03-03,365,654,745,137,148
河北,2020-03-04,383,705,616,146,61
河北,2020-03-05,358,619,592,153,57
河北,2020-03-06,353,581,558,129,115
河北,2020-03-07,269,535,478,132,115
河北,2020-03-08,271,541,450,140,0
河北,2020-03-09,381,548,623,163,117
河北,2020-03-10,356,560,517,157,59
河北,2020-03-11,325,507,502,150,60
河北,2020-03-12,354,516,573,124,58
河北,2020-03-13,346,519,542,60,0
河北,2020-03-14,305,492,478,124,70
河北,2020-03-15,303,468,467,126,57
河北,2020-03-16,336,558,488,126,70
河北,2020-03-17,312,521,534,131,0
河北,2020-03-18,352,528,459,129,58
河北,2020-03-19,308,499,495,130,57
河北,2020-03-20,302,483,475,128,0
河北,2020-03-21,251,434,448,122,0
河北,2020-03-22,243,487,410,86,57
河北,2020-03-23,299,457,454,146,118
河北,2020-03-24,305,439,499,141,57
河北,2020-03-25,295,500,573,146,60
河北,2020-03-26,295,430,501,83,115
河北,2020-03-27,282,432,467,84,127
河北,2020-03-28,221,367,417,152,124
河北,2020-03-29,229,461,419,153,120
河北,2020-03-30,262,397,478,161,57
河北,2020-03-31,314,400,523,136,116
河北,2020-04-01,292,424,542,150,58
河北,2020-04-02,314,360,486,130,57
河北,2020-04-03,256,349,369,78,57
河北,2020-04-04,250,393,340,152,57
河北,2020-04-05,219,387,319,137,115
河北,2020-04-06,222,349,329,133,117
河北,2020-04-07,256,398,433,80,58
河北,2020-04-08,333,401,465,146,116
河北,2020-04-09,296,356,414,138,60
河北,2020-04-10,262,308,373,71,57
河北,2020-04-11,212,266,357,116,57
河北,2020-04-12,237,317,304,121,0
河北,2020-04-13,291,404,388,129,115
河北,2020-04-14,301,455,451,134,122
河北,2020-04-15,286,443,439,126,57
河北,2020-04-16,281,382,441,139,57
河北,2020-04-17,286,449,474,124,60
河北,2020-04-18,215,430,408,58,115
河北,2020-04-19,231,476,398,67,57
河北,2020-04-20,274,442,465,120,116
河北,2020-04-21,279,438,507,122,61
河北,2020-04-22,253,431,462,127,0
河北,2020-04-23,247,446,418,122,60
河北,2020-04-24,285,490,460,130,57
河北,2020-04-25,237,409,418,63,0
河北,2020-04-26,291,505,478,126,121
河北,2020-04-27,277,444,456,135,0
河北,2020-04-28,283,442,529,118,61
河北,2020-04-29,310,421,393,61,0
河北,2020-04-30,332,465,410,115,57
河北,2020-05-01,190,402,304,57,63
河北,2020-05-02,197,396,305,117,58
河北,2020-05-03,226,439,303,124,57
河北,2020-05-04,224,417,317,119,58
河北,2020-05-05,246,451,311,115,0
河北,2020-05-06,304,421,389,120,0
河北,2020-05-07,305,347,452,66,57
河北,2020-05-08,306,458,500,130,0
河北,2020-05-09,323,428,413,79,58
河北,2020-05-10,298,463,323,150,57
河北,2020-05-11,313,503,389,137,57
河北,2020-05-12,332,510,468,67,60
河北,2020-05-13,360,477,494,69,63
河北,2020-05-14,336,496,447,123,57
河北,2020-05-15,286,403,441,126,58
河北,2020-05-16,283,385,408,117,65
河北,2020-05-17,305,405,394,61,0
河北,2020-05-18,312,370,382,131,59
河北,2020-05-19,276,383,365,123,114
河北,2020-05-20,296,354,382,66,117
河北,2020-05-21,311,355,371,127,120
河北,2020-05-22,281,365,311,125,57
河北,2020-05-23,272,578,349,69,58
河北,2020-05-24,291,479,315,65,0
河北,2020-05-25,301,415,435,131,60
河北,2020-05-26,335,422,503,135,121
河北,2020-05-27,287,508,441,134,57
河北,2020-05-28,287,464,423,129,0
河北,2020-05-29,306,543,377,124,0
河北,2020-05-30,280,497,313,120,57
河北,2020-05-31,304,515,308,61,57
河北,2020-06-01,292,504,304,126,57
河北,2020-06-02,331,494,414,69,0
河北,2020-06-03,404,582,400,127,0
河北,2020-06-04,363,542,446,74,0
河北,2020-06-05,304,544,437,126,57
河北,2020-06-06,254,443,360,115,0
河北,2020-06-07,247,492,366,61,0
河北,2020-06-08,307,488,398,123,0
河北,2020-06-09,362,733,373,126,58
河北,2020-06-10,279,470,407,66,57
河北,2020-06-11,244,454,427,129,114
河北,2020-06-12,253,537,382,133,57
河北,2020-06-13,249,477,299,70,0
河北,2020-06-14,270,503,320,118,114
河北,2020-06-15,301,475,332,78,61
河北,2020-06-16,317,469,358,138,61
河北,2020-06-17,348,522,363,131,57
河北,2020-06-18,414,491,357,80,0
河北,2020-06-19,347,508,343,127,114
河北,2020-06-20,328,595,310,67,0
河北,2020-06-21,276,679,319,124,0
河北,2020-06-22,325,751,355,128,0
河北,2020-06-23,329,715,401,63,0
河北,2020-06-24,314,691,350,61,0
河北,2020-06-25,249,598,269,63,0
河北,2020-06-26,260,597,278,122,57
河北,2020-06-27,240,664,317,63,0
河北,2020-06-28,275,694,421,58,0
河北,2020-06-29,268,696,400,143,61
河北,2020-06-30,262,646,397,129,116
河北,2020-07-01,254,750,447,120,0
河北,2020-07-02,255,792,406,126,57
河北,2020-07-03,259,761,439,118,60
河北,2020-07-04,258,754,404,63,0
河北,2020-07-05,244,833,479,60,60
河北,2020-07-06,285,874,827,58,116
河北,2020-07-07,310,884,673,118,114
河北,2020-07-08,273,862,698,60,0
河北,2020-07-09,300,926,638,126,115
河北,2020-07-10,252,419,426,116,0
河北,2020-07-11,236,375,350,61,0
河北,2020-07-12,243,395,365,63,57
河北,2020-07-13,254,462,428,123,57
河北,2020-07-14,242,653,501,59,0
河北,2020-07-15,287,621,396,130,57
河北,2020-07-16,242,649,395,127,115
河北,2020-07-17,290,637,399,129,0
河北,2020-07-18,267,527,367,118,0
河北,2020-07-19,284,346,376,122,0
河北,2020-07-20,380,404,428,123,57
河北,2020-07-21,316,318,447,129,57
河北,2020-07-22,364,358,549,124,57
河北,2020-07-23,503,630,516,123,0
河北,2020-07-24,552,824,441,126,59
河北,2020-07-25,491,878,397,115,57
河北,2020-07-26,435,908,370,115,0
河北,2020-07-27,489,897,521,123,58
河北,2020-07-28,390,791,510,128,0
河北,2020-07-29,337,587,532,63,0
河北,2020-07-30,340,395,444,124,0
河北,2020-07-31,307,374,436,65,0
河北,2020-08-01,269,327,364,126,57
河北,2020-08-02,248,391,374,125,0
河北,2020-08-03,279,324,446,126,0
河北,2020-08-04,301,336,457,124,118
河北,2020-08-05,284,370,408,119,0
河北,2020-08-06,272,363,457,57,57
河北,2020-08-07,291,286,366,124,0
河北,2020-08-08,266,291,336,120,57
河北,2020-08-09,247,277,324,125,58
河北,2020-08-10,247,273,374,126,57
河北,2020-08-11,270,283,358,133,0
河北,2020-08-12,263,252,436,60,0
河北,2020-08-13,279,248,345,126,0
河北,2020-08-14,280,255,408,60,57
河北,2020-08-15,263,233,390,128,58
河北,2020-08-16,217,242,357,121,0
河北,2020-08-17,300,252,415,120,0
河北,2020-08-18,310,260,409,139,0
河北,2020-08-19,267,279,416,124,57
河北,2020-08-20,292,336,512,123,57
河北,2020-08-21,297,423,499,132,0
河北,2020-08-22,295,403,408,120,0
河北,2020-08-23,264,518,399,119,0
河北,2020-08-24,294,387,485,124,117
河北,2020-08-25,314,458,453,124,120
河北,2020-08-26,333,423,522,119,114
河北,2020-08-27,301,456,483,119,57
河北,2020-08-28,354,378,399,117,57
河北,2020-08-29,326,381,304,123,0
河北,2020-08-30,312,314,335,127,58
河北,2020-08-31,265,379,377,118,0
河北,2020-09-01,295,420,452,119,0
河北,2020-09-02,329,401,443,129,0
河北,2020-09-03,314,362,466,124,0
河北,2020-09-04,279,393,482,129,0
河北,2020-09-05,278,329,393,121,0
河北,2020-09-06,274,338,415,126,0
河北,2020-09-07,311,346,486,123,115
河北,2020-09-08,339,417,480,76,57
河北,2020-09-09,363,367,462,122,0
河北,2020-09-10,349,418,435,127,114
河北,2020-09-11,310,377,453,130,0
河北,2020-09-12,280,342,405,117,58
河北,2020-09-13,274,363,437,120,0
河北,2020-09-14,361,381,511,121,58
河北,2020-09-15,324,404,479,117,57
河北,2020-09-16,351,386,519,131,57
河北,2020-09-17,354,400,552,57,58
河北,2020-09-18,338,376,471,126,0
河北,2020-09-19,289,392,368,121,0
河北,2020-09-20,286,396,381,119,117
河北,2020-09-21,304,413,484,123,0
河北,2020-09-22,363,393,444,128,0
河北,2020-09-23,305,424,497,124,0
河北,2020-09-24,316,403,519,115,59
河北,2020-09-25,300,362,472,125,114
河北,2020-09-26,248,361,426,120,0
河北,2020-09-27,287,404,422,123,57
河北,2020-09-28,298,346,476,126,65
河北,2020-09-29,297,359,447,135,116
河北,2020-09-30,303,292,361,131,0
河北,2020-10-01,221,304,287,61,57
河北,2020-10-02,288,292,344,124,60
河北,2020-10-03,236,337,298,65,0
河北,2020-10-04,259,309,362,132,57
河北,2020-10-05,257,376,346,121,0
河北,2020-10-06,255,339,399,128,0
河北,2020-10-07,278,387,378,79,0
河北,2020-10-08,306,431,421,127,115
河北,2020-10-09,317,466,407,128,57
河北,2020-10-10,339,418,425,127,57
河北,2020-10-11,298,394,413,128,0
河北,2020-10-12,341,529,458,126,0
河北,2020-10-13,339,456,600,131,57
河北,2020-10-14,288,430,489,137,57
河北,2020-10-15,302,419,455,139,57
河北,2020-10-16,314,377,454,129,57
河北,2020-10-17,271,367,367,124,0
河北,2020-10-18,256,388,363,126,0
河北,2020-10-19,298,331,433,130,0
河北,2020-10-20,291,378,436,128,57
河北,2020-10-21,304,377,409,130,0
河北,2020-10-22,328,347,433,144,0
河北,2020-10-23,335,346,442,115,0
河北,2020-10-24,248,295,310,120,57
河北,2020-10-25,235,335,355,117,0
河北,2020-10-26,281,375,430,130,0
河北,2020-10-27,296,387,442,122,58
河北,2020-10-28,349,299,453,142,0
河北,2020-10-29,361,402,444,128,57
河北,2020-10-30,302,302,440,129,0
河北,2020-10-31,275,305,377,123,0
河北,2020-11-01,287,316,387,131,0
河北,2020-11-02,318,334,426,130,0
河北,2020-11-03,335,333,484,139,0
河北,2020-11-04,311,333,489,136,59
河北,2020-11-05,322,384,430,130,60
河北,2020-11-06,322,345,391,128,0
河北,2020-11-07,253,321,368,120,0
