area,time,网上银行,电子银行,网银,众筹,P2P
河北,2018-11-22,205,122,160,202,317
河北,2018-11-23,216,128,184,173,324
河北,2018-11-24,221,0,167,198,290
河北,2018-11-25,182,60,152,226,266
河北,2018-11-26,219,57,163,282,365
河北,2018-11-27,210,114,177,193,326
河北,2018-11-28,220,0,170,189,307
河北,2018-11-29,195,118,189,185,294
河北,2018-11-30,212,60,182,197,342
河北,2018-12-01,204,63,157,196,295
河北,2018-12-02,219,114,173,190,287
河北,2018-12-03,203,58,153,185,306
河北,2018-12-04,230,124,165,213,318
河北,2018-12-05,199,129,182,222,301
河北,2018-12-06,190,120,168,218,300
河北,2018-12-07,190,123,152,227,271
河北,2018-12-08,204,58,104,169,283
河北,2018-12-09,204,122,150,178,274
河北,2018-12-10,222,124,153,178,309
河北,2018-12-11,228,60,167,196,300
河北,2018-12-12,245,115,182,197,298
河北,2018-12-13,232,126,173,190,307
河北,2018-12-14,224,121,181,195,301
河北,2018-12-15,208,117,182,193,268
河北,2018-12-16,215,69,158,178,264
河北,2018-12-17,222,129,170,202,348
河北,2018-12-18,218,115,169,207,285
河北,2018-12-19,226,125,162,196,303
河北,2018-12-20,216,124,165,185,365
河北,2018-12-21,235,63,165,203,302
河北,2018-12-22,222,0,162,168,299
河北,2018-12-23,215,60,159,169,339
河北,2018-12-24,222,120,178,194,376
河北,2018-12-25,200,115,155,182,279
河北,2018-12-26,202,119,156,197,316
河北,2018-12-27,214,114,161,171,350
河北,2018-12-28,221,120,177,172,333
河北,2018-12-29,198,60,166,163,334
河北,2018-12-30,205,0,162,167,329
河北,2018-12-31,205,63,166,158,297
河北,2019-01-01,211,60,173,167,300
河北,2019-01-02,238,63,185,159,379
河北,2019-01-03,246,119,181,193,391
河北,2019-01-04,227,61,178,165,419
河北,2019-01-05,215,122,173,165,307
河北,2019-01-06,206,58,156,191,333
河北,2019-01-07,215,66,164,175,393
河北,2019-01-08,219,121,163,183,352
河北,2019-01-09,222,63,163,172,355
河北,2019-01-10,232,116,173,169,346
河北,2019-01-11,229,115,156,157,349
河北,2019-01-12,217,61,164,174,333
河北,2019-01-13,183,61,176,161,311
河北,2019-01-14,226,118,175,163,497
河北,2019-01-15,236,120,186,180,362
河北,2019-01-16,227,58,170,173,297
河北,2019-01-17,246,57,178,170,295
河北,2019-01-18,217,115,168,173,332
河北,2019-01-19,205,58,159,170,289
河北,2019-01-20,195,114,160,155,278
河北,2019-01-21,240,118,168,165,310
河北,2019-01-22,209,123,156,159,304
河北,2019-01-23,215,120,171,160,395
河北,2019-01-24,224,60,178,191,367
河北,2019-01-25,231,65,178,186,362
河北,2019-01-26,221,65,180,144,340
河北,2019-01-27,199,63,123,167,342
河北,2019-01-28,240,58,178,172,323
河北,2019-01-29,250,128,195,174,364
河北,2019-01-30,243,69,189,163,376
河北,2019-01-31,252,130,169,186,366
河北,2019-02-01,293,61,206,167,336
河北,2019-02-02,252,125,200,165,331
河北,2019-02-03,276,63,189,163,278
河北,2019-02-04,218,117,123,145,289
河北,2019-02-05,184,57,148,129,240
河北,2019-02-06,226,57,176,165,330
河北,2019-02-07,220,0,99,148,390
河北,2019-02-08,210,57,172,151,331
河北,2019-02-09,221,61,121,170,326
河北,2019-02-10,210,63,167,156,304
河北,2019-02-11,255,58,190,182,357
河北,2019-02-12,234,124,163,178,403
河北,2019-02-13,229,65,182,169,392
河北,2019-02-14,236,118,196,162,359
河北,2019-02-15,241,60,191,180,373
河北,2019-02-16,230,61,176,181,338
河北,2019-02-17,240,126,185,183,340
河北,2019-02-18,233,69,178,212,469
河北,2019-02-19,219,63,176,186,494
河北,2019-02-20,223,63,181,182,516
河北,2019-02-21,251,58,184,187,425
河北,2019-02-22,226,66,185,172,352
河北,2019-02-23,192,66,165,183,334
河北,2019-02-24,198,57,173,184,317
河北,2019-02-25,227,61,178,208,388
河北,2019-02-26,231,127,183,201,375
河北,2019-02-27,225,70,181,189,354
河北,2019-02-28,229,130,165,182,362
河北,2019-03-01,242,124,178,185,404
河北,2019-03-02,222,65,182,163,323
河北,2019-03-03,222,122,176,179,341
河北,2019-03-04,202,0,154,216,428
河北,2019-03-05,223,71,214,207,420
河北,2019-03-06,225,57,179,185,368
河北,2019-03-07,221,63,199,194,337
河北,2019-03-08,252,61,208,169,338
河北,2019-03-09,229,58,193,170,342
河北,2019-03-10,214,60,182,178,290
河北,2019-03-11,238,60,164,199,346
河北,2019-03-12,225,117,173,199,334
河北,2019-03-13,214,65,164,168,356
河北,2019-03-14,222,63,112,161,351
河北,2019-03-15,256,58,91,166,343
河北,2019-03-16,225,127,113,150,261
河北,2019-03-17,230,61,146,153,284
河北,2019-03-18,216,60,158,161,301
河北,2019-03-19,240,117,102,174,296
河北,2019-03-20,236,118,160,189,272
河北,2019-03-21,236,61,86,169,311
河北,2019-03-22,220,123,154,175,302
河北,2019-03-23,237,0,142,154,314
河北,2019-03-24,225,60,106,161,284
河北,2019-03-25,233,120,97,174,310
河北,2019-03-26,240,60,92,174,312
河北,2019-03-27,240,57,158,155,264
河北,2019-03-28,249,114,139,174,560
河北,2019-03-29,230,58,99,184,546
河北,2019-03-30,204,116,149,162,363
河北,2019-03-31,205,129,87,145,322
河北,2019-04-01,214,60,89,177,380
河北,2019-04-02,239,124,87,172,355
河北,2019-04-03,229,57,154,176,313
河北,2019-04-04,232,122,172,171,334
河北,2019-04-05,205,120,92,151,304
河北,2019-04-06,218,60,152,154,342
河北,2019-04-07,212,57,161,159,337
河北,2019-04-08,204,116,79,190,305
河北,2019-04-09,215,61,166,152,368
河北,2019-04-10,206,115,150,171,323
河北,2019-04-11,204,117,150,202,315
河北,2019-04-12,220,57,156,179,305
河北,2019-04-13,184,116,154,174,285
河北,2019-04-14,176,119,153,173,273
河北,2019-04-15,208,121,89,226,306
河北,2019-04-16,202,124,152,171,312
河北,2019-04-17,198,120,144,156,319
河北,2019-04-18,193,117,145,170,296
河北,2019-04-19,204,60,166,156,292
河北,2019-04-20,189,63,144,176,262
河北,2019-04-21,214,63,161,172,265
河北,2019-04-22,205,116,168,204,304
河北,2019-04-23,180,120,164,219,297
河北,2019-04-24,182,115,80,217,281
河北,2019-04-25,220,57,91,197,339
河北,2019-04-26,214,118,148,229,324
河北,2019-04-27,217,0,141,222,298
河北,2019-04-28,198,58,158,221,302
河北,2019-04-29,189,60,154,211,285
河北,2019-04-30,221,0,161,170,273
河北,2019-05-01,221,119,167,176,268
河北,2019-05-02,201,57,180,161,283
河北,2019-05-03,226,57,119,207,271
河北,2019-05-04,227,60,178,252,297
河北,2019-05-05,215,122,79,245,304
河北,2019-05-06,218,115,139,256,298
河北,2019-05-07,206,59,82,233,321
河北,2019-05-08,187,0,80,192,362
河北,2019-05-09,226,117,159,221,314
河北,2019-05-10,238,61,91,173,337
河北,2019-05-11,186,118,96,156,363
河北,2019-05-12,198,57,87,157,331
河北,2019-05-13,201,114,143,196,332
河北,2019-05-14,185,0,146,180,375
河北,2019-05-15,228,57,154,210,374
河北,2019-05-16,213,58,97,173,379
河北,2019-05-17,196,119,152,196,342
河北,2019-05-18,172,118,91,161,319
河北,2019-05-19,180,118,91,152,310
河北,2019-05-20,205,128,154,172,313
河北,2019-05-21,176,118,157,163,411
河北,2019-05-22,208,58,156,154,385
河北,2019-05-23,196,118,79,150,370
河北,2019-05-24,194,114,141,160,336
河北,2019-05-25,181,114,76,157,322
河北,2019-05-26,180,58,150,159,295
河北,2019-05-27,206,66,89,163,323
河北,2019-05-28,192,125,136,155,327
河北,2019-05-29,214,114,150,145,319
河北,2019-05-30,182,127,97,165,349
河北,2019-05-31,171,120,135,155,292
河北,2019-06-01,178,60,158,154,259
河北,2019-06-02,178,57,146,154,266
河北,2019-06-03,209,0,84,144,300
河北,2019-06-04,192,60,139,165,311
河北,2019-06-05,195,57,154,161,286
河北,2019-06-06,216,63,157,198,290
河北,2019-06-07,196,57,140,193,269
河北,2019-06-08,198,57,108,140,292
河北,2019-06-09,210,63,89,148,295
河北,2019-06-10,216,0,156,153,296
河北,2019-06-11,212,58,162,168,324
河北,2019-06-12,212,60,144,177,340
河北,2019-06-13,210,60,89,145,334
河北,2019-06-14,208,116,96,154,356
河北,2019-06-15,202,57,105,168,281
河北,2019-06-16,193,57,96,233,330
河北,2019-06-17,242,123,150,230,368
河北,2019-06-18,221,60,99,195,311
河北,2019-06-19,199,119,152,166,346
河北,2019-06-20,227,119,92,176,349
河北,2019-06-21,212,114,160,153,377
河北,2019-06-22,198,0,104,163,317
河北,2019-06-23,191,114,91,153,301
河北,2019-06-24,219,116,164,206,406
河北,2019-06-25,201,58,146,180,413
河北,2019-06-26,217,115,78,154,403
河北,2019-06-27,214,117,161,159,343
河北,2019-06-28,202,61,153,73,333
河北,2019-06-29,187,0,146,139,366
河北,2019-06-30,188,57,155,142,314
河北,2019-07-01,231,120,155,157,346
河北,2019-07-02,195,120,93,165,353
河北,2019-07-03,191,58,73,150,398
河北,2019-07-04,191,125,93,178,352
河北,2019-07-05,212,58,156,158,339
河北,2019-07-06,179,60,93,182,324
河北,2019-07-07,195,117,84,141,282
河北,2019-07-08,245,117,96,140,305
河北,2019-07-09,240,57,99,143,287
河北,2019-07-10,244,0,100,163,328
河北,2019-07-11,233,120,92,156,305
河北,2019-07-12,227,58,89,160,279
河北,2019-07-13,185,57,93,150,299
河北,2019-07-14,196,120,152,150,299
河北,2019-07-15,198,119,144,156,340
河北,2019-07-16,204,66,168,148,310
河北,2019-07-17,187,60,155,161,326
河北,2019-07-18,231,73,104,163,488
河北,2019-07-19,200,66,92,166,463
河北,2019-07-20,176,123,148,140,330
河北,2019-07-21,173,57,74,162,304
河北,2019-07-22,173,60,146,167,321
河北,2019-07-23,223,60,143,180,369
河北,2019-07-24,203,60,144,157,333
河北,2019-07-25,213,117,152,164,377
河北,2019-07-26,202,120,100,177,390
河北,2019-07-27,182,58,83,170,309
河北,2019-07-28,167,57,102,165,307
河北,2019-07-29,193,114,96,150,388
河北,2019-07-30,189,57,87,148,342
河北,2019-07-31,192,115,165,174,349
河北,2019-08-01,178,58,157,191,354
河北,2019-08-02,223,61,166,160,393
河北,2019-08-03,184,115,176,141,343
河北,2019-08-04,171,115,131,160,347
河北,2019-08-05,182,123,165,172,325
河北,2019-08-06,197,120,158,152,356
河北,2019-08-07,206,124,102,147,288
河北,2019-08-08,195,63,106,163,319
河北,2019-08-09,213,128,102,171,325
河北,2019-08-10,195,117,82,153,306
河北,2019-08-11,188,61,89,137,294
河北,2019-08-12,192,66,110,166,306
河北,2019-08-13,200,63,162,166,338
河北,2019-08-14,217,71,169,156,336
河北,2019-08-15,176,130,110,145,302
河北,2019-08-16,200,63,178,163,294
河北,2019-08-17,209,61,96,104,295
河北,2019-08-18,213,57,96,157,292
河北,2019-08-19,225,126,113,159,299
河北,2019-08-20,230,122,167,172,313
河北,2019-08-21,206,119,174,151,304
河北,2019-08-22,235,117,165,170,288
河北,2019-08-23,330,126,126,150,293
河北,2019-08-24,248,60,104,138,275
河北,2019-08-25,218,123,161,143,280
河北,2019-08-26,225,65,182,150,567
河北,2019-08-27,210,66,187,152,446
河北,2019-08-28,214,126,153,154,289
河北,2019-08-29,212,124,104,154,313
河北,2019-08-30,216,129,84,157,270
河北,2019-08-31,194,63,159,155,255
河北,2019-09-01,207,120,109,150,299
河北,2019-09-02,197,60,152,165,420
河北,2019-09-03,211,58,172,160,311
河北,2019-09-04,177,123,173,154,408
河北,2019-09-05,193,127,154,144,394
河北,2019-09-06,205,67,100,154,297
河北,2019-09-07,208,58,104,149,313
河北,2019-09-08,183,70,83,139,259
河北,2019-09-09,161,61,137,142,284
河北,2019-09-10,185,65,154,137,270
河北,2019-09-11,169,66,143,185,282
河北,2019-09-12,194,118,144,172,280
河北,2019-09-13,214,58,167,161,257
河北,2019-09-14,165,60,87,139,273
河北,2019-09-15,196,117,150,146,266
河北,2019-09-16,183,61,148,186,280
河北,2019-09-17,187,127,156,175,282
河北,2019-09-18,187,119,145,163,295
河北,2019-09-19,182,122,137,160,282
河北,2019-09-20,175,122,91,165,292
河北,2019-09-21,162,58,133,157,237
河北,2019-09-22,159,63,79,152,262
河北,2019-09-23,163,115,108,156,306
河北,2019-09-24,171,57,137,159,257
河北,2019-09-25,194,117,148,177,263
河北,2019-09-26,171,60,148,174,308
河北,2019-09-27,187,114,86,158,244
河北,2019-09-28,171,60,93,161,253
河北,2019-09-29,181,61,135,140,265
河北,2019-09-30,209,67,92,162,242
河北,2019-10-01,200,123,130,137,240
河北,2019-10-02,193,117,136,143,234
河北,2019-10-03,172,0,149,135,249
河北,2019-10-04,159,0,96,153,264
河北,2019-10-05,167,0,87,141,257
河北,2019-10-06,152,58,78,92,307
河北,2019-10-07,160,58,139,143,275
河北,2019-10-08,188,57,86,148,285
河北,2019-10-09,154,126,152,155,322
河北,2019-10-10,178,60,158,146,301
河北,2019-10-11,198,117,96,161,299
河北,2019-10-12,164,57,99,159,267
河北,2019-10-13,156,115,87,159,289
河北,2019-10-14,152,57,149,175,275
河北,2019-10-15,163,117,97,178,270
河北,2019-10-16,150,130,91,163,297
河北,2019-10-17,170,116,140,167,342
河北,2019-10-18,159,130,146,160,297
河北,2019-10-19,159,61,83,163,316
河北,2019-10-20,156,63,93,153,307
河北,2019-10-21,161,117,143,152,372
河北,2019-10-22,175,57,80,166,457
河北,2019-10-23,161,63,139,152,380
河北,2019-10-24,165,119,136,163,362
河北,2019-10-25,152,0,143,155,313
河北,2019-10-26,152,120,83,142,276
河北,2019-10-27,186,118,145,146,265
河北,2019-10-28,182,119,139,165,305
河北,2019-10-29,162,126,97,179,284
河北,2019-10-30,159,120,139,156,469
河北,2019-10-31,178,126,153,172,337
河北,2019-11-01,194,123,93,148,288
河北,2019-11-02,176,123,146,129,294
河北,2019-11-03,183,58,83,135,240
河北,2019-11-04,169,122,82,152,294
河北,2019-11-05,165,57,96,147,322
河北,2019-11-06,150,67,151,153,274
河北,2019-11-07,153,63,137,169,371
河北,2019-11-08,163,58,150,149,340
河北,2019-11-09,154,117,100,137,433
河北,2019-11-10,170,116,96,160,451
河北,2019-11-11,192,115,154,132,415
河北,2019-11-12,200,124,167,149,346
河北,2019-11-13,162,66,157,170,313
河北,2019-11-14,157,67,144,141,347
河北,2019-11-15,176,61,143,174,370
河北,2019-11-16,185,58,167,80,309
河北,2019-11-17,181,118,154,145,343
河北,2019-11-18,177,65,146,151,410
河北,2019-11-19,166,118,144,174,393
河北,2019-11-20,176,115,152,161,357
河北,2019-11-21,192,61,156,232,356
河北,2019-11-22,177,61,171,153,381
河北,2019-11-23,156,57,91,191,333
河北,2019-11-24,159,122,149,142,292
河北,2019-11-25,163,58,155,165,358
河北,2019-11-26,170,71,152,158,323
河北,2019-11-27,172,116,150,168,375
河北,2019-11-28,168,124,169,146,349
河北,2019-11-29,170,121,185,140,370
河北,2019-11-30,167,57,174,154,316
河北,2019-12-01,172,58,159,141,372
河北,2019-12-02,173,63,145,163,372
河北,2019-12-03,206,119,150,152,410
河北,2019-12-04,164,127,143,152,441
河北,2019-12-05,159,119,139,152,503
河北,2019-12-06,191,63,154,159,414
河北,2019-12-07,152,63,157,135,330
河北,2019-12-08,168,66,154,139,335
河北,2019-12-09,192,63,155,153,392
河北,2019-12-10,200,61,84,148,399
河北,2019-12-11,163,123,141,156,324
河北,2019-12-12,189,130,89,173,344
河北,2019-12-13,169,58,154,157,745
河北,2019-12-14,156,65,84,147,873
河北,2019-12-15,158,114,141,153,592
河北,2019-12-16,163,118,139,165,567
河北,2019-12-17,152,127,141,164,515
河北,2019-12-18,165,65,137,148,469
河北,2019-12-19,159,65,82,172,424
河北,2019-12-20,182,128,141,142,404
河北,2019-12-21,169,65,83,156,333
河北,2019-12-22,170,120,83,166,355
河北,2019-12-23,185,61,147,169,372
河北,2019-12-24,170,61,154,135,341
河北,2019-12-25,172,57,144,160,340
河北,2019-12-26,188,122,78,157,324
河北,2019-12-27,195,0,161,155,301
河北,2019-12-28,168,69,130,150,335
河北,2019-12-29,160,57,82,135,304
河北,2019-12-30,194,60,147,144,342
河北,2019-12-31,154,124,148,141,318
河北,2020-01-01,192,60,144,73,277
河北,2020-01-02,199,129,152,153,408
河北,2020-01-03,169,60,146,130,389
河北,2020-01-04,162,63,78,149,308
河北,2020-01-05,162,60,135,137,286
河北,2020-01-06,185,124,139,156,295
河北,2020-01-07,160,65,137,142,324
河北,2020-01-08,157,128,141,126,299
河北,2020-01-09,189,120,86,143,294
河北,2020-01-10,193,66,142,160,302
河北,2020-01-11,191,127,146,138,288
河北,2020-01-12,173,116,140,135,250
河北,2020-01-13,198,66,135,153,245
河北,2020-01-14,189,63,135,138,251
河北,2020-01-15,204,60,156,134,273
河北,2020-01-16,189,118,87,137,261
河北,2020-01-17,191,65,152,123,267
河北,2020-01-18,198,0,89,135,294
河北,2020-01-19,194,122,164,150,295
河北,2020-01-20,203,117,95,138,269
河北,2020-01-21,208,73,161,131,234
河北,2020-01-22,232,117,187,124,251
河北,2020-01-23,231,118,148,100,256
河北,2020-01-24,135,114,84,160,203
河北,2020-01-25,181,60,89,178,229
河北,2020-01-26,157,58,128,217,213
河北,2020-01-27,163,57,84,221,265
河北,2020-01-28,159,0,83,180,282
河北,2020-01-29,164,0,74,190,263
河北,2020-01-30,172,57,137,130,288
河北,2020-01-31,188,63,95,186,273
河北,2020-02-01,181,65,192,206,280
河北,2020-02-02,191,115,163,224,265
河北,2020-02-03,180,70,105,189,311
河北,2020-02-04,187,115,152,223,325
河北,2020-02-05,178,60,96,181,301
河北,2020-02-06,183,57,96,305,279
河北,2020-02-07,196,118,99,380,282
河北,2020-02-08,178,57,143,224,276
河北,2020-02-09,167,115,129,282,300
河北,2020-02-10,197,57,92,222,317
河北,2020-02-11,186,60,83,156,320
河北,2020-02-12,179,118,150,151,309
河北,2020-02-13,202,61,91,170,294
河北,2020-02-14,186,122,135,172,315
河北,2020-02-15,165,57,87,170,308
河北,2020-02-16,186,60,152,148,309
河北,2020-02-17,218,66,76,150,330
河北,2020-02-18,189,57,87,182,317
河北,2020-02-19,191,127,97,159,329
河北,2020-02-20,167,61,91,171,329
河北,2020-02-21,178,60,165,157,353
河北,2020-02-22,183,57,92,147,320
河北,2020-02-23,174,122,137,143,335
河北,2020-02-24,170,57,148,150,344
河北,2020-02-25,174,57,143,153,356
河北,2020-02-26,166,63,154,175,375
河北,2020-02-27,189,118,84,137,363
河北,2020-02-28,169,124,176,147,372
河北,2020-02-29,178,66,95,160,351
河北,2020-03-01,204,0,148,137,322
河北,2020-03-02,227,60,100,160,388
河北,2020-03-03,189,59,80,161,329
河北,2020-03-04,200,117,141,172,325
河北,2020-03-05,199,115,141,143,335
河北,2020-03-06,221,70,145,184,307
河北,2020-03-07,180,116,146,182,324
河北,2020-03-08,191,117,92,147,290
河北,2020-03-09,204,61,102,179,349
河北,2020-03-10,198,118,161,163,324
河北,2020-03-11,208,115,150,155,358
河北,2020-03-12,191,117,84,146,332
河北,2020-03-13,206,117,149,162,313
河北,2020-03-14,159,57,86,166,322
河北,2020-03-15,164,57,142,176,316
河北,2020-03-16,175,63,155,208,343
河北,2020-03-17,213,120,152,169,348
河北,2020-03-18,194,60,170,173,352
河北,2020-03-19,177,58,147,298,309
河北,2020-03-20,188,67,154,165,350
河北,2020-03-21,177,60,79,194,307
河北,2020-03-22,159,115,149,160,331
河北,2020-03-23,171,60,143,159,389
河北,2020-03-24,197,59,141,169,355
河北,2020-03-25,163,63,152,159,360
河北,2020-03-26,174,58,147,146,386
河北,2020-03-27,182,118,140,172,312
河北,2020-03-28,177,120,82,142,302
河北,2020-03-29,113,66,130,146,287
河北,2020-03-30,183,122,168,163,318
河北,2020-03-31,176,120,145,163,306
河北,2020-04-01,184,114,82,152,318
河北,2020-04-02,176,59,159,174,253
河北,2020-04-03,193,63,163,144,305
河北,2020-04-04,184,117,148,156,333
河北,2020-04-05,162,57,165,147,253
河北,2020-04-06,176,65,159,158,255
河北,2020-04-07,193,118,141,154,293
河北,2020-04-08,196,119,162,165,298
河北,2020-04-09,183,132,148,167,303
河北,2020-04-10,200,122,162,168,274
河北,2020-04-11,146,58,130,145,266
河北,2020-04-12,162,118,93,138,286
河北,2020-04-13,184,57,159,141,266
河北,2020-04-14,206,60,156,135,299
河北,2020-04-15,187,60,153,160,295
河北,2020-04-16,186,118,145,172,290
河北,2020-04-17,205,127,153,163,319
河北,2020-04-18,186,63,143,154,330
河北,2020-04-19,178,117,89,152,296
河北,2020-04-20,191,117,170,157,325
河北,2020-04-21,178,120,160,167,361
河北,2020-04-22,195,122,145,158,376
河北,2020-04-23,187,124,146,151,384
河北,2020-04-24,194,60,152,142,381
河北,2020-04-25,182,61,87,145,337
河北,2020-04-26,156,57,135,150,334
河北,2020-04-27,182,57,87,140,320
河北,2020-04-28,193,67,84,148,332
河北,2020-04-29,181,121,148,150,316
河北,2020-04-30,193,118,82,140,312
河北,2020-05-01,171,115,154,132,274
河北,2020-05-02,167,118,139,150,283
河北,2020-05-03,167,58,148,135,250
河北,2020-05-04,152,57,130,150,309
河北,2020-05-05,167,114,139,145,365
河北,2020-05-06,167,58,152,152,394
河北,2020-05-07,170,126,160,159,428
河北,2020-05-08,172,118,141,165,377
河北,2020-05-09,191,61,139,193,344
河北,2020-05-10,196,58,141,168,304
河北,2020-05-11,205,120,233,168,453
河北,2020-05-12,191,124,173,185,333
河北,2020-05-13,169,63,156,150,315
河北,2020-05-14,205,58,132,155,350
河北,2020-05-15,187,63,150,154,302
河北,2020-05-16,174,60,74,161,286
河北,2020-05-17,157,65,78,147,303
河北,2020-05-18,152,123,152,152,337
河北,2020-05-19,181,70,149,159,531
河北,2020-05-20,175,0,141,163,404
河北,2020-05-21,168,124,96,163,335
河北,2020-05-22,202,60,154,170,349
河北,2020-05-23,170,60,144,139,325
河北,2020-05-24,163,60,84,160,293
河北,2020-05-25,189,120,104,183,302
河北,2020-05-26,192,63,158,174,328
河北,2020-05-27,177,120,158,170,329
河北,2020-05-28,189,124,152,190,304
河北,2020-05-29,183,124,143,172,308
河北,2020-05-30,180,120,96,179,271
河北,2020-05-31,206,119,143,161,261
河北,2020-06-01,186,60,141,158,276
河北,2020-06-02,176,63,140,144,305
河北,2020-06-03,185,117,141,155,320
河北,2020-06-04,194,60,89,169,294
河北,2020-06-05,193,60,143,146,258
河北,2020-06-06,168,57,144,144,269
河北,2020-06-07,144,58,137,124,283
河北,2020-06-08,179,65,132,172,293
河北,2020-06-09,191,120,148,168,267
河北,2020-06-10,200,60,132,161,305
河北,2020-06-11,182,118,143,152,258
河北,2020-06-12,165,119,143,152,286
河北,2020-06-13,144,63,128,138,290
河北,2020-06-14,167,117,135,153,266
河北,2020-06-15,175,118,128,165,274
河北,2020-06-16,207,126,132,153,309
河北,2020-06-17,196,120,144,141,304
河北,2020-06-18,187,116,158,135,290
河北,2020-06-19,168,123,152,152,299
河北,2020-06-20,178,63,136,142,269
河北,2020-06-21,180,58,141,139,287
河北,2020-06-22,193,65,157,157,315
河北,2020-06-23,206,66,140,140,314
河北,2020-06-24,214,131,150,137,308
河北,2020-06-25,186,71,83,141,257
河北,2020-06-26,156,60,135,149,242
河北,2020-06-27,164,61,80,142,255
河北,2020-06-28,213,70,148,161,281
河北,2020-06-29,211,118,154,142,284
河北,2020-06-30,204,132,84,162,284
河北,2020-07-01,220,123,161,146,423
河北,2020-07-02,217,57,146,142,489
河北,2020-07-03,175,118,146,143,336
河北,2020-07-04,203,63,138,142,302
河北,2020-07-05,181,61,79,132,462
河北,2020-07-06,198,117,153,152,424
河北,2020-07-07,204,129,166,159,345
河北,2020-07-08,189,118,152,215,342
河北,2020-07-09,192,120,96,140,306
河北,2020-07-10,221,125,96,139,305
河北,2020-07-11,193,118,106,140,291
河北,2020-07-12,180,58,152,143,322
河北,2020-07-13,187,66,159,149,282
河北,2020-07-14,227,117,84,142,304
河北,2020-07-15,202,63,93,131,300
河北,2020-07-16,173,120,105,135,308
河北,2020-07-17,188,120,159,144,287
河北,2020-07-18,170,115,86,162,271
河北,2020-07-19,121,67,144,148,265
河北,2020-07-20,198,115,104,146,282
河北,2020-07-21,182,66,91,143,282
河北,2020-07-22,185,118,155,148,282
河北,2020-07-23,195,128,78,148,293
河北,2020-07-24,184,61,140,148,278
河北,2020-07-25,187,63,93,142,258
河北,2020-07-26,195,58,87,138,230
河北,2020-07-27,204,123,96,136,253
河北,2020-07-28,126,60,163,143,284
河北,2020-07-29,205,66,82,147,276
河北,2020-07-30,186,58,147,143,262
河北,2020-07-31,201,67,156,145,266
河北,2020-08-01,193,66,83,67,260
河北,2020-08-02,138,118,140,159,260
河北,2020-08-03,210,117,161,149,279
河北,2020-08-04,189,122,148,154,292
河北,2020-08-05,180,67,95,156,287
河北,2020-08-06,180,115,154,153,255
河北,2020-08-07,206,123,156,144,261
河北,2020-08-08,187,122,142,142,291
河北,2020-08-09,171,117,74,144,242
河北,2020-08-10,202,130,100,143,265
河北,2020-08-11,185,117,159,159,278
河北,2020-08-12,202,66,154,149,287
河北,2020-08-13,179,118,104,147,271
河北,2020-08-14,175,124,166,149,265
河北,2020-08-15,216,57,156,155,263
河北,2020-08-16,190,57,82,139,252
河北,2020-08-17,212,126,156,158,282
河北,2020-08-18,215,121,161,137,271
河北,2020-08-19,192,114,165,160,275
河北,2020-08-20,197,65,152,161,291
河北,2020-08-21,193,120,149,156,276
河北,2020-08-22,191,58,84,155,257
河北,2020-08-23,134,60,86,132,282
河北,2020-08-24,217,116,177,137,285
河北,2020-08-25,197,65,153,152,266
河北,2020-08-26,186,115,156,153,261
河北,2020-08-27,239,123,174,145,266
河北,2020-08-28,228,65,167,149,294
河北,2020-08-29,210,57,104,142,273
河北,2020-08-30,206,66,159,138,244
河北,2020-08-31,259,118,150,142,265
河北,2020-09-01,227,65,165,149,296
河北,2020-09-02,236,119,141,147,233
河北,2020-09-03,226,128,154,155,253
河北,2020-09-04,214,65,160,136,255
河北,2020-09-05,180,60,155,155,276
河北,2020-09-06,187,117,133,139,262
河北,2020-09-07,180,127,157,154,264
河北,2020-09-08,209,65,141,153,267
河北,2020-09-09,185,60,170,132,256
河北,2020-09-10,198,63,150,140,280
河北,2020-09-11,193,61,150,155,266
河北,2020-09-12,202,117,142,142,240
河北,2020-09-13,178,63,139,139,240
河北,2020-09-14,180,60,152,151,269
河北,2020-09-15,180,117,93,152,285
河北,2020-09-16,187,118,132,152,288
河北,2020-09-17,193,61,135,150,254
河北,2020-09-18,166,115,67,141,267
河北,2020-09-19,106,57,145,126,236
河北,2020-09-20,187,57,145,133,263
河北,2020-09-21,210,60,83,143,284
河北,2020-09-22,199,124,146,140,273
河北,2020-09-23,212,117,157,150,291
河北,2020-09-24,202,123,158,137,290
河北,2020-09-25,208,114,146,140,283
河北,2020-09-26,176,114,136,146,354
河北,2020-09-27,182,0,137,128,302
河北,2020-09-28,158,63,141,144,279
河北,2020-09-29,171,130,143,143,268
河北,2020-09-30,212,67,159,146,270
河北,2020-10-01,170,63,154,71,253
河北,2020-10-02,109,124,150,157,272
河北,2020-10-03,176,57,143,143,253
河北,2020-10-04,99,60,137,153,276
河北,2020-10-05,178,60,136,151,270
河北,2020-10-06,164,0,151,152,296
河北,2020-10-07,183,58,83,162,262
河北,2020-10-08,181,57,80,154,277
河北,2020-10-09,173,120,149,135,261
河北,2020-10-10,193,118,167,136,253
河北,2020-10-11,165,57,152,141,271
河北,2020-10-12,172,118,102,152,312
河北,2020-10-13,202,60,161,157,273
河北,2020-10-14,213,130,150,151,307
河北,2020-10-15,184,69,133,165,271
河北,2020-10-16,194,57,84,158,260
河北,2020-10-17,174,61,148,136,264
河北,2020-10-18,171,66,131,137,262
河北,2020-10-19,176,122,139,160,289
