area,time,互联网保险,众筹,P2P,网贷
河北,2019-07-07,0,141,282,272
河北,2019-07-08,57,140,305,283
河北,2019-07-09,0,143,287,260
河北,2019-07-10,0,163,328,285
河北,2019-07-11,58,156,305,264
河北,2019-07-12,57,160,279,271
河北,2019-07-13,59,150,299,269
河北,2019-07-14,58,150,299,249
河北,2019-07-15,0,156,340,283
河北,2019-07-16,119,148,310,294
河北,2019-07-17,0,161,326,283
河北,2019-07-18,58,163,488,289
河北,2019-07-19,0,166,463,266
河北,2019-07-20,57,140,330,259
河北,2019-07-21,57,162,304,262
河北,2019-07-22,58,167,321,276
河北,2019-07-23,63,180,369,302
河北,2019-07-24,0,157,333,265
河北,2019-07-25,0,164,377,286
河北,2019-07-26,60,177,390,355
河北,2019-07-27,57,170,309,316
河北,2019-07-28,59,165,307,321
河北,2019-07-29,0,150,388,298
河北,2019-07-30,57,148,342,276
河北,2019-07-31,57,174,349,295
河北,2019-08-01,114,191,354,253
河北,2019-08-02,57,160,393,231
河北,2019-08-03,60,141,343,251
河北,2019-08-04,0,160,347,215
河北,2019-08-05,0,172,325,295
河北,2019-08-06,117,152,356,276
河北,2019-08-07,57,147,288,269
河北,2019-08-08,57,163,319,198
河北,2019-08-09,61,171,325,261
河北,2019-08-10,0,153,306,294
河北,2019-08-11,0,137,294,248
河北,2019-08-12,58,166,306,305
河北,2019-08-13,58,166,338,281
河北,2019-08-14,114,156,336,204
河北,2019-08-15,57,145,302,267
河北,2019-08-16,0,163,294,255
河北,2019-08-17,61,104,295,195
河北,2019-08-18,57,157,292,183
河北,2019-08-19,59,159,299,285
河北,2019-08-20,0,172,313,313
河北,2019-08-21,117,151,304,255
河北,2019-08-22,0,170,288,275
河北,2019-08-23,0,150,293,252
河北,2019-08-24,0,138,275,212
河北,2019-08-25,0,143,280,178
河北,2019-08-26,65,150,567,272
河北,2019-08-27,58,152,446,269
河北,2019-08-28,0,154,289,238
河北,2019-08-29,122,154,313,243
河北,2019-08-30,0,157,270,253
河北,2019-08-31,0,155,255,185
河北,2019-09-01,58,150,299,247
河北,2019-09-02,58,165,420,296
河北,2019-09-03,126,160,311,278
河北,2019-09-04,61,154,408,241
河北,2019-09-05,63,144,394,297
河北,2019-09-06,57,154,297,322
河北,2019-09-07,0,149,313,268
河北,2019-09-08,0,139,259,263
河北,2019-09-09,60,142,284,316
河北,2019-09-10,57,137,270,293
河北,2019-09-11,61,185,282,256
河北,2019-09-12,114,172,280,253
河北,2019-09-13,0,161,257,257
河北,2019-09-14,0,139,273,215
河北,2019-09-15,61,146,266,236
河北,2019-09-16,60,186,280,311
河北,2019-09-17,114,175,282,273
河北,2019-09-18,57,163,295,241
河北,2019-09-19,58,160,282,227
河北,2019-09-20,117,165,292,267
河北,2019-09-21,58,157,237,265
河北,2019-09-22,57,152,262,261
河北,2019-09-23,60,156,306,272
河北,2019-09-24,57,159,257,287
河北,2019-09-25,63,177,263,273
河北,2019-09-26,0,174,308,259
河北,2019-09-27,57,158,244,281
河北,2019-09-28,0,161,253,258
河北,2019-09-29,0,140,265,246
河北,2019-09-30,0,162,242,252
河北,2019-10-01,0,137,240,236
河北,2019-10-02,58,143,234,264
河北,2019-10-03,59,135,249,256
河北,2019-10-04,114,153,264,272
河北,2019-10-05,0,141,257,274
河北,2019-10-06,114,92,307,238
河北,2019-10-07,57,143,275,251
河北,2019-10-08,0,148,285,239
河北,2019-10-09,57,155,322,199
河北,2019-10-10,116,146,301,304
河北,2019-10-11,116,161,299,236
河北,2019-10-12,117,159,267,243
河北,2019-10-13,0,159,289,244
河北,2019-10-14,120,175,275,263
河北,2019-10-15,115,178,270,256
河北,2019-10-16,57,163,297,258
河北,2019-10-17,114,167,342,276
河北,2019-10-18,0,160,297,167
河北,2019-10-19,58,163,316,177
河北,2019-10-20,57,153,307,177
河北,2019-10-21,61,152,372,288
河北,2019-10-22,0,166,457,257
河北,2019-10-23,60,152,380,277
河北,2019-10-24,118,163,362,256
河北,2019-10-25,57,155,313,231
河北,2019-10-26,57,142,276,242
河北,2019-10-27,57,146,265,251
河北,2019-10-28,57,165,305,283
河北,2019-10-29,57,179,284,252
河北,2019-10-30,57,156,469,283
河北,2019-10-31,63,172,337,224
河北,2019-11-01,0,148,288,228
河北,2019-11-02,58,129,294,245
河北,2019-11-03,58,135,240,257
河北,2019-11-04,57,152,294,269
河北,2019-11-05,115,147,322,268
河北,2019-11-06,58,153,274,251
河北,2019-11-07,133,169,371,275
河北,2019-11-08,117,149,340,266
河北,2019-11-09,0,137,433,243
河北,2019-11-10,60,160,451,251
河北,2019-11-11,0,132,415,253
河北,2019-11-12,57,149,346,261
河北,2019-11-13,57,170,313,260
河北,2019-11-14,57,141,347,274
河北,2019-11-15,114,174,370,272
河北,2019-11-16,63,80,309,208
河北,2019-11-17,60,145,343,267
河北,2019-11-18,60,151,410,273
河北,2019-11-19,61,174,393,283
河北,2019-11-20,118,161,357,283
河北,2019-11-21,67,232,356,255
河北,2019-11-22,0,153,381,238
河北,2019-11-23,0,191,333,225
河北,2019-11-24,57,142,292,234
河北,2019-11-25,63,165,358,248
河北,2019-11-26,60,158,323,248
河北,2019-11-27,57,168,375,250
河北,2019-11-28,0,146,349,249
河北,2019-11-29,57,140,370,249
河北,2019-11-30,0,154,316,236
河北,2019-12-01,0,141,372,241
河北,2019-12-02,0,163,372,259
河北,2019-12-03,61,152,410,257
河北,2019-12-04,120,152,441,253
河北,2019-12-05,115,152,503,252
河北,2019-12-06,60,159,414,258
河北,2019-12-07,57,135,330,253
河北,2019-12-08,0,139,335,237
河北,2019-12-09,58,153,392,269
河北,2019-12-10,58,148,399,266
河北,2019-12-11,61,156,324,258
河北,2019-12-12,118,173,344,267
河北,2019-12-13,65,157,745,267
河北,2019-12-14,115,147,873,262
河北,2019-12-15,76,153,592,291
河北,2019-12-16,61,165,567,304
河北,2019-12-17,57,164,515,288
河北,2019-12-18,65,148,469,281
河北,2019-12-19,61,172,424,242
河北,2019-12-20,119,142,404,272
河北,2019-12-21,114,156,333,260
河北,2019-12-22,58,166,355,229
河北,2019-12-23,120,169,372,189
河北,2019-12-24,58,135,341,264
河北,2019-12-25,117,160,340,287
河北,2019-12-26,117,157,324,249
河北,2019-12-27,60,155,301,250
河北,2019-12-28,0,150,335,193
河北,2019-12-29,57,135,304,195
河北,2019-12-30,57,144,342,224
河北,2019-12-31,119,141,318,248
河北,2020-01-01,0,73,277,240
河北,2020-01-02,123,153,408,205
河北,2020-01-03,57,130,389,265
河北,2020-01-04,57,149,308,249
河北,2020-01-05,57,137,286,247
河北,2020-01-06,57,156,295,190
河北,2020-01-07,61,142,324,251
河北,2020-01-08,0,126,299,239
河北,2020-01-09,57,143,294,229
河北,2020-01-10,0,160,302,261
河北,2020-01-11,61,138,288,248
河北,2020-01-12,0,135,250,241
河北,2020-01-13,57,153,245,239
河北,2020-01-14,57,138,251,233
河北,2020-01-15,0,134,273,231
河北,2020-01-16,59,137,261,228
河北,2020-01-17,57,123,267,234
河北,2020-01-18,0,135,294,233
河北,2020-01-19,0,150,295,148
河北,2020-01-20,0,138,269,171
河北,2020-01-21,114,131,234,232
河北,2020-01-22,57,124,251,214
河北,2020-01-23,0,100,256,128
河北,2020-01-24,58,160,203,117
河北,2020-01-25,0,178,229,106
河北,2020-01-26,0,217,213,112
河北,2020-01-27,0,221,265,126
河北,2020-01-28,0,180,282,187
河北,2020-01-29,60,190,263,208
河北,2020-01-30,57,130,288,191
河北,2020-01-31,58,186,273,201
河北,2020-02-01,57,206,280,160
河北,2020-02-02,0,224,265,208
河北,2020-02-03,57,189,311,221
河北,2020-02-04,0,223,325,209
河北,2020-02-05,58,181,301,170
河北,2020-02-06,57,305,279,217
河北,2020-02-07,57,380,282,221
河北,2020-02-08,114,224,276,204
河北,2020-02-09,57,282,300,151
河北,2020-02-10,59,222,317,226
河北,2020-02-11,122,156,320,222
河北,2020-02-12,121,151,309,227
河北,2020-02-13,61,170,294,236
河北,2020-02-14,0,172,315,204
河北,2020-02-15,58,170,308,238
河北,2020-02-16,0,148,309,226
河北,2020-02-17,0,150,330,208
河北,2020-02-18,114,182,317,230
河北,2020-02-19,59,159,329,227
河北,2020-02-20,57,171,329,238
河北,2020-02-21,0,157,353,226
河北,2020-02-22,57,147,320,211
河北,2020-02-23,57,143,335,229
河北,2020-02-24,57,150,344,222
河北,2020-02-25,122,153,356,229
河北,2020-02-26,58,175,375,222
河北,2020-02-27,115,137,363,229
河北,2020-02-28,63,147,372,189
河北,2020-02-29,0,160,351,231
河北,2020-03-01,57,137,322,246
河北,2020-03-02,114,160,388,246
河北,2020-03-03,124,161,329,217
河北,2020-03-04,114,172,325,224
河北,2020-03-05,114,143,335,234
河北,2020-03-06,57,184,307,176
河北,2020-03-07,58,182,324,244
河北,2020-03-08,119,147,290,239
河北,2020-03-09,57,179,349,237
河北,2020-03-10,117,163,324,242
河北,2020-03-11,122,155,358,231
河北,2020-03-12,57,146,332,244
河北,2020-03-13,58,162,313,234
河北,2020-03-14,0,166,322,219
河北,2020-03-15,114,176,316,221
河北,2020-03-16,0,208,343,215
河北,2020-03-17,57,169,348,227
河北,2020-03-18,121,173,352,216
河北,2020-03-19,118,298,309,223
河北,2020-03-20,0,165,350,242
河北,2020-03-21,121,194,307,224
河北,2020-03-22,120,160,331,229
河北,2020-03-23,66,159,389,211
河北,2020-03-24,118,169,355,247
河北,2020-03-25,114,159,360,226
河北,2020-03-26,61,146,386,202
河北,2020-03-27,116,172,312,204
河北,2020-03-28,57,142,302,221
河北,2020-03-29,57,146,287,185
河北,2020-03-30,63,163,318,176
河北,2020-03-31,0,163,306,227
河北,2020-04-01,116,152,318,228
河北,2020-04-02,0,174,253,232
河北,2020-04-03,57,144,305,240
河北,2020-04-04,57,156,333,244
河北,2020-04-05,0,147,253,214
河北,2020-04-06,57,158,255,227
河北,2020-04-07,117,154,293,164
河北,2020-04-08,116,165,298,154
河北,2020-04-09,57,167,303,257
河北,2020-04-10,115,168,274,228
河北,2020-04-11,58,145,266,243
河北,2020-04-12,117,138,286,218
河北,2020-04-13,0,141,266,200
河北,2020-04-14,59,135,299,219
河北,2020-04-15,58,160,295,271
河北,2020-04-16,115,172,290,229
河北,2020-04-17,120,163,319,222
河北,2020-04-18,114,154,330,209
河北,2020-04-19,120,152,296,220
河北,2020-04-20,57,157,325,241
河北,2020-04-21,117,167,361,223
河北,2020-04-22,122,158,376,228
河北,2020-04-23,57,151,384,188
河北,2020-04-24,64,142,381,192
河北,2020-04-25,118,145,337,202
河北,2020-04-26,61,150,334,199
河北,2020-04-27,0,140,320,202
河北,2020-04-28,61,148,332,223
河北,2020-04-29,59,150,316,211
河北,2020-04-30,120,140,312,214
河北,2020-05-01,57,132,274,190
河北,2020-05-02,0,150,283,194
河北,2020-05-03,115,135,250,188
河北,2020-05-04,57,150,309,212
河北,2020-05-05,122,145,365,208
河北,2020-05-06,120,152,394,218
河北,2020-05-07,121,159,428,217
河北,2020-05-08,114,165,377,212
河北,2020-05-09,59,193,344,234
河北,2020-05-10,61,168,304,211
河北,2020-05-11,57,168,453,227
河北,2020-05-12,64,185,333,235
河北,2020-05-13,123,150,315,202
河北,2020-05-14,119,155,350,218
河北,2020-05-15,122,154,302,210
河北,2020-05-16,57,161,286,198
河北,2020-05-17,119,147,303,213
河北,2020-05-18,135,152,337,223
河北,2020-05-19,59,159,531,205
河北,2020-05-20,115,163,404,210
河北,2020-05-21,59,163,335,241
河北,2020-05-22,122,170,349,202
河北,2020-05-23,0,139,325,209
河北,2020-05-24,61,160,293,240
河北,2020-05-25,64,183,302,234
河北,2020-05-26,122,174,328,219
河北,2020-05-27,120,170,329,203
河北,2020-05-28,114,190,304,221
河北,2020-05-29,59,172,308,206
河北,2020-05-30,63,179,271,211
河北,2020-05-31,120,161,261,216
河北,2020-06-01,124,158,276,231
河北,2020-06-02,114,144,305,216
河北,2020-06-03,115,155,320,211
河北,2020-06-04,117,169,294,219
河北,2020-06-05,61,146,258,207
河北,2020-06-06,61,144,269,218
河北,2020-06-07,57,124,283,220
河北,2020-06-08,66,172,293,204
河北,2020-06-09,59,168,267,224
河北,2020-06-10,124,161,305,195
河北,2020-06-11,127,152,258,211
河北,2020-06-12,130,152,286,216
河北,2020-06-13,126,138,290,206
河北,2020-06-14,66,153,266,206
河北,2020-06-15,114,165,274,189
河北,2020-06-16,59,153,309,219
河北,2020-06-17,57,141,304,200
河北,2020-06-18,65,135,290,218
河北,2020-06-19,117,152,299,215
河北,2020-06-20,63,142,269,208
河北,2020-06-21,121,139,287,204
河北,2020-06-22,59,157,315,204
河北,2020-06-23,60,140,314,143
河北,2020-06-24,59,137,308,215
河北,2020-06-25,57,141,257,177
河北,2020-06-26,58,149,242,181
河北,2020-06-27,57,142,255,187
河北,2020-06-28,57,161,281,205
河北,2020-06-29,57,142,284,202
河北,2020-06-30,0,162,284,198
河北,2020-07-01,63,146,423,218
河北,2020-07-02,0,142,489,206
河北,2020-07-03,0,143,336,192
河北,2020-07-04,0,142,302,189
河北,2020-07-05,57,132,462,199
河北,2020-07-06,60,152,424,226
河北,2020-07-07,0,159,345,216
河北,2020-07-08,57,215,342,221
河北,2020-07-09,57,140,306,234
河北,2020-07-10,57,139,305,219
河北,2020-07-11,57,140,291,212
河北,2020-07-12,0,143,322,187
河北,2020-07-13,57,149,282,216
河北,2020-07-14,0,142,304,143
河北,2020-07-15,57,131,300,212
河北,2020-07-16,57,135,308,202
河北,2020-07-17,0,144,287,204
河北,2020-07-18,0,162,271,213
河北,2020-07-19,59,148,265,210
河北,2020-07-20,57,146,282,209
河北,2020-07-21,0,143,282,215
河北,2020-07-22,57,148,282,197
河北,2020-07-23,59,148,293,214
河北,2020-07-24,116,148,278,228
河北,2020-07-25,57,142,258,204
河北,2020-07-26,57,138,230,191
河北,2020-07-27,0,136,253,202
河北,2020-07-28,58,143,284,228
河北,2020-07-29,115,147,276,224
河北,2020-07-30,57,143,262,223
河北,2020-07-31,57,145,266,218
河北,2020-08-01,57,67,260,193
河北,2020-08-02,0,159,260,242
河北,2020-08-03,125,149,279,246
河北,2020-08-04,61,154,292,224
河北,2020-08-05,63,156,287,245
河北,2020-08-06,59,153,255,241
河北,2020-08-07,57,144,261,211
河北,2020-08-08,0,142,291,233
河北,2020-08-09,57,144,242,227
河北,2020-08-10,116,143,265,246
河北,2020-08-11,0,159,278,291
河北,2020-08-12,58,149,287,252
河北,2020-08-13,61,147,271,220
河北,2020-08-14,117,149,265,261
河北,2020-08-15,0,155,263,264
河北,2020-08-16,0,139,252,231
河北,2020-08-17,59,158,282,267
河北,2020-08-18,114,137,271,227
河北,2020-08-19,57,160,275,213
河北,2020-08-20,57,161,291,231
河北,2020-08-21,118,156,276,208
河北,2020-08-22,57,155,257,204
河北,2020-08-23,57,132,282,212
河北,2020-08-24,0,137,285,216
河北,2020-08-25,0,152,266,219
河北,2020-08-26,0,153,261,233
河北,2020-08-27,0,145,266,221
河北,2020-08-28,59,149,294,197
河北,2020-08-29,57,142,273,202
河北,2020-08-30,60,138,244,168
河北,2020-08-31,114,142,265,203
河北,2020-09-01,58,149,296,232
河北,2020-09-02,0,147,233,247
河北,2020-09-03,114,155,253,225
河北,2020-09-04,57,136,255,211
河北,2020-09-05,0,155,276,217
河北,2020-09-06,57,139,262,191
河北,2020-09-07,59,154,264,224
河北,2020-09-08,59,153,267,238
河北,2020-09-09,120,132,256,206
河北,2020-09-10,123,140,280,224
河北,2020-09-11,117,155,266,227
河北,2020-09-12,57,142,240,186
河北,2020-09-13,58,139,240,184
河北,2020-09-14,61,151,269,212
河北,2020-09-15,58,152,285,228
河北,2020-09-16,124,152,288,236
河北,2020-09-17,114,150,254,247
河北,2020-09-18,57,141,267,232
河北,2020-09-19,57,126,236,195
河北,2020-09-20,0,133,263,197
河北,2020-09-21,117,143,284,225
河北,2020-09-22,57,140,273,210
河北,2020-09-23,115,150,291,226
河北,2020-09-24,61,137,290,221
河北,2020-09-25,0,140,283,229
河北,2020-09-26,0,146,354,221
河北,2020-09-27,0,128,302,232
河北,2020-09-28,123,144,279,234
河北,2020-09-29,209,143,268,233
河北,2020-09-30,114,146,270,206
河北,2020-10-01,0,71,253,207
河北,2020-10-02,0,157,272,203
河北,2020-10-03,57,143,253,210
河北,2020-10-04,114,153,276,161
河北,2020-10-05,114,151,270,202
河北,2020-10-06,118,152,296,208
河北,2020-10-07,126,162,262,213
河北,2020-10-08,0,154,277,219
河北,2020-10-09,117,135,261,223
河北,2020-10-10,0,136,253,193
河北,2020-10-11,60,141,271,211
河北,2020-10-12,0,152,312,215
河北,2020-10-13,57,157,273,220
河北,2020-10-14,66,151,307,226
河北,2020-10-15,59,165,271,211
河北,2020-10-16,57,158,260,209
河北,2020-10-17,58,136,264,108
河北,2020-10-18,58,137,262,174
河北,2020-10-19,57,160,289,219
河北,2020-10-20,118,148,280,220
河北,2020-10-21,58,144,270,244
河北,2020-10-22,117,183,275,204
河北,2020-10-23,116,137,319,215
河北,2020-10-24,0,153,300,196
河北,2020-10-25,60,139,320,186
河北,2020-10-26,122,153,340,204
河北,2020-10-27,57,152,417,205
河北,2020-10-28,0,145,332,212
河北,2020-10-29,0,144,280,200
河北,2020-10-30,57,134,284,204
河北,2020-10-31,57,144,279,206
河北,2020-11-01,57,136,273,193
河北,2020-11-02,119,158,323,198
河北,2020-11-03,58,152,598,210
河北,2020-11-04,117,142,693,235
河北,2020-11-05,58,173,468,225
河北,2020-11-06,115,133,472,232
河北,2020-11-07,114,140,412,237
河北,2020-11-08,120,133,357,231
河北,2020-11-09,59,156,398,251
河北,2020-11-10,57,152,316,213
河北,2020-11-11,148,140,338,256
河北,2020-11-12,58,164,300,229
河北,2020-11-13,57,152,309,226
河北,2020-11-14,58,139,289,197
河北,2020-11-15,59,159,288,223
河北,2020-11-16,57,155,326,221
河北,2020-11-17,115,148,337,241
河北,2020-11-18,117,151,312,225
河北,2020-11-19,126,136,365,240
河北,2020-11-20,58,146,291,206
河北,2020-11-21,117,156,315,158
河北,2020-11-22,123,152,278,216
河北,2020-11-23,65,150,326,220
河北,2020-11-24,119,153,372,237
河北,2020-11-25,122,159,312,208
河北,2020-11-26,57,150,294,204
河北,2020-11-27,124,145,505,235
河北,2020-11-28,124,137,647,238
河北,2020-11-29,59,146,381,210
河北,2020-11-30,115,138,1549,244
河北,2020-12-01,66,157,762,254
河北,2020-12-02,114,155,470,260
河北,2020-12-03,61,148,425,220
河北,2020-12-04,120,138,394,238
河北,2020-12-05,58,144,356,212
河北,2020-12-06,57,137,373,209
河北,2020-12-07,57,145,424,168
河北,2020-12-08,66,154,367,224
河北,2020-12-09,117,144,369,248
河北,2020-12-10,61,164,362,255
河北,2020-12-11,115,145,344,234
河北,2020-12-12,0,160,295,141
河北,2020-12-13,124,137,340,203
河北,2020-12-14,150,134,356,223
河北,2020-12-15,130,128,306,248
河北,2020-12-16,130,141,342,227
河北,2020-12-17,124,145,326,192
河北,2020-12-18,127,148,316,214
河北,2020-12-19,119,84,331,205
河北,2020-12-20,61,150,277,208
河北,2020-12-21,66,134,296,223
河北,2020-12-22,120,147,320,229
河北,2020-12-23,60,166,267,255
河北,2020-12-24,63,87,307,243
河北,2020-12-25,61,139,295,280
河北,2020-12-26,57,146,294,244
河北,2020-12-27,0,148,274,245
河北,2020-12-28,120,142,304,233
河北,2020-12-29,57,141,270,227
河北,2020-12-30,61,128,294,234
河北,2020-12-31,117,135,265,240
