area,time,手机银行,精准营销,电子商务,在线理财,网联
北京,2019-05-11,177,119,259,0,131
北京,2019-05-12,202,125,282,0,127
北京,2019-05-13,212,143,329,0,165
北京,2019-05-14,219,131,335,57,173
北京,2019-05-15,216,123,378,0,177
北京,2019-05-16,176,129,341,0,161
北京,2019-05-17,172,126,308,0,141
北京,2019-05-18,193,115,278,0,127
北京,2019-05-19,180,123,277,0,131
北京,2019-05-20,191,138,305,0,163
北京,2019-05-21,206,124,343,57,169
北京,2019-05-22,192,145,352,57,181
北京,2019-05-23,126,130,294,0,158
北京,2019-05-24,186,125,313,57,155
北京,2019-05-25,199,57,268,0,134
北京,2019-05-26,193,118,282,59,142
北京,2019-05-27,223,128,360,0,171
北京,2019-05-28,209,132,372,0,149
北京,2019-05-29,115,126,377,0,156
北京,2019-05-30,197,121,356,0,182
北京,2019-05-31,191,132,359,0,160
北京,2019-06-01,183,59,293,0,137
北京,2019-06-02,176,122,295,0,137
北京,2019-06-03,205,134,341,0,143
北京,2019-06-04,191,122,334,0,155
北京,2019-06-05,199,121,326,0,153
北京,2019-06-06,193,125,251,0,169
北京,2019-06-07,108,117,219,0,118
北京,2019-06-08,175,63,242,57,122
北京,2019-06-09,178,60,291,0,128
北京,2019-06-10,206,132,389,0,198
北京,2019-06-11,155,133,376,0,187
北京,2019-06-12,195,124,355,0,196
北京,2019-06-13,198,121,350,0,194
北京,2019-06-14,187,128,340,0,171
北京,2019-06-15,183,57,298,0,135
北京,2019-06-16,139,61,292,0,124
北京,2019-06-17,177,137,370,0,168
北京,2019-06-18,210,127,355,0,176
北京,2019-06-19,176,127,392,0,181
北京,2019-06-20,191,135,411,0,183
北京,2019-06-21,195,121,352,57,151
北京,2019-06-22,97,121,330,0,131
北京,2019-06-23,109,118,694,0,131
北京,2019-06-24,174,135,897,0,159
北京,2019-06-25,198,128,1059,0,174
北京,2019-06-26,194,141,1111,0,160
北京,2019-06-27,189,124,1087,57,168
北京,2019-06-28,182,126,902,0,163
北京,2019-06-29,183,122,659,57,130
北京,2019-06-30,179,123,588,0,123
北京,2019-07-01,147,121,573,0,145
北京,2019-07-02,176,125,517,0,177
北京,2019-07-03,135,128,493,57,178
北京,2019-07-04,197,129,556,0,163
北京,2019-07-05,194,119,486,0,153
北京,2019-07-06,121,115,396,0,135
北京,2019-07-07,179,0,363,0,121
北京,2019-07-08,178,123,418,0,152
北京,2019-07-09,210,129,448,0,159
北京,2019-07-10,212,135,435,0,138
北京,2019-07-11,209,119,384,0,139
北京,2019-07-12,213,126,396,0,145
北京,2019-07-13,167,63,319,0,117
北京,2019-07-14,126,118,325,0,131
北京,2019-07-15,211,124,409,0,165
北京,2019-07-16,161,133,366,0,178
北京,2019-07-17,196,129,457,0,165
北京,2019-07-18,195,139,454,0,158
北京,2019-07-19,188,63,460,0,156
北京,2019-07-20,117,120,439,0,121
北京,2019-07-21,159,126,531,0,130
北京,2019-07-22,131,128,547,0,165
北京,2019-07-23,174,131,493,0,154
北京,2019-07-24,212,128,464,0,145
北京,2019-07-25,193,136,431,0,171
北京,2019-07-26,192,121,405,0,164
北京,2019-07-27,115,121,407,0,122
北京,2019-07-28,164,115,409,0,124
北京,2019-07-29,191,137,470,0,154
北京,2019-07-30,201,124,467,0,156
北京,2019-07-31,194,143,440,0,149
北京,2019-08-01,193,142,440,0,178
北京,2019-08-02,147,130,504,0,146
北京,2019-08-03,188,117,463,0,119
北京,2019-08-04,172,115,349,0,123
北京,2019-08-05,211,134,478,0,167
北京,2019-08-06,185,64,412,0,151
北京,2019-08-07,198,130,395,0,145
北京,2019-08-08,217,123,371,0,158
北京,2019-08-09,208,133,345,0,147
北京,2019-08-10,189,115,313,0,124
北京,2019-08-11,115,116,291,0,117
北京,2019-08-12,191,117,382,0,150
北京,2019-08-13,185,129,399,0,185
北京,2019-08-14,195,126,351,0,154
北京,2019-08-15,198,124,339,0,130
北京,2019-08-16,126,129,340,57,183
北京,2019-08-17,175,119,290,0,124
北京,2019-08-18,176,122,253,0,57
北京,2019-08-19,113,130,338,0,135
北京,2019-08-20,223,121,333,0,164
北京,2019-08-21,197,124,355,0,180
北京,2019-08-22,208,120,348,0,186
北京,2019-08-23,243,122,272,0,191
北京,2019-08-24,197,114,237,57,137
北京,2019-08-25,206,59,273,0,119
北京,2019-08-26,217,125,339,0,145
北京,2019-08-27,219,127,368,0,157
北京,2019-08-28,222,67,330,0,173
北京,2019-08-29,230,128,414,0,169
北京,2019-08-30,231,63,341,59,166
北京,2019-08-31,228,57,299,0,124
北京,2019-09-01,217,115,281,0,122
北京,2019-09-02,220,125,356,0,161
北京,2019-09-03,218,63,385,0,161
北京,2019-09-04,221,128,359,0,169
北京,2019-09-05,191,126,377,0,158
北京,2019-09-06,198,120,287,0,141
北京,2019-09-07,220,116,235,0,66
北京,2019-09-08,193,119,195,0,127
北京,2019-09-09,211,123,335,0,160
北京,2019-09-10,128,61,347,0,165
北京,2019-09-11,228,64,280,57,163
北京,2019-09-12,214,126,261,0,149
北京,2019-09-13,145,0,134,0,63
北京,2019-09-14,131,114,179,0,118
北京,2019-09-15,186,124,235,0,122
北京,2019-09-16,204,122,349,0,148
北京,2019-09-17,211,142,333,0,151
北京,2019-09-18,207,137,262,0,171
北京,2019-09-19,130,123,201,0,157
北京,2019-09-20,202,58,200,0,167
北京,2019-09-21,136,61,131,0,117
北京,2019-09-22,117,122,160,0,125
北京,2019-09-23,135,119,300,0,163
北京,2019-09-24,192,124,329,0,159
北京,2019-09-25,204,128,304,0,153
北京,2019-09-26,125,141,235,0,152
北京,2019-09-27,191,74,237,0,155
北京,2019-09-28,97,128,160,0,144
北京,2019-09-29,180,131,162,0,130
北京,2019-09-30,185,57,157,0,140
北京,2019-10-01,93,116,139,0,58
北京,2019-10-02,162,57,135,0,57
北京,2019-10-03,95,0,153,0,118
北京,2019-10-04,148,57,160,0,59
北京,2019-10-05,100,0,133,0,64
北京,2019-10-06,106,0,145,0,119
北京,2019-10-07,150,59,206,57,128
北京,2019-10-08,182,66,274,0,156
北京,2019-10-09,182,121,280,0,163
北京,2019-10-10,149,123,257,0,164
北京,2019-10-11,174,123,213,0,202
北京,2019-10-12,182,66,226,0,170
北京,2019-10-13,157,115,195,0,120
北京,2019-10-14,193,119,226,0,180
北京,2019-10-15,205,124,238,0,165
北京,2019-10-16,202,126,268,0,143
北京,2019-10-17,178,119,281,0,171
北京,2019-10-18,165,129,194,0,147
北京,2019-10-19,134,120,182,0,129
北京,2019-10-20,113,61,225,0,132
北京,2019-10-21,130,119,293,0,140
北京,2019-10-22,207,124,252,0,150
北京,2019-10-23,119,118,159,0,170
北京,2019-10-24,200,134,216,0,182
北京,2019-10-25,193,72,253,0,169
北京,2019-10-26,130,118,196,0,130
北京,2019-10-27,167,64,143,0,125
北京,2019-10-28,197,119,243,57,173
北京,2019-10-29,182,119,257,0,157
北京,2019-10-30,204,129,281,0,181
北京,2019-10-31,170,133,207,0,167
北京,2019-11-01,177,126,188,0,150
北京,2019-11-02,169,57,139,0,125
北京,2019-11-03,109,114,133,0,127
北京,2019-11-04,173,124,207,0,154
北京,2019-11-05,201,135,287,0,162
北京,2019-11-06,178,123,243,0,148
北京,2019-11-07,183,130,202,0,177
北京,2019-11-08,180,128,256,0,155
北京,2019-11-09,175,118,204,0,133
北京,2019-11-10,175,57,194,0,130
北京,2019-11-11,184,137,248,0,159
北京,2019-11-12,170,129,296,0,180
北京,2019-11-13,188,120,294,0,268
北京,2019-11-14,179,120,282,0,208
北京,2019-11-15,189,126,237,0,195
北京,2019-11-16,171,61,197,0,146
北京,2019-11-17,176,57,219,0,143
北京,2019-11-18,192,123,276,0,163
北京,2019-11-19,173,126,299,0,196
北京,2019-11-20,184,119,316,0,159
北京,2019-11-21,180,142,301,0,179
北京,2019-11-22,182,63,281,0,168
北京,2019-11-23,123,118,206,0,129
北京,2019-11-24,148,116,203,0,122
北京,2019-11-25,248,129,272,0,164
北京,2019-11-26,192,131,263,0,169
北京,2019-11-27,188,60,284,0,156
北京,2019-11-28,217,122,274,0,168
北京,2019-11-29,191,61,279,0,169
北京,2019-11-30,185,0,214,0,133
北京,2019-12-01,167,61,238,0,131
北京,2019-12-02,209,61,290,0,209
北京,2019-12-03,187,131,295,0,177
北京,2019-12-04,200,0,281,0,186
北京,2019-12-05,211,121,296,0,163
北京,2019-12-06,180,117,256,0,173
北京,2019-12-07,169,59,193,0,133
北京,2019-12-08,155,117,206,0,126
北京,2019-12-09,180,122,237,0,164
北京,2019-12-10,219,124,275,0,175
北京,2019-12-11,195,129,264,0,148
北京,2019-12-12,166,120,282,0,134
北京,2019-12-13,187,122,265,0,135
北京,2019-12-14,123,118,179,0,115
北京,2019-12-15,150,117,203,0,124
北京,2019-12-16,179,122,259,0,148
北京,2019-12-17,185,58,287,0,147
北京,2019-12-18,196,121,309,0,141
北京,2019-12-19,219,59,256,0,151
北京,2019-12-20,193,118,216,0,148
北京,2019-12-21,181,118,212,0,60
北京,2019-12-22,181,117,228,0,126
北京,2019-12-23,198,122,321,0,142
北京,2019-12-24,213,66,265,0,137
北京,2019-12-25,171,114,288,0,148
北京,2019-12-26,182,131,294,0,143
北京,2019-12-27,184,123,297,0,126
北京,2019-12-28,117,63,183,0,125
北京,2019-12-29,121,64,199,0,122
北京,2019-12-30,178,124,313,0,151
北京,2019-12-31,195,61,257,0,144
北京,2020-01-01,192,58,164,0,117
北京,2020-01-02,175,133,265,0,150
北京,2020-01-03,197,66,263,0,135
北京,2020-01-04,208,117,148,0,127
北京,2020-01-05,193,59,158,0,125
北京,2020-01-06,199,66,241,0,151
北京,2020-01-07,149,127,261,57,142
北京,2020-01-08,204,127,233,0,145
北京,2020-01-09,182,131,277,0,155
北京,2020-01-10,226,122,220,0,157
北京,2020-01-11,204,134,172,0,120
北京,2020-01-12,170,126,167,0,131
北京,2020-01-13,200,137,207,0,147
北京,2020-01-14,187,133,203,0,157
北京,2020-01-15,197,131,197,0,156
北京,2020-01-16,193,125,173,0,152
北京,2020-01-17,195,128,165,0,143
北京,2020-01-18,144,61,179,0,57
北京,2020-01-19,192,120,155,0,143
北京,2020-01-20,211,61,178,0,150
北京,2020-01-21,210,57,149,0,143
北京,2020-01-22,212,63,158,0,123
北京,2020-01-23,159,60,135,0,0
北京,2020-01-24,104,0,71,0,57
北京,2020-01-25,93,63,79,0,0
北京,2020-01-26,137,57,74,0,0
北京,2020-01-27,92,65,131,0,0
北京,2020-01-28,96,57,148,0,120
北京,2020-01-29,83,115,141,0,118
北京,2020-01-30,99,57,165,0,122
北京,2020-01-31,84,117,163,0,59
北京,2020-02-01,143,0,150,57,118
北京,2020-02-02,86,59,193,0,119
北京,2020-02-03,91,120,182,0,141
北京,2020-02-04,162,59,161,0,160
北京,2020-02-05,102,82,162,0,151
北京,2020-02-06,162,121,182,0,145
北京,2020-02-07,146,121,189,0,137
北京,2020-02-08,113,58,170,0,64
北京,2020-02-09,82,63,181,0,123
北京,2020-02-10,178,119,197,0,142
北京,2020-02-11,91,119,211,0,159
北京,2020-02-12,179,122,230,0,152
北京,2020-02-13,89,130,238,0,128
北京,2020-02-14,160,123,182,0,135
北京,2020-02-15,166,124,193,0,114
北京,2020-02-16,104,121,194,0,118
北京,2020-02-17,167,0,230,0,137
北京,2020-02-18,158,133,243,0,147
北京,2020-02-19,163,143,243,0,153
北京,2020-02-20,167,127,246,0,140
北京,2020-02-21,184,121,220,0,148
北京,2020-02-22,154,120,208,0,129
北京,2020-02-23,158,120,218,0,119
北京,2020-02-24,185,121,271,0,143
北京,2020-02-25,169,117,260,0,135
北京,2020-02-26,177,64,267,0,146
北京,2020-02-27,174,129,265,0,136
北京,2020-02-28,189,117,303,0,133
北京,2020-02-29,191,125,259,0,131
北京,2020-03-01,164,119,233,0,128
北京,2020-03-02,189,61,302,0,137
北京,2020-03-03,204,116,303,0,126
北京,2020-03-04,182,126,301,0,137
北京,2020-03-05,193,133,288,57,152
北京,2020-03-06,185,121,266,0,156
北京,2020-03-07,163,117,192,0,126
北京,2020-03-08,118,117,199,0,129
北京,2020-03-09,184,125,271,0,155
北京,2020-03-10,197,122,278,0,161
北京,2020-03-11,182,126,272,0,149
北京,2020-03-12,195,59,275,61,133
北京,2020-03-13,177,120,274,0,147
北京,2020-03-14,179,116,243,0,135
北京,2020-03-15,102,61,225,0,133
北京,2020-03-16,175,119,255,0,138
北京,2020-03-17,183,135,273,0,135
北京,2020-03-18,189,120,266,0,140
北京,2020-03-19,215,126,263,0,145
北京,2020-03-20,200,119,255,0,148
北京,2020-03-21,166,117,202,0,120
北京,2020-03-22,166,116,221,0,124
北京,2020-03-23,115,132,281,0,144
北京,2020-03-24,201,128,251,0,141
北京,2020-03-25,196,122,305,0,142
北京,2020-03-26,167,119,250,57,148
北京,2020-03-27,191,122,222,0,154
北京,2020-03-28,165,121,237,0,129
北京,2020-03-29,95,57,248,0,66
北京,2020-03-30,191,122,263,0,152
北京,2020-03-31,194,124,272,0,147
北京,2020-04-01,191,59,276,57,146
北京,2020-04-02,194,122,268,0,150
北京,2020-04-03,110,118,246,0,137
北京,2020-04-04,185,58,226,0,122
北京,2020-04-05,159,116,218,0,120
北京,2020-04-06,178,61,248,0,116
北京,2020-04-07,189,123,309,0,153
北京,2020-04-08,194,117,330,0,171
北京,2020-04-09,206,122,376,0,150
北京,2020-04-10,187,59,281,0,140
北京,2020-04-11,99,59,233,0,124
北京,2020-04-12,99,115,218,0,124
北京,2020-04-13,192,121,281,0,154
北京,2020-04-14,171,124,270,0,165
北京,2020-04-15,208,66,278,0,150
北京,2020-04-16,191,61,252,0,153
北京,2020-04-17,172,64,266,0,147
北京,2020-04-18,184,63,229,0,133
北京,2020-04-19,126,116,267,0,133
北京,2020-04-20,186,115,250,0,162
北京,2020-04-21,176,125,249,0,146
北京,2020-04-22,202,120,243,0,159
北京,2020-04-23,185,129,236,0,152
北京,2020-04-24,192,119,328,0,170
北京,2020-04-25,176,116,309,0,121
北京,2020-04-26,178,64,316,0,159
北京,2020-04-27,168,124,322,0,156
北京,2020-04-28,202,130,312,0,141
北京,2020-04-29,156,121,292,57,157
北京,2020-04-30,201,122,316,0,136
北京,2020-05-01,150,0,238,0,120
北京,2020-05-02,106,57,191,0,63
北京,2020-05-03,163,57,208,0,117
北京,2020-05-04,87,57,250,0,118
北京,2020-05-05,106,114,266,0,122
北京,2020-05-06,170,120,335,0,182
北京,2020-05-07,176,64,368,0,152
北京,2020-05-08,179,57,368,0,157
北京,2020-05-09,174,123,348,0,141
北京,2020-05-10,172,118,290,0,143
北京,2020-05-11,197,122,372,57,152
北京,2020-05-12,100,118,349,0,145
北京,2020-05-13,183,130,371,0,177
北京,2020-05-14,188,114,349,0,158
北京,2020-05-15,186,124,327,0,162
北京,2020-05-16,108,57,318,0,61
北京,2020-05-17,156,115,270,0,135
北京,2020-05-18,194,61,351,0,144
北京,2020-05-19,189,118,336,0,154
北京,2020-05-20,180,64,337,0,174
北京,2020-05-21,185,115,336,0,171
北京,2020-05-22,183,59,336,0,168
北京,2020-05-23,139,60,286,0,63
北京,2020-05-24,171,58,284,0,117
北京,2020-05-25,211,117,365,0,152
北京,2020-05-26,191,126,340,0,169
北京,2020-05-27,188,117,323,0,160
北京,2020-05-28,203,118,318,0,148
北京,2020-05-29,161,128,314,0,139
北京,2020-05-30,183,61,286,0,120
北京,2020-05-31,154,57,255,0,118
北京,2020-06-01,171,118,319,0,142
北京,2020-06-02,198,115,336,0,137
北京,2020-06-03,207,61,360,0,139
北京,2020-06-04,192,63,371,0,144
北京,2020-06-05,211,119,335,0,154
北京,2020-06-06,179,57,264,0,121
北京,2020-06-07,180,57,271,57,127
北京,2020-06-08,212,125,353,0,149
北京,2020-06-09,189,58,338,0,145
北京,2020-06-10,195,121,344,0,148
北京,2020-06-11,200,117,280,0,152
北京,2020-06-12,198,116,331,0,141
北京,2020-06-13,183,114,254,0,123
北京,2020-06-14,195,0,252,0,57
北京,2020-06-15,219,117,282,0,131
北京,2020-06-16,211,120,304,0,141
北京,2020-06-17,148,63,293,0,135
北京,2020-06-18,185,120,288,0,137
北京,2020-06-19,274,57,286,0,137
北京,2020-06-20,220,0,339,0,126
北京,2020-06-21,231,59,307,0,119
北京,2020-06-22,233,129,337,0,134
北京,2020-06-23,286,124,332,0,133
北京,2020-06-24,305,68,325,0,145
北京,2020-06-25,197,59,257,0,121
北京,2020-06-26,269,59,276,0,120
北京,2020-06-27,186,57,295,0,122
北京,2020-06-28,288,129,365,0,139
北京,2020-06-29,295,63,354,57,148
北京,2020-06-30,306,127,347,0,133
北京,2020-07-01,338,64,339,0,149
北京,2020-07-02,271,147,300,0,147
北京,2020-07-03,277,119,378,0,128
北京,2020-07-04,261,115,271,0,121
北京,2020-07-05,254,58,267,0,123
北京,2020-07-06,252,120,371,0,151
北京,2020-07-07,305,123,309,0,137
北京,2020-07-08,311,117,311,0,147
北京,2020-07-09,319,122,324,0,151
北京,2020-07-10,297,117,343,0,130
北京,2020-07-11,225,57,275,0,61
北京,2020-07-12,252,117,286,0,115
北京,2020-07-13,325,119,349,0,143
北京,2020-07-14,276,119,338,0,148
北京,2020-07-15,286,119,350,0,144
北京,2020-07-16,284,120,337,0,148
北京,2020-07-17,285,124,357,0,142
北京,2020-07-18,193,60,305,0,125
北京,2020-07-19,248,0,309,0,58
北京,2020-07-20,265,125,378,0,152
北京,2020-07-21,274,118,416,0,147
北京,2020-07-22,279,59,416,0,149
北京,2020-07-23,242,59,690,0,163
北京,2020-07-24,248,64,993,57,141
北京,2020-07-25,235,58,1109,0,125
北京,2020-07-26,245,57,1168,0,120
北京,2020-07-27,261,114,1228,57,126
北京,2020-07-28,251,126,1196,0,130
北京,2020-07-29,261,117,1182,0,148
北京,2020-07-30,278,115,1131,57,149
北京,2020-07-31,288,115,1068,0,146
北京,2020-08-01,265,0,976,0,116
北京,2020-08-02,242,114,815,0,119
北京,2020-08-03,275,124,678,57,156
北京,2020-08-04,251,68,669,0,175
北京,2020-08-05,238,119,771,0,149
北京,2020-08-06,280,119,732,0,155
北京,2020-08-07,255,65,572,0,137
北京,2020-08-08,237,0,437,0,124
北京,2020-08-09,180,61,426,0,115
北京,2020-08-10,253,120,453,0,147
北京,2020-08-11,263,124,385,0,189
北京,2020-08-12,237,118,387,0,168
北京,2020-08-13,212,114,376,116,150
北京,2020-08-14,302,59,377,0,165
北京,2020-08-15,233,116,325,0,119
北京,2020-08-16,270,61,373,0,123
北京,2020-08-17,278,59,520,0,143
北京,2020-08-18,292,118,443,0,149
北京,2020-08-19,307,61,417,57,139
北京,2020-08-20,306,57,440,0,135
北京,2020-08-21,272,59,469,0,145
北京,2020-08-22,257,0,441,0,122
北京,2020-08-23,247,66,430,0,120
北京,2020-08-24,305,123,459,0,150
北京,2020-08-25,381,123,458,0,146
北京,2020-08-26,360,128,548,0,143
北京,2020-08-27,466,127,563,57,169
北京,2020-08-28,438,126,553,0,167
北京,2020-08-29,415,64,603,57,121
北京,2020-08-30,307,116,591,0,121
北京,2020-08-31,454,64,590,57,133
北京,2020-09-01,421,124,565,0,150
北京,2020-09-02,332,119,545,58,156
北京,2020-09-03,319,132,433,0,156
北京,2020-09-04,287,133,506,0,138
北京,2020-09-05,272,124,457,0,126
北京,2020-09-06,278,114,485,0,121
北京,2020-09-07,313,129,555,0,155
北京,2020-09-08,333,126,438,60,154
北京,2020-09-09,326,137,510,0,164
北京,2020-09-10,305,131,460,0,151
北京,2020-09-11,300,123,489,0,152
北京,2020-09-12,292,121,470,0,117
北京,2020-09-13,276,57,405,0,126
北京,2020-09-14,359,134,613,0,158
北京,2020-09-15,336,126,559,0,154
北京,2020-09-16,391,140,483,0,175
北京,2020-09-17,351,135,480,0,147
北京,2020-09-18,357,72,395,0,156
北京,2020-09-19,329,57,317,0,121
北京,2020-09-20,313,120,337,0,125
北京,2020-09-21,330,138,443,0,141
北京,2020-09-22,399,133,428,0,150
北京,2020-09-23,350,119,416,0,144
北京,2020-09-24,327,120,359,0,154
北京,2020-09-25,273,123,363,61,147
北京,2020-09-26,258,114,262,0,133
北京,2020-09-27,254,131,333,0,150
北京,2020-09-28,252,116,331,0,163
北京,2020-09-29,256,124,309,0,139
北京,2020-09-30,254,119,262,0,131
北京,2020-10-01,225,57,220,0,0
北京,2020-10-02,196,57,215,0,59
北京,2020-10-03,208,0,235,57,57
北京,2020-10-04,195,120,238,0,0
北京,2020-10-05,208,114,236,0,57
北京,2020-10-06,214,116,242,0,117
北京,2020-10-07,191,116,256,0,116
北京,2020-10-08,229,61,271,0,127
北京,2020-10-09,268,121,323,0,164
北京,2020-10-10,219,114,277,0,157
北京,2020-10-11,202,126,246,0,133
北京,2020-10-12,202,126,281,0,156
北京,2020-10-13,223,137,295,0,149
北京,2020-10-14,191,72,246,0,129
北京,2020-10-15,185,132,270,0,150
北京,2020-10-16,202,120,268,0,139
北京,2020-10-17,185,118,225,0,128
北京,2020-10-18,148,128,239,0,136
北京,2020-10-19,204,139,294,0,148
北京,2020-10-20,205,66,286,0,154
北京,2020-10-21,199,123,303,0,162
北京,2020-10-22,208,126,280,57,168
北京,2020-10-23,200,131,279,0,141
北京,2020-10-24,187,120,224,0,117
北京,2020-10-25,105,121,246,0,115
北京,2020-10-26,216,134,344,58,167
北京,2020-10-27,217,139,313,0,153
北京,2020-10-28,225,128,296,0,137
北京,2020-10-29,196,133,273,0,150
北京,2020-10-30,220,127,274,0,139
北京,2020-10-31,151,63,229,0,131
北京,2020-11-01,211,128,246,0,122
北京,2020-11-02,218,133,330,0,142
北京,2020-11-03,221,130,314,0,163
北京,2020-11-04,219,132,303,0,156
北京,2020-11-05,202,66,292,0,156
北京,2020-11-06,228,154,283,0,154
北京,2020-11-07,206,60,244,0,121
北京,2020-11-08,204,120,259,0,124
北京,2020-11-09,200,131,314,0,140
北京,2020-11-10,221,137,297,0,156
北京,2020-11-11,199,129,317,0,143
北京,2020-11-12,226,137,316,0,184
北京,2020-11-13,220,139,280,0,150
北京,2020-11-14,136,120,252,0,134
北京,2020-11-15,214,118,265,0,120
北京,2020-11-16,188,134,272,0,138
北京,2020-11-17,202,128,287,0,156
北京,2020-11-18,221,132,312,0,135
北京,2020-11-19,200,133,253,0,162
北京,2020-11-20,226,131,274,0,133
北京,2020-11-21,227,119,245,0,119
北京,2020-11-22,164,120,252,0,124
北京,2020-11-23,235,122,337,0,157
北京,2020-11-24,249,123,363,0,158
北京,2020-11-25,221,68,269,0,158
北京,2020-11-26,218,124,299,0,149
北京,2020-11-27,214,124,267,0,136
北京,2020-11-28,202,117,245,0,61
北京,2020-11-29,189,114,270,57,123
北京,2020-11-30,230,131,293,59,144
北京,2020-12-01,226,124,247,57,148
北京,2020-12-02,222,130,233,0,149
北京,2020-12-03,224,132,279,0,141
北京,2020-12-04,215,125,268,57,143
北京,2020-12-05,148,68,212,0,125
北京,2020-12-06,204,114,210,0,0
北京,2020-12-07,191,128,243,0,146
北京,2020-12-08,219,137,279,0,147
北京,2020-12-09,222,120,251,0,152
北京,2020-12-10,223,129,250,0,140
北京,2020-12-11,195,126,244,0,137
北京,2020-12-12,155,120,191,0,63
北京,2020-12-13,202,117,239,0,59
北京,2020-12-14,242,141,299,0,149
北京,2020-12-15,242,138,257,0,137
北京,2020-12-16,225,130,270,0,152
北京,2020-12-17,220,141,292,0,158
北京,2020-12-18,228,121,267,0,131
北京,2020-12-19,194,117,248,0,117
北京,2020-12-20,184,61,207,0,66
北京,2020-12-21,238,117,305,0,141
北京,2020-12-22,162,137,312,0,151
北京,2020-12-23,207,135,300,0,146
北京,2020-12-24,229,128,289,0,152
北京,2020-12-25,216,70,262,0,140
北京,2020-12-26,195,61,261,57,59
北京,2020-12-27,149,124,249,0,121
北京,2020-12-28,244,124,317,0,161
北京,2020-12-29,185,127,320,0,152
北京,2020-12-30,226,124,307,0,136
北京,2020-12-31,215,132,236,0,125
