area,time,网上银行,电子银行,网银,众筹,P2P
北京,2011-06-08,361,76,207,0,687
北京,2011-06-09,335,70,223,0,651
北京,2011-06-10,346,72,194,0,752
北京,2011-06-11,354,68,182,0,800
北京,2011-06-12,309,68,183,0,698
北京,2011-06-13,357,78,225,0,676
北京,2011-06-14,354,78,208,0,623
北京,2011-06-15,367,64,216,0,653
北京,2011-06-16,330,80,220,0,712
北京,2011-06-17,364,74,220,0,653
北京,2011-06-18,296,68,172,0,732
北京,2011-06-19,290,64,168,0,707
北京,2011-06-20,352,68,219,0,678
北京,2011-06-21,329,66,197,0,671
北京,2011-06-22,369,70,216,0,754
北京,2011-06-23,335,61,197,0,724
北京,2011-06-24,310,64,226,0,650
北京,2011-06-25,279,59,195,0,654
北京,2011-06-26,287,57,183,0,704
北京,2011-06-27,395,70,216,0,703
北京,2011-06-28,336,70,222,0,696
北京,2011-06-29,358,87,223,0,676
北京,2011-06-30,381,68,226,0,720
北京,2011-07-01,324,78,234,0,852
北京,2011-07-02,290,59,194,0,757
北京,2011-07-03,268,66,169,0,747
北京,2011-07-04,344,72,193,0,637
北京,2011-07-05,321,82,201,0,732
北京,2011-07-06,301,70,220,0,665
北京,2011-07-07,318,72,237,0,792
北京,2011-07-08,302,74,253,0,644
北京,2011-07-09,262,64,212,0,710
北京,2011-07-10,304,64,211,0,645
北京,2011-07-11,327,70,236,0,718
北京,2011-07-12,327,74,202,0,772
北京,2011-07-13,296,76,211,0,761
北京,2011-07-14,321,64,219,0,737
北京,2011-07-15,349,76,218,0,693
北京,2011-07-16,312,74,180,0,692
北京,2011-07-17,256,61,188,0,810
北京,2011-07-18,338,72,216,0,774
北京,2011-07-19,290,82,247,0,819
北京,2011-07-20,369,68,225,0,768
北京,2011-07-21,358,66,239,0,836
北京,2011-07-22,349,68,223,0,673
北京,2011-07-23,278,61,183,0,737
北京,2011-07-24,264,59,187,0,849
北京,2011-07-25,291,74,208,0,734
北京,2011-07-26,324,80,204,0,749
北京,2011-07-27,357,72,213,0,726
北京,2011-07-28,336,78,234,0,738
北京,2011-07-29,355,70,201,0,848
北京,2011-07-30,305,63,226,0,701
北京,2011-07-31,260,63,193,0,727
北京,2011-08-01,343,63,256,0,656
北京,2011-08-02,383,83,208,0,729
北京,2011-08-03,295,72,220,0,726
北京,2011-08-04,343,66,211,0,737
北京,2011-08-05,309,64,216,0,617
北京,2011-08-06,274,61,161,0,667
北京,2011-08-07,288,61,184,0,726
北京,2011-08-08,327,78,245,0,685
北京,2011-08-09,316,80,222,0,687
北京,2011-08-10,366,85,215,0,760
北京,2011-08-11,357,72,212,0,743
北京,2011-08-12,312,63,188,0,841
北京,2011-08-13,270,61,182,0,752
北京,2011-08-14,262,59,175,0,769
北京,2011-08-15,409,66,219,0,828
北京,2011-08-16,343,70,212,0,706
北京,2011-08-17,326,74,239,0,737
北京,2011-08-18,307,74,223,0,664
北京,2011-08-19,335,72,220,0,625
北京,2011-08-20,271,57,177,0,631
北京,2011-08-21,270,66,170,0,628
北京,2011-08-22,357,91,215,0,640
北京,2011-08-23,340,87,243,0,659
北京,2011-08-24,330,64,223,0,647
北京,2011-08-25,319,70,228,0,682
北京,2011-08-26,338,68,225,0,651
北京,2011-08-27,309,61,243,0,602
北京,2011-08-28,257,64,223,0,676
北京,2011-08-29,380,93,248,0,644
北京,2011-08-30,363,74,239,0,670
北京,2011-08-31,350,63,213,0,616
北京,2011-09-01,371,70,234,0,614
北京,2011-09-02,364,78,205,0,631
北京,2011-09-03,299,61,195,0,713
北京,2011-09-04,264,68,186,0,693
北京,2011-09-05,284,74,213,0,650
北京,2011-09-06,333,70,245,0,726
北京,2011-09-07,323,72,205,0,661
北京,2011-09-08,268,82,222,0,603
北京,2011-09-09,327,76,208,0,544
北京,2011-09-10,361,68,201,0,724
北京,2011-09-11,296,72,190,0,558
北京,2011-09-12,291,61,220,0,597
北京,2011-09-13,344,70,215,0,695
北京,2011-09-14,347,80,201,0,684
北京,2011-09-15,367,83,207,0,707
北京,2011-09-16,389,63,251,0,718
北京,2011-09-17,309,70,218,0,668
北京,2011-09-18,298,66,219,0,690
北京,2011-09-19,364,72,205,0,668
北京,2011-09-20,386,91,213,0,644
北京,2011-09-21,389,70,216,0,647
北京,2011-09-22,377,68,193,0,617
北京,2011-09-23,430,76,211,0,678
北京,2011-09-24,358,64,220,0,724
北京,2011-09-25,301,59,209,0,710
北京,2011-09-26,357,68,220,0,642
北京,2011-09-27,374,72,213,0,724
北京,2011-09-28,329,80,211,0,720
北京,2011-09-29,335,74,207,0,631
北京,2011-09-30,409,63,257,0,605
北京,2011-10-01,304,59,200,0,566
北京,2011-10-02,251,66,184,0,492
北京,2011-10-03,247,59,170,0,563
北京,2011-10-04,245,64,194,0,578
北京,2011-10-05,276,59,190,0,602
北京,2011-10-06,264,68,180,0,600
北京,2011-10-07,270,64,154,0,628
北京,2011-10-08,375,80,234,0,730
北京,2011-10-09,420,80,220,0,716
北京,2011-10-10,378,78,222,0,828
北京,2011-10-11,374,85,213,0,763
北京,2011-10-12,346,66,216,0,696
北京,2011-10-13,335,70,195,0,786
北京,2011-10-14,386,70,209,0,822
北京,2011-10-15,318,64,205,0,846
北京,2011-10-16,380,66,226,0,791
北京,2011-10-17,349,80,218,0,752
北京,2011-10-18,326,82,236,0,744
北京,2011-10-19,326,87,194,0,741
北京,2011-10-20,352,82,193,0,749
北京,2011-10-21,367,76,205,0,789
北京,2011-10-22,304,63,201,0,744
北京,2011-10-23,377,66,188,0,854
北京,2011-10-24,388,78,218,0,695
北京,2011-10-25,350,87,251,0,664
北京,2011-10-26,412,78,182,0,734
北京,2011-10-27,327,82,182,0,647
北京,2011-10-28,360,78,202,0,690
北京,2011-10-29,296,66,223,0,771
北京,2011-10-30,307,68,223,0,661
北京,2011-10-31,400,66,218,0,730
北京,2011-11-01,369,70,231,0,682
北京,2011-11-02,417,76,229,0,703
北京,2011-11-03,326,78,205,0,689
北京,2011-11-04,366,83,205,0,797
北京,2011-11-05,358,66,233,0,842
北京,2011-11-06,298,72,207,0,693
北京,2011-11-07,371,70,215,0,687
北京,2011-11-08,354,74,202,0,754
北京,2011-11-09,372,80,225,0,656
北京,2011-11-10,408,89,229,0,703
北京,2011-11-11,481,83,299,0,671
北京,2011-11-12,347,68,228,0,712
北京,2011-11-13,271,64,213,0,703
北京,2011-11-14,377,82,208,0,744
北京,2011-11-15,385,80,188,0,699
北京,2011-11-16,400,68,193,0,768
北京,2011-11-17,364,66,201,0,810
北京,2011-11-18,360,70,233,0,772
北京,2011-11-19,381,63,237,0,791
北京,2011-11-20,385,74,220,0,751
北京,2011-11-21,355,80,247,0,721
北京,2011-11-22,335,91,193,0,679
北京,2011-11-23,408,78,191,0,676
北京,2011-11-24,394,80,193,0,639
北京,2011-11-25,371,63,242,0,803
北京,2011-11-26,354,72,268,0,741
北京,2011-11-27,343,78,234,0,730
北京,2011-11-28,392,102,260,0,765
北京,2011-11-29,400,68,200,0,789
北京,2011-11-30,419,85,237,0,738
北京,2011-12-01,471,76,281,0,696
北京,2011-12-02,419,83,254,0,839
北京,2011-12-03,357,59,245,0,768
北京,2011-12-04,285,74,231,0,727
北京,2011-12-05,357,89,212,0,709
北京,2011-12-06,364,97,188,0,684
北京,2011-12-07,329,78,223,0,689
北京,2011-12-08,381,89,213,0,740
北京,2011-12-09,388,85,219,0,712
北京,2011-12-10,282,70,239,0,651
北京,2011-12-11,312,80,187,0,678
北京,2011-12-12,312,80,187,0,678
北京,2011-12-13,321,83,213,0,698
北京,2011-12-14,335,72,198,0,668
北京,2011-12-15,388,80,197,0,651
北京,2011-12-16,361,85,207,0,625
北京,2011-12-17,316,66,170,0,630
北京,2011-12-18,358,63,209,0,695
北京,2011-12-19,324,82,215,0,650
北京,2011-12-20,332,66,254,0,600
北京,2011-12-21,357,63,225,0,578
北京,2011-12-22,290,78,205,0,684
北京,2011-12-23,309,78,257,0,692
北京,2011-12-24,278,63,212,0,563
北京,2011-12-25,270,66,209,0,637
北京,2011-12-26,319,76,251,0,619
北京,2011-12-27,333,78,212,0,703
北京,2011-12-28,290,68,202,0,617
北京,2011-12-29,313,76,222,0,611
北京,2011-12-30,349,83,242,0,622
北京,2011-12-31,290,91,216,0,543
北京,2012-01-01,284,68,188,0,546
北京,2012-01-02,304,63,204,0,602
北京,2012-01-03,335,63,226,0,540
北京,2012-01-04,335,82,208,0,574
北京,2012-01-05,363,68,271,0,627
北京,2012-01-06,354,72,257,0,518
北京,2012-01-07,321,61,229,0,574
北京,2012-01-08,315,61,213,0,580
北京,2012-01-09,363,80,247,0,549
北京,2012-01-10,372,74,225,0,555
北京,2012-01-11,349,80,243,0,506
北京,2012-01-12,296,87,234,0,485
北京,2012-01-13,264,82,236,0,434
北京,2012-01-14,229,64,205,0,422
北京,2012-01-15,237,57,195,0,399
北京,2012-01-16,301,70,193,0,467
北京,2012-01-17,271,70,183,0,420
北京,2012-01-18,281,66,195,0,419
北京,2012-01-19,257,72,200,0,350
北京,2012-01-20,216,64,172,0,304
北京,2012-01-21,188,59,144,0,240
北京,2012-01-22,151,59,139,0,195
北京,2012-01-23,146,59,116,0,211
北京,2012-01-24,159,0,114,0,202
北京,2012-01-25,157,0,139,0,248
北京,2012-01-26,137,61,114,0,209
北京,2012-01-27,150,0,142,0,253
北京,2012-01-28,179,57,161,0,278
北京,2012-01-29,208,64,170,0,361
北京,2012-01-30,254,70,182,0,439
北京,2012-01-31,290,70,212,0,473
北京,2012-02-01,260,74,219,0,484
北京,2012-02-02,229,83,233,0,527
北京,2012-02-03,290,78,194,0,606
北京,2012-02-04,239,61,183,0,481
北京,2012-02-05,233,61,190,0,518
北京,2012-02-06,284,74,225,0,512
北京,2012-02-07,284,80,215,0,592
北京,2012-02-08,276,91,233,0,594
北京,2012-02-09,304,85,240,0,599
北京,2012-02-10,287,89,218,0,577
北京,2012-02-11,253,70,190,0,566
北京,2012-02-12,254,70,207,0,583
北京,2012-02-13,307,72,188,0,608
北京,2012-02-14,260,74,212,0,571
北京,2012-02-15,319,82,211,0,640
北京,2012-02-16,293,78,222,0,640
北京,2012-02-17,366,93,212,0,771
北京,2012-02-18,276,57,222,0,644
北京,2012-02-19,287,66,213,0,710
北京,2012-02-20,323,85,233,0,647
北京,2012-02-21,278,82,194,0,713
北京,2012-02-22,329,78,193,0,696
北京,2012-02-23,288,93,193,0,695
北京,2012-02-24,302,74,218,0,707
北京,2012-02-25,310,72,225,0,678
北京,2012-02-26,256,66,188,0,668
北京,2012-02-27,323,87,172,0,682
北京,2012-02-28,291,83,216,0,757
北京,2012-02-29,333,82,225,0,701
北京,2012-03-01,327,80,213,0,744
北京,2012-03-02,315,89,219,0,751
北京,2012-03-03,307,66,211,0,825
北京,2012-03-04,256,66,188,0,668
北京,2012-03-05,304,74,215,0,707
北京,2012-03-06,288,91,201,0,675
北京,2012-03-07,310,91,243,0,724
北京,2012-03-08,336,66,222,0,737
北京,2012-03-09,347,80,218,0,797
北京,2012-03-10,318,66,226,0,769
北京,2012-03-11,282,74,218,0,780
北京,2012-03-12,372,76,218,0,662
北京,2012-03-13,295,78,233,0,706
北京,2012-03-14,293,95,198,0,696
北京,2012-03-15,319,80,220,0,617
北京,2012-03-16,385,85,247,0,692
北京,2012-03-17,318,66,226,0,769
北京,2012-03-18,282,74,218,0,780
北京,2012-03-19,358,93,209,0,699
北京,2012-03-20,310,89,219,0,627
北京,2012-03-21,298,68,260,0,679
北京,2012-03-22,288,78,211,0,639
北京,2012-03-23,267,70,200,0,810
北京,2012-03-24,313,64,205,0,783
北京,2012-03-25,305,66,242,0,681
北京,2012-03-26,299,74,208,0,704
北京,2012-03-27,304,61,205,0,692
北京,2012-03-28,284,91,201,0,699
北京,2012-03-29,288,78,211,0,639
北京,2012-03-30,310,70,215,0,665
北京,2012-03-31,316,87,228,0,687
北京,2012-04-01,335,74,220,0,743
北京,2012-04-02,293,63,212,0,732
北京,2012-04-03,262,57,204,0,619
北京,2012-04-04,262,66,194,0,664
北京,2012-04-05,313,74,220,0,755
北京,2012-04-06,318,80,198,0,656
北京,2012-04-07,301,66,205,0,704
北京,2012-04-08,251,70,215,0,630
北京,2012-04-09,287,78,209,0,636
北京,2012-04-10,332,78,231,0,617
北京,2012-04-11,279,85,211,0,597
北京,2012-04-12,305,82,216,0,592
北京,2012-04-13,302,97,218,0,640
北京,2012-04-14,350,64,218,0,616
北京,2012-04-15,256,80,191,0,571
北京,2012-04-16,307,83,216,0,656
北京,2012-04-17,298,87,198,0,547
北京,2012-04-18,333,78,209,0,589
北京,2012-04-19,288,82,212,0,681
北京,2012-04-20,271,74,198,0,726
北京,2012-04-21,291,68,204,0,664
北京,2012-04-22,304,68,204,0,620
北京,2012-04-23,319,70,184,0,608
北京,2012-04-24,340,76,195,0,766
北京,2012-04-25,324,74,195,0,589
北京,2012-04-26,302,80,194,0,658
北京,2012-04-27,299,68,209,0,611
北京,2012-04-28,281,78,245,0,600
北京,2012-04-29,288,63,191,0,549
北京,2012-04-30,242,57,187,0,515
北京,2012-05-01,233,74,200,0,583
北京,2012-05-02,321,72,207,0,594
北京,2012-05-03,296,80,219,0,543
北京,2012-05-04,340,80,215,0,513
北京,2012-05-05,324,59,200,0,617
北京,2012-05-06,264,70,169,0,589
北京,2012-05-07,304,82,205,0,558
北京,2012-05-08,327,68,231,0,650
北京,2012-05-09,332,74,197,0,623
北京,2012-05-10,287,85,228,0,524
北京,2012-05-11,302,76,220,0,743
北京,2012-05-12,291,64,198,0,609
北京,2012-05-13,265,72,194,0,650
北京,2012-05-14,298,89,188,0,594
北京,2012-05-15,315,80,226,0,544
北京,2012-05-16,278,78,205,0,560
北京,2012-05-17,302,87,184,0,586
北京,2012-05-18,287,82,197,0,561
北京,2012-05-19,225,72,209,0,640
北京,2012-05-20,285,66,182,0,572
北京,2012-05-21,309,89,209,0,577
北京,2012-05-22,321,78,188,0,577
北京,2012-05-23,315,82,208,0,622
北京,2012-05-24,310,85,220,0,572
北京,2012-05-25,295,80,194,0,647
北京,2012-05-26,256,70,172,0,597
北京,2012-05-27,285,72,193,0,547
北京,2012-05-28,312,83,180,0,532
北京,2012-05-29,282,78,207,0,658
北京,2012-05-30,239,83,175,0,568
北京,2012-05-31,309,82,184,0,616
北京,2012-06-01,285,76,223,0,650
北京,2012-06-02,281,68,215,0,609
北京,2012-06-03,291,66,195,0,654
北京,2012-06-04,305,87,194,0,571
北京,2012-06-05,240,72,187,0,558
北京,2012-06-06,281,70,200,0,627
北京,2012-06-07,281,66,188,0,546
北京,2012-06-08,282,74,169,0,608
北京,2012-06-09,204,70,205,0,599
北京,2012-06-10,215,72,162,0,568
北京,2012-06-11,268,74,208,0,560
北京,2012-06-12,291,70,236,0,577
北京,2012-06-13,271,82,219,0,603
北京,2012-06-14,234,64,205,0,568
北京,2012-06-15,291,68,218,0,622
北京,2012-06-16,281,64,195,0,620
北京,2012-06-17,260,63,172,0,527
北京,2012-06-18,259,82,208,0,555
北京,2012-06-19,295,72,223,0,554
北京,2012-06-20,290,72,205,0,566
北京,2012-06-21,305,74,220,0,552
北京,2012-06-22,259,0,180,0,475
北京,2012-06-23,225,0,201,0,555
北京,2012-06-24,212,61,183,0,602
北京,2012-06-25,282,82,218,0,551
北京,2012-06-26,271,83,226,0,673
北京,2012-06-27,299,66,222,0,592
北京,2012-06-28,268,82,198,0,628
北京,2012-06-29,299,76,242,0,710
北京,2012-06-30,309,59,204,0,557
北京,2012-07-01,262,70,205,0,645
北京,2012-07-02,313,68,233,0,662
北京,2012-07-03,287,66,215,0,622
北京,2012-07-04,251,70,222,0,586
北京,2012-07-05,287,61,216,0,603
北京,2012-07-06,296,76,219,0,586
北京,2012-07-07,271,63,182,0,569
北京,2012-07-08,242,66,190,0,673
北京,2012-07-09,287,83,204,0,690
北京,2012-07-10,304,76,231,0,695
北京,2012-07-11,254,66,231,0,658
北京,2012-07-12,282,83,228,0,627
北京,2012-07-13,257,78,223,0,617
北京,2012-07-14,254,64,179,0,603
北京,2012-07-15,251,68,209,0,633
北京,2012-07-16,301,70,208,0,658
北京,2012-07-17,296,74,211,0,706
北京,2012-07-18,282,70,202,0,734
北京,2012-07-19,287,70,191,0,681
北京,2012-07-20,260,74,200,0,671
北京,2012-07-21,243,61,200,0,735
北京,2012-07-22,234,64,208,0,631
北京,2012-07-23,279,72,231,0,662
北京,2012-07-24,278,74,208,0,640
北京,2012-07-25,267,66,188,0,771
北京,2012-07-26,296,87,190,0,703
北京,2012-07-27,291,64,207,0,692
北京,2012-07-28,229,59,190,0,623
北京,2012-07-29,228,57,150,0,665
北京,2012-07-30,222,78,201,0,698
北京,2012-07-31,301,72,226,0,839
北京,2012-08-01,288,70,236,0,699
北京,2012-08-02,262,78,191,0,595
北京,2012-08-03,225,72,173,0,589
北京,2012-08-04,215,63,170,0,580
北京,2012-08-05,228,63,179,0,582
北京,2012-08-06,285,64,191,0,627
北京,2012-08-07,245,89,202,0,636
北京,2012-08-08,284,70,195,0,658
北京,2012-08-09,257,80,213,0,644
北京,2012-08-10,296,74,209,0,566
北京,2012-08-11,248,63,187,0,537
北京,2012-08-12,220,64,176,0,606
北京,2012-08-13,293,82,219,0,679
北京,2012-08-14,285,70,207,0,623
北京,2012-08-15,299,70,231,0,600
北京,2012-08-16,326,72,229,0,585
北京,2012-08-17,315,64,193,0,551
北京,2012-08-18,222,57,195,0,557
北京,2012-08-19,239,72,175,0,540
北京,2012-08-20,302,68,211,0,557
北京,2012-08-21,259,82,243,0,529
北京,2012-08-22,229,63,209,0,479
北京,2012-08-23,236,70,180,0,512
北京,2012-08-24,223,83,205,0,583
北京,2012-08-25,245,63,186,0,523
北京,2012-08-26,193,63,211,0,516
北京,2012-08-27,248,68,215,0,588
北京,2012-08-28,296,74,212,0,631
北京,2012-08-29,271,74,211,0,651
北京,2012-08-30,229,72,191,0,644
北京,2012-08-31,236,68,191,0,667
北京,2012-09-01,274,64,182,0,681
北京,2012-09-02,229,66,201,0,603
北京,2012-09-03,307,70,184,0,609
北京,2012-09-04,226,59,179,0,561
北京,2012-09-05,267,78,168,0,634
北京,2012-09-06,302,68,172,0,639
北京,2012-09-07,236,61,200,0,591
北京,2012-09-08,257,63,190,0,600
北京,2012-09-09,240,64,207,0,637
北京,2012-09-10,265,70,195,0,524
北京,2012-09-11,287,78,183,0,543
北京,2012-09-12,273,78,190,0,523
北京,2012-09-13,278,66,186,0,519
北京,2012-09-14,336,68,183,0,588
北京,2012-09-15,355,64,194,0,557
北京,2012-09-16,363,61,194,0,551
北京,2012-09-17,354,72,228,0,557
北京,2012-09-18,234,68,205,0,564
北京,2012-09-19,293,70,193,0,543
北京,2012-09-20,254,76,233,0,532
北京,2012-09-21,254,66,212,0,574
北京,2012-09-22,223,61,233,0,600
北京,2012-09-23,228,64,231,0,547
北京,2012-09-24,251,64,218,0,506
北京,2012-09-25,257,76,218,0,574
北京,2012-09-26,323,63,216,0,502
北京,2012-09-27,259,63,200,0,456
北京,2012-09-28,240,68,184,0,450
北京,2012-09-29,270,64,195,0,492
北京,2012-09-30,228,61,186,0,426
北京,2012-10-01,209,66,173,0,456
北京,2012-10-02,209,0,175,0,479
北京,2012-10-03,212,57,183,0,482
北京,2012-10-04,237,57,176,0,456
北京,2012-10-05,209,59,172,0,479
北京,2012-10-06,216,57,151,0,532
北京,2012-10-07,198,64,182,0,544
北京,2012-10-08,236,70,191,0,640
北京,2012-10-09,257,68,201,0,679
北京,2012-10-10,247,80,200,0,606
北京,2012-10-11,243,57,182,0,668
北京,2012-10-12,216,64,168,0,699
北京,2012-10-13,215,59,198,0,628
北京,2012-10-14,191,59,159,0,572
北京,2012-10-15,276,74,211,0,611
北京,2012-10-16,265,83,202,0,595
北京,2012-10-17,220,72,188,0,554
北京,2012-10-18,234,91,207,0,547
北京,2012-10-19,223,63,175,0,547
北京,2012-10-20,223,70,184,0,544
北京,2012-10-21,204,63,195,0,566
北京,2012-10-22,276,80,218,0,568
北京,2012-10-23,229,80,184,0,530
北京,2012-10-24,233,76,177,0,544
北京,2012-10-25,229,72,180,0,544
北京,2012-10-26,250,76,173,0,585
北京,2012-10-27,222,59,187,0,640
北京,2012-10-28,220,64,173,0,563
北京,2012-10-29,236,68,211,0,571
北京,2012-10-30,202,74,180,0,588
北京,2012-10-31,229,82,186,0,589
北京,2012-11-01,207,85,173,0,563
北京,2012-11-02,248,68,161,0,566
北京,2012-11-03,212,59,197,0,716
北京,2012-11-04,219,64,187,0,622
北京,2012-11-05,245,72,184,0,530
北京,2012-11-06,245,82,154,0,530
北京,2012-11-07,202,80,176,0,606
北京,2012-11-08,207,70,190,0,658
北京,2012-11-09,239,64,180,0,628
北京,2012-11-10,267,72,222,0,670
北京,2012-11-11,344,70,259,0,541
北京,2012-11-12,240,85,188,0,600
北京,2012-11-13,220,66,177,0,606
北京,2012-11-14,236,72,166,0,577
北京,2012-11-15,228,72,173,0,608
北京,2012-11-16,236,66,172,0,577
北京,2012-11-17,223,63,184,0,639
北京,2012-11-18,240,59,184,0,558
北京,2012-11-19,257,70,177,0,588
北京,2012-11-20,243,70,180,0,577
北京,2012-11-21,223,89,179,0,549
北京,2012-11-22,193,82,173,0,597
北京,2012-11-23,253,74,175,0,633
北京,2012-11-24,228,66,200,0,600
北京,2012-11-25,260,61,162,0,557
北京,2012-11-26,226,74,169,0,558
