area,time,移动支付,网上银行,电子银行,网银,互联网理财
天津,2012-08-15,61,183,59,106,0
天津,2012-08-16,59,198,61,137,0
天津,2012-08-17,59,197,64,139,0
天津,2012-08-18,57,151,0,118,0
天津,2012-08-19,0,131,57,106,0
天津,2012-08-20,59,154,57,118,0
天津,2012-08-21,61,146,61,118,0
天津,2012-08-22,57,152,0,123,0
天津,2012-08-23,57,148,57,114,0
天津,2012-08-24,61,162,0,104,0
天津,2012-08-25,61,158,57,118,0
天津,2012-08-26,59,159,59,118,0
天津,2012-08-27,63,159,57,144,0
天津,2012-08-28,64,150,57,110,0
天津,2012-08-29,57,142,57,108,0
天津,2012-08-30,68,116,61,125,0
天津,2012-08-31,64,159,0,120,0
天津,2012-09-01,59,187,59,112,0
天津,2012-09-02,59,184,64,125,0
天津,2012-09-03,64,177,0,142,0
天津,2012-09-04,63,133,57,106,0
天津,2012-09-05,59,169,57,104,0
天津,2012-09-06,57,150,0,114,0
天津,2012-09-07,66,148,59,104,0
天津,2012-09-08,57,146,57,125,0
天津,2012-09-09,59,118,0,104,0
天津,2012-09-10,59,161,59,97,0
天津,2012-09-11,59,151,0,91,0
天津,2012-09-12,59,175,0,112,0
天津,2012-09-13,63,158,57,89,0
天津,2012-09-14,0,177,59,104,0
天津,2012-09-15,59,176,0,104,0
天津,2012-09-16,66,220,0,121,0
天津,2012-09-17,57,158,0,102,0
天津,2012-09-18,66,148,61,101,0
天津,2012-09-19,0,140,0,106,0
天津,2012-09-20,64,155,61,120,0
天津,2012-09-21,57,166,57,104,0
天津,2012-09-22,57,152,0,137,0
天津,2012-09-23,57,131,61,112,0
天津,2012-09-24,61,127,61,99,0
天津,2012-09-25,57,157,57,120,0
天津,2012-09-26,59,158,57,97,0
天津,2012-09-27,57,120,57,87,0
天津,2012-09-28,57,158,0,95,0
天津,2012-09-29,57,133,57,104,0
天津,2012-09-30,59,123,0,99,0
天津,2012-10-01,59,135,59,106,0
天津,2012-10-02,63,140,0,89,0
天津,2012-10-03,59,118,0,123,0
天津,2012-10-04,0,150,57,91,0
天津,2012-10-05,57,125,0,108,0
天津,2012-10-06,63,137,59,89,0
天津,2012-10-07,0,120,0,91,0
天津,2012-10-08,59,133,59,97,0
天津,2012-10-09,59,144,61,104,0
天津,2012-10-10,61,146,59,104,0
天津,2012-10-11,61,127,0,114,0
天津,2012-10-12,61,140,57,99,0
天津,2012-10-13,59,158,59,114,0
天津,2012-10-14,57,146,57,91,0
天津,2012-10-15,57,108,57,102,0
天津,2012-10-16,64,139,0,104,0
天津,2012-10-17,63,139,61,95,0
天津,2012-10-18,59,125,57,104,0
天津,2012-10-19,57,129,0,99,0
天津,2012-10-20,61,150,0,108,0
天津,2012-10-21,57,137,57,91,0
天津,2012-10-22,57,140,0,101,0
天津,2012-10-23,57,151,57,110,0
天津,2012-10-24,63,127,59,110,0
天津,2012-10-25,57,137,57,85,0
天津,2012-10-26,57,161,0,110,0
天津,2012-10-27,59,137,59,131,0
天津,2012-10-28,68,123,57,114,0
天津,2012-10-29,64,112,0,102,0
天津,2012-10-30,59,144,0,120,0
天津,2012-10-31,57,144,0,102,0
天津,2012-11-01,68,159,59,102,0
天津,2012-11-02,70,118,57,118,0
天津,2012-11-03,59,133,57,118,0
天津,2012-11-04,68,148,59,118,0
天津,2012-11-05,0,142,63,101,0
天津,2012-11-06,61,106,61,80,0
天津,2012-11-07,57,133,59,91,0
天津,2012-11-08,68,116,57,82,0
天津,2012-11-09,0,131,0,97,0
天津,2012-11-10,63,172,59,127,0
天津,2012-11-11,59,187,57,137,0
天津,2012-11-12,66,137,59,76,0
天津,2012-11-13,59,139,59,101,0
天津,2012-11-14,61,118,59,104,0
天津,2012-11-15,57,131,64,83,0
天津,2012-11-16,57,112,63,112,0
天津,2012-11-17,61,135,57,116,0
天津,2012-11-18,59,127,57,87,0
天津,2012-11-19,59,152,57,91,0
天津,2012-11-20,59,108,0,95,0
天津,2012-11-21,61,121,0,95,0
天津,2012-11-22,57,125,63,106,0
天津,2012-11-23,61,114,66,99,0
天津,2012-11-24,59,123,63,110,0
天津,2012-11-25,57,131,63,91,0
天津,2012-11-26,61,123,64,85,0
天津,2012-11-27,74,139,63,97,0
天津,2012-11-28,63,159,57,102,0
天津,2012-11-29,61,165,59,101,0
天津,2012-11-30,70,168,61,104,0
天津,2012-12-01,66,190,57,137,0
天津,2012-12-02,72,162,64,137,0
天津,2012-12-03,68,146,0,108,0
天津,2012-12-04,64,137,59,97,0
天津,2012-12-05,64,144,61,93,0
天津,2012-12-06,95,165,59,101,0
天津,2012-12-07,70,146,61,112,0
天津,2012-12-08,57,159,0,106,0
天津,2012-12-09,63,172,57,118,0
天津,2012-12-10,64,154,57,104,0
天津,2012-12-11,72,137,0,102,0
天津,2012-12-12,61,179,57,97,0
天津,2012-12-13,59,133,61,95,0
天津,2012-12-14,61,140,63,114,0
天津,2012-12-15,63,158,57,106,0
天津,2012-12-16,61,137,63,112,0
天津,2012-12-17,61,157,57,118,0
天津,2012-12-18,59,155,59,108,0
天津,2012-12-19,64,168,57,99,0
天津,2012-12-20,66,173,0,95,0
天津,2012-12-21,59,170,57,101,0
天津,2012-12-22,57,139,0,116,0
天津,2012-12-23,68,163,61,112,0
天津,2012-12-24,64,194,57,125,0
天津,2012-12-25,61,197,59,127,0
天津,2012-12-26,72,170,61,120,0
天津,2012-12-27,64,168,61,121,0
天津,2012-12-28,68,197,57,104,0
天津,2012-12-29,64,176,57,112,0
天津,2012-12-30,64,190,59,121,0
天津,2012-12-31,74,177,57,142,0
天津,2013-01-01,76,197,61,151,0
天津,2013-01-02,64,155,57,123,0
天津,2013-01-03,68,180,0,135,0
天津,2013-01-04,70,211,57,139,0
天津,2013-01-05,70,198,59,95,0
天津,2013-01-06,63,165,63,114,0
天津,2013-01-07,59,209,63,102,0
天津,2013-01-08,64,205,68,102,0
天津,2013-01-09,68,184,68,102,0
天津,2013-01-10,70,165,64,97,0
天津,2013-01-11,63,183,59,123,0
天津,2013-01-12,61,168,0,99,0
天津,2013-01-13,64,176,61,82,0
天津,2013-01-14,64,172,63,116,0
天津,2013-01-15,57,177,66,125,0
