数字货币
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
17
8
""
34
49
8
24
8
17
8
8
""
8
""
8
""
""
""
16
16
""
8
16
""
""
8
""
8
""
16
8
8
""
""
""
""
""
""
""
""
8
""
""
16
25
16
""
24
""
""
""
""
8
""
17
8
17
""
""
8
24
17
26
""
8
8
8
8
8
8
8
""
""
8
25
24
17
16
18
8
8
8
8
""
8
33
8
17
8
8
8
17
9
17
8
8
""
17
16
33
25
34
49
17
24
16
49
42
""
41
33
58
57
17
24
8
41
24
25
33
25
8
16
8
16
25
33
49
17
17
""
25
8
8
""
8
24
16
""
16
""
""
""
33
8
17
""
8
41
""
24
16
16
""
""
8
""
""
""
""
""
8
16
""
8
16
8
""
""
8
8
""
""
16
8
8
8
""
16
16
""
16
8
""
8
24
16
24
25
16
8
""
42
16
42
16
33
66
8
41
8
""
17
24
8
8
25
8
8
8
""
""
17
16
25
""
33
25
""
8
17
96
135
61
85
103
93
68
41
34
41
58
42
41
49
58
67
76
97
131
132
112
75
83
84
58
57
80
94
75
82
41
58
42
25
73
51
50
42
70
50
17
17
33
16
57
67
33
33
16
41
74
58
58
57
52
59
68
59
34
41
41
41
58
58
25
33
""
8
42
25
25
49
50
84
25
42
58
42
58
60
33
58
33
25
33
41
17
43
17
16
58
16
33
25
""
75
57
24
25
24
25
50
17
33
16
33
24
8
8
17
16
26
24
16
16
""
8
24
8
17
""
""
41
25
8
8
8
9
""
8
""
""
8
""
33
8
8
8
17
""
8
17
""
""
""
""
""
33
8
25
""
8
16
8
8
""
8
16
25
29
