流计算
""
""
""
""
""
""
9
9
8
8
""
9
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
8
""
""
""
""
""
""
8
""
17
17
17
""
8
8
34
""
""
""
""
""
""
9
""
8
8
""
17
34
9
8
""
17
""
8
8
""
""
9
8
""
9
9
8
9
17
9
17
17
""
8
8
""
""
9
""
8
""
""
17
25
17
25
25
25
27
42
17
16
33
17
34
35
8
8
35
42
51
17
25
33
17
42
42
42
25
25
25
43
52
51
8
42
26
33
43
43
33
42
33
33
25
33
42
25
24
34
""
42
50
43
51
9
50
25
44
53
43
71
25
18
35
26
42
""
""
33
41
17
41
51
41
43
33
51
60
33
17
67
42
35
44
41
26
51
35
52
52
42
25
52
25
34
43
58
43
33
34
34
16
25
50
43
42
34
42
51
25
26
50
58
18
42
42
26
52
51
16
25
""
41
51
44
70
43
43
58
50
60
33
35
8
43
26
33
67
26
25
34
25
62
42
42
59
16
51
41
25
42
50
52
17
25
41
59
41
33
35
59
41
42
58
34
34
34
25
50
33
66
33
8
34
44
42
50
51
41
34
33
41
16
42
33
50
33
42
43
24
33
33
43
42
51
51
42
33
24
51
33
42
34
17
52
33
25
34
50
50
33
18
41
69
42
51
42
33
51
42
34
34
8
8
43
42
24
49
44
58
52
53
53
59
52
59
68
68
51
77
41
68
86
51
70
79
60
51
54
54
70
67
78
62
67
56
52
51
25
63
61
70
70
87
56
82
60
72
85
91
73
76
55
69
69
55
73
17
26
63
87
72
78
62
78
97
99
72
51
69
74
106
56
53
79
67
90
54
62
96
70
99
70
60
45
62
71
88
53
83
33
73
82
70
89
72
57
79
87
81
91
91
88
79
83
54
92
93
""
62
88
96
98
55
79
72
53
96
74
80
69
80
83
72
63
85
95
90
91
89
88
99
79
89
72
96
92
89
84
62
86
96
33
80
80
87
35
98
98
68
79
81
71
76
80
52
79
77
41
8
58
60
78
59
68
72
53
71
60
51
78
79
51
70
68
71
86
87
71
79
69
53
59
44
70
53
69
61
78
59
44
76
63
70
34
51
71
83
77
65
69
80
88
78
77
78
78
35
86
70
54
53
78
26
44
61
86
78
72
62
53
71
80
45
54
44
69
69
75
75
42
58
42
83
58
51
51
61
60
51
59
60
50
94
68
60
50
34
59
50
50
59
67
102
78
77
69
62
77
53
69
44
60
67
16
69
59
64
69
62
78
69
69
51
52
86
59
45
60
51
42
42
52
50
91
33
60
68
68
36
63
59
52
51
51
61
51
52
67
24
68
50
50
68
42
35
59
58
42
34
24
27
41
60
35
17
34
51
34
67
58
41
58
67
42
51
58
68
58
""
