数字化
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
8
""
""
""
""
8
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
8
8
""
""
""
17
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
8
8
8
""
""
""
""
8
""
""
""
""
8
""
""
""
""
""
""
8
""
""
""
8
""
16
""
""
""
""
8
""
""
""
8
""
""
""
""
""
8
""
""
""
""
""
16
""
""
""
""
""
""
""
""
17
""
""
""
""
8
""
""
""
8
""
""
""
8
""
8
8
""
""
8
""
""
""
""
""
8
""
""
9
8
""
8
""
""
8
""
""
33
""
""
""
""
""
""
8
""
""
8
""
""
""
""
""
""
""
""
""
16
""
""
""
""
""
""
8
8
""
8
""
""
""
""
8
""
8
""
""
""
""
8
8
""
""
""
""
8
8
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
8
""
""
8
""
""
""
8
""
""
""
""
8
8
""
""
""
""
""
""
""
8
""
""
""
8
""
8
""
""
""
""
""
""
""
8
8
""
8
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
8
8
17
""
""
""
""
""
""
""
""
""
""
""
8
""
""
8
8
""
""
""
""
""
""
8
8
""
""
""
""
""
""
""
8
""
""
16
""
""
""
8
""
""
8
""
8
""
""
16
""
""
""
""
""
""
""
""
""
8
""
""
8
""
""
""
8
8
""
""
""
""
""
8
""
""
""
8
""
16
8
""
8
8
16
8
""
""
""
8
""
""
""
""
""
""
16
8
""
""
10
16
""
8
""
16
8
8
""
8
9
8
16
8
""
""
8
""
""
""
8
8
16
""
""
16
8
8
""
8
""
8
""
""
8
""
8
""
8
""
8
""
""
8
""
8
""
""
16
""
""
""
""
""
""
8
""
""
16
16
""
8
""
8
8
""
""
8
""
8
""
8
8
8
8
8
""
16
""
16
16
16
16
8
8
17
""
16
""
8
24
16
""
8
8
""
16
""
8
17
25
""
16
24
33
33
50
8
8
17
8
""
24
8
24
8
8
16
8
33
8
16
8
""
8
25
8
33
91
58
8
24
25
24
8
58
34
67
25
33
41
8
8
""
9
25
""
""
16
16
8
""
24
25
8
17
24
16
16
33
33
16
16
25
16
24
8
8
8
25
8
9
8
41
49
16
8
33
19
33
16
16
8
43
8
25
25
41
16
24
50
33
41
33
35
59
42
51
33
25
33
25
25
41
41
41
41
25
""
41
33
42
""
25
75
42
41
17
41
24
17
24
33
24
33
24
33
16
8
25
24
49
8
9
16
42
33
41
34
24
25
42
33
17
33
42
""
25
24
49
25
8
16
24
41
42
42
33
8
16
9
33
33
58
33
38
