直销银行
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
16
""
17
8
16
24
""
9
8
""
""
8
""
""
""
17
""
8
""
""
""
16
8
33
24
16
8
16
16
17
16
24
8
8
8
25
9
8
33
8
""
16
""
16
""
""
16
24
8
""
24
""
41
""
""
19
16
""
25
24
18
""
25
25
8
24
8
35
17
17
""
""
24
8
17
17
8
24
61
16
41
51
19
33
60
33
33
33
25
33
""
25
9
49
8
33
41
8
33
50
24
8
43
24
33
24
17
17
41
8
25
16
87
33
33
24
17
41
17
25
""
8
16
""
8
17
8
8
17
16
17
17
24
33
25
17
16
8
""
34
17
8
8
33
""
33
24
42
41
41
25
""
42
8
8
25
8
16
8
8
16
16
16
""
""
""
8
25
8
16
""
33
17
16
""
""
24
25
17
16
33
25
41
25
8
8
50
16
8
25
17
8
8
8
""
24
""
17
24
24
16
17
24
24
17
17
33
8
""
""
""
16
8
8
17
9
17
8
""
24
16
17
16
33
""
9
9
8
9
""
41
8
""
25
8
25
""
9
17
8
8
8
16
33
""
33
""
""
41
16
8
8
8
8
17
""
16
8
""
""
8
33
""
17
24
33
""
""
8
""
8
""
""
""
8
17
8
""
8
""
""
25
8
16
16
16
8
24
16
17
8
8
16
16
25
""
""
16
24
8
8
17
8
""
""
""
""
16
8
""
8
""
17
""
""
""
8
""
""
16
""
""
""
8
8
""
8
""
8
8
""
""
16
16
16
25
8
""
25
8
""
8
16
""
8
""
8
8
""
""
""
""
""
17
8
""
""
""
""
""
""
""
""
""
8
""
""
""
8
24
16
8
8
""
16
8
34
""
25
8
41
41
16
8
""
""
8
""
16
16
16
8
8
""
""
""
""
""
8
""
""
8
""
""
16
8
""
""
""
8
8
""
""
""
""
8
""
""
""
""
""
""
""
8
""
""
8
""
8
""
""
25
""
""
""
""
16
17
""
""
8
8
8
""
""
""
""
""
""
16
8
""
8
17
""
""
""
""
8
""
33
16
""
""
8
""
""
8
""
""
""
""
""
""
""
""
""
25
""
8
""
""
""
""
""
16
8
8
8
8
""
""
""
""
8
""
""
""
""
""
""
""
