人工智能
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
49
43
33
25
41
33
24
16
16
65
74
102
69
58
33
69
77
100
96
93
75
103
84
114
77
41
84
51
68
84
68
67
50
33
57
49
79
103
85
58
50
58
59
58
24
49
50
25
41
17
58
41
52
33
""
16
25
25
25
41
25
33
50
26
43
33
43
41
66
75
87
91
42
67
76
33
33
16
8
25
49
24
26
16
8
9
8
57
42
41
42
50
41
8
34
83
34
33
33
25
33
34
25
9
24
16
16
25
33
8
8
16
41
50
17
33
67
66
33
24
66
49
25
67
92
76
33
41
75
25
33
33
66
33
""
""
33
""
33
8
58
33
25
50
33
17
8
16
25
33
16
17
41
33
33
58
35
87
77
8
24
8
16
""
8
33
33
49
""
42
34
66
58
42
58
109
60
66
59
42
42
75
57
25
16
25
41
""
8
""
25
25
33
58
25
25
49
49
67
42
49
76
77
34
25
24
24
41
43
26
16
8
16
8
""
17
8
17
33
42
49
41
41
25
33
""
65
84
41
33
75
41
111
58
33
49
49
67
25
8
""
17
33
50
34
49
34
58
33
67
41
42
58
77
93
17
24
""
16
8
16
""
25
16
24
""
8
8
25
17
16
58
33
49
50
25
50
50
41
34
69
66
74
83
68
25
8
8
24
41
""
8
25
59
50
93
41
57
67
76
41
42
83
91
70
78
