数字货币
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24
24
42
8
33
""
""
8
""
""
""
8
8
18
""
16
8
8
8
8
9
8
""
""
""
16
""
8
""
16
16
""
8
17
16
16
""
17
34
34
25
""
8
8
10
8
16
24
""
16
17
24
16
16
17
8
41
16
24
8
""
16
16
16
""
32
34
8
17
30
8
24
16
16
8
43
26
24
8
16
34
49
9
34
50
34
16
17
47
89
74
68
71
69
72
88
156
131
152
173
177
144
171
167
139
103
125
126
111
122
103
114
125
458
261
160
186
220
182
175
167
152
153
161
163
147
147
145
145
147
145
148
150
141
141
137
138
135
138
134
135
129
129
135
141
139
138
133
129
125
140
131
134
133
134
123
290
246
181
171
168
160
171
158
155
137
113
207
227
193
174
192
216
222
225
214
257
291
276
237
223
225
231
262
239
253
287
334
308
273
277
246
230
213
238
252
256
279
333
265
233
224
178
182
169
158
155
160
172
187
206
241
271
310
277
371
463
384
326
303
274
230
294
322
359
326
353
309
266
300
322
339
330
343
296
288
322
358
347
347
346
345
279
329
337
332
339
325
296
276
261
241
189
207
205
242
263
229
239
248
237
239
220
221
220
219
188
195
198
182
181
173
146
191
213
203
196
191
199
198
198
229
224
238
209
252
301
265
334
317
279
327
334
266
295
233
215
215
215
258
331
373
315
271
331
453
264
370
322
350
645
390
350
328
259
243
325
288
251
248
246
236
194
169
224
254
342
343
346
325
265
249
252
382
1486
1258
773
810
596
568
526
412
386
349
327
402
558
565
624
654
846
932
1266
1185
1089
843
749
796
506
673
1134
991
987
758
535
519
511
466
536
537
586
554
594
425
398
386
377
405
505
605
566
451
422
653
753
618
847
809
644
786
965
811
558
445
396
341
417
312
284
300
283
257
265
282
337
326
340
394
331
351
316
287
340
336
345
327
332
316
514
476
368
373
362
335
551
412
492
361
316
611
551
507
502
422
442
450
574
589
469
403
372
307
487
404
355
325
335
398
370
324
266
270
264
290
268
297
298
286
266
271
265
261
254
236
276
248
253
276
284
268
247
225
231
214
186
171
193
202
174
176
207
207
214
219
213
222
237
211
202
213
214
262
274
209
