人工智能
""
""
8
""
16
""
8
""
8
8
16
""
16
8
25
8
""
17
16
16
16
""
24
""
24
25
8
17
8
17
33
17
17
16
17
24
24
16
""
24
16
16
33
16
42
8
""
24
24
8
8
""
33
""
""
""
""
""
8
8
8
""
8
""
25
8
33
16
41
8
24
8
16
9
17
33
16
8
33
17
""
17
8
""
41
25
8
24
25
""
25
8
16
42
33
8
""
8
16
33
24
""
16
9
8
""
8
17
""
""
8
""
8
""
16
17
8
8
17
8
""
8
25
""
""
8
""
8
17
8
8
8
8
17
""
16
8
8
""
8
33
16
8
8
17
8
""
24
9
25
16
17
8
8
24
8
24
24
""
16
8
8
16
26
8
16
8
25
""
8
24
16
16
8
8
65
102
41
25
33
33
49
16
33
41
33
41
16
33
16
35
24
16
50
24
16
25
26
24
17
8
24
""
57
24
24
49
61
17
16
8
8
16
8
8
""
""
""
8
33
""
8
33
8
""
33
8
8
27
8
""
24
8
16
16
9
17
8
16
17
42
""
25
16
25
""
16
""
33
16
""
9
8
41
8
33
33
16
16
16
25
87
33
""
34
8
8
""
16
24
17
83
67
33
41
34
33
49
41
33
16
25
41
33
33
16
33
16
24
25
41
""
""
8
8
24
24
41
8
24
16
33
8
16
8
41
24
42
41
25
16
8
16
33
66
49
33
""
41
16
17
8
17
67
59
59
58
42
74
49
58
58
43
57
58
42
76
50
59
85
58
58
93
99
70
101
87
85
79
79
68
84
58
76
75
101
68
76
75
96
95
92
111
92
92
75
51
68
85
58
60
49
17
66
25
59
105
87
102
85
80
86
67
75
67
80
111
59
59
43
41
70
91
41
51
34
86
66
58
33
33
33
49
66
41
59
42
67
77
77
68
93
69
103
86
76
62
101
27
49
34
34
25
33
60
83
83
84
93
75
76
76
101
115
86
51
54
63
61
71
69
72
61
69
68
60
49
70
52
69
67
93
70
63
78
52
76
68
67
77
79
78
67
86
76
58
59
67
41
58
33
41
49
8
33
25
19
50
68
103
78
101
75
59
51
60
68
59
77
84
69
69
77
102
85
91
68
87
78
76
79
59
33
33
76
77
68
84
58
50
57
75
25
50
68
52
86
58
59
67
33
41
8
42
83
42
75
33
33
16
41
50
61
42
33
16
43
58
57
50
59
67
50
78
69
59
41
77
69
82
61
59
68
51
59
50
59
58
59
50
59
46
43
73
69
69
88
70
94
41
50
64
68
59
50
58
59
24
41
49
33
33
67
33
33
60
42
59
53
50
51
59
77
77
79
105
87
93
85
85
103
96
51
51
51
43
50
67
50
67
84
57
59
69
42
77
61
90
107
86
76
72
70
51
35
34
9
50
17
33
33
33
86
66
66
87
93
121
112
71
86
102
111
98
110
