金融科技
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
16
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
8
""
""
""
""
""
""
8
""
""
""
8
""
33
8
8
""
""
""
8
""
""
""
""
""
""
""
8
""
9
""
""
""
8
""
""
""
16
8
""
""
8
16
""
""
8
8
""
""
33
""
""
""
8
33
25
16
25
8
8
""
""
""
17
8
8
9
""
25
33
41
11
16
8
8
""
17
24
""
18
""
24
""
8
""
8
""
8
16
""
8
16
24
16
25
17
16
16
""
42
""
""
17
""
17
8
""
25
""
""
25
33
33
""
8
33
24
24
33
25
""
8
""
""
""
""
""
""
""
8
16
""
24
""
9
24
25
""
17
""
17
8
""
17
41
16
24
16
""
17
17
42
9
8
16
8
25
8
8
16
8
""
16
8
33
""
8
24
16
33
""
16
24
""
8
8
8
""
""
8
""
8
""
8
8
16
16
33
16
16
41
8
17
8
41
25
33
33
24
57
33
33
25
17
24
25
8
79
26
25
8
43
8
41
66
17
26
17
""
33
41
25
110
108
169
50
41
33
16
25
35
34
41
8
33
8
17
8
24
17
33
24
24
25
""
34
33
""
26
59
42
66
""
17
59
113
91
49
42
43
43
8
8
8
16
16
25
16
25
33
8
50
33
33
24
51
66
41
33
33
33
33
26
24
41
25
41
16
17
25
57
33
25
25
85
25
8
51
25
33
50
60
61
36
33
17
33
126
45
42
43
90
64
25
50
25
8
41
49
33
17
17
8
33
""
33
17
16
16
25
9
16
8
24
8
8
17
8
""
16
17
17
8
8
33
16
17
16
8
16
17
16
10
