点对点网络
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
16
33
25
8
24
34
42
25
25
8
25
8
24
43
42
17
33
33
8
8
24
16
24
33
25
25
33
42
8
24
8
""
17
8
24
26
""
8
8
8
8
17
25
33
8
33
16
24
8
""
8
8
""
16
16
16
25
16
17
8
""
""
""
8
16
16
16
24
""
""
""
""
33
8
""
33
""
8
16
33
8
""
16
""
16
25
""
""
""
16
16
25
""
16
26
""
16
""
""
16
8
""
8
""
""
8
""
""
8
8
""
""
""
17
""
16
""
""
""
""
25
""
""
""
25
8
""
8
""
8
""
8
8
""
""
""
""
""
10
""
""
""
""
""
9
""
8
8
""
""
""
8
8
18
""
""
8
""
""
8
""
""
""
8
""
""
""
""
""
8
""
""
8
8
""
""
""
""
8
17
9
""
""
""
""
""
""
""
""
""
""
""
""
8
""
16
16
""
17
""
""
""
8
""
""
8
8
""
8
17
""
""
""
8
8
""
""
""
""
""
""
""
""
8
""
""
""
8
""
9
""
8
""
""
""
""
""
8
""
""
""
""
""
""
""
""
8
""
""
8
""
8
""
""
8
""
""
""
""
""
8
8
""
""
25
""
""
8
8
16
""
16
26
17
8
17
33
8
""
""
""
17
17
8
8
16
8
8
25
17
17
8
8
25
""
""
8
8
""
""
8
8
8
8
""
16
33
16
17
17
""
8
16
16
16
17
24
8
""
""
""
""
8
8
24
8
8
17
16
17
16
""
24
25
53
26
26
34
42
26
42
43
42
26
36
25
43
43
34
8
25
34
25
17
17
52
43
33
17
17
17
""
16
25
18
""
16
""
25
16
8
""
8
""
""
""
16
24
25
24
""
""
41
25
42
8
9
33
25
33
25
8
8
8
17
25
""
""
""
""
""
17
8
8
8
8
25
24
17
""
8
8
""
""
8
8
""
16
8
8
33
""
16
16
16
16
""
""
8
""
""
17
""
17
""
""
8
8
""
8
8
33
33
""
16
8
8
16
33
25
16
16
25
33
8
24
41
16
41
24
9
17
17
25
8
16
8
33
16
8
8
8
""
8
8
24
16
""
""
""
16
""
""
""
16
8
8
33
8
17
25
""
17
17
25
25
25
""
8
33
8
33
8
8
8
8
8
16
24
8
""
8
34
8
16
16
25
16
33
25
17
8
""
16
""
""
""
""
""
16
8
8
16
""
""
""
8
8
""
25
16
""
16
25
""
8
8
10
8
""
""
8
8
""
8
8
""
8
""
""
16
""
8
""
""
8
""
""
8
17
""
