智能化
""
""
17
""
8
""
8
8
""
25
24
24
8
""
16
33
25
24
16
8
8
16
16
33
17
25
16
8
8
""
8
""
8
8
8
8
8
33
8
24
8
""
8
16
8
17
17
24
16
24
8
16
""
25
8
8
""
17
8
16
25
8
33
16
25
33
24
8
8
17
8
25
16
8
16
16
25
8
17
17
8
""
8
""
""
8
17
""
""
""
16
9
16
8
16
42
16
8
24
""
24
""
8
25
17
""
8
8
""
8
""
""
""
8
16
17
25
8
8
16
17
17
8
8
""
24
""
24
17
33
""
33
8
24
""
9
9
8
8
17
41
25
16
8
8
16
24
""
33
8
25
41
""
8
17
8
""
""
8
8
""
""
""
8
16
16
8
33
33
8
17
16
8
""
25
24
""
16
8
16
25
""
25
8
16
8
""
25
8
16
8
8
16
41
16
8
8
8
""
8
8
8
16
41
33
8
8
16
17
24
""
8
""
16
8
""
""
8
17
8
8
33
25
17
24
8
17
33
35
25
34
43
60
52
69
42
41
51
26
43
35
52
62
69
52
44
42
49
25
51
59
66
68
42
25
58
66
33
42
25
41
25
59
25
42
33
42
17
34
49
42
25
33
17
8
33
58
17
17
33
17
33
51
51
50
59
33
50
58
42
16
41
16
50
58
57
25
42
41
25
33
41
43
41
16
41
41
49
41
42
41
24
16
33
33
17
25
16
8
33
16
""
65
25
66
17
24
25
17
16
33
33
16
24
16
8
33
25
33
49
33
34
24
""
24
42
33
16
""
8
33
41
59
16
33
33
41
41
75
33
17
41
34
26
49
25
25
34
41
33
17
25
""
17
49
33
42
33
49
8
41
33
50
41
58
50
50
42
33
49
25
41
33
25
33
16
25
8
""
24
49
41
16
41
83
8
49
25
66
27
57
33
49
49
49
41
66
25
8
41
34
41
33
8
25
34
16
24
42
16
73
41
33
41
25
33
24
82
26
41
50
66
""
33
41
24
41
50
33
24
24
33
33
25
41
49
41
24
24
41
67
59
74
25
57
60
33
42
33
49
""
8
16
8
8
16
16
25
17
57
66
58
41
16
42
42
83
49
34
61
42
34
34
41
25
41
66
33
49
8
41
41
49
25
17
50
34
50
24
33
33
25
59
57
33
65
60
83
66
66
50
75
57
74
51
41
41
41
25
25
65
59
75
41
49
66
42
25
50
24
16
25
42
50
58
75
17
41
41
50
24
42
24
58
24
16
33
67
75
42
8
50
41
41
49
51
50
41
50
75
67
49
67
8
58
49
33
25
24
""
17
42
50
58
68
43
41
51
49
66
75
41
41
25
51
59
50
33
33
58
41
50
57
17
33
41
41
17
57
50
50
57
42
42
24
74
33
49
58
33
58
75
57
41
49
25
""
25
25
34
33
25
58
33
25
49
75
75
50
65
33
57
66
33
48
