物联网
186
230
211
181
170
101
181
211
245
258
253
244
223
225
238
226
242
223
217
254
292
242
218
206
215
239
234
222
211
221
208
204
195
198
252
222
205
253
236
256
189
248
270
265
323
309
366
352
298
277
243
257
231
177
174
119
95
175
181
298
265
278
268
241
230
252
192
224
260
272
205
230
207
234
211
227
222
202
244
199
186
209
197
185
203
194
191
179
283
219
209
265
126
205
197
186
271
212
196
189
185
180
183
167
177
148
161
165
200
162
110
201
277
197
214
197
208
204
154
183
187
218
167
213
214
218
240
255
164
206
256
350
345
367
379
322
349
308
319
301
441
570
416
392
229
318
295
293
296
306
299
297
315
314
344
306
313
291
322
264
227
185
219
272
460
400
345
366
381
371
328
343
330
329
257
326
328
333
300
334
352
358
466
370
325
357
389
322
391
404
394
354
413
612
525
466
275
378
364
363
399
371
364
443
402
342
349
380
363
308
403
386
323
335
305
266
214
309
416
457
474
440
405
383
417
391
336
376
410
434
423
426
448
400
647
541
404
430
530
397
403
414
394
379
394
615
735
426
295
351
427
405
416
393
401
397
386
401
398
450
454
348
420
353
329
297
243
223
314
360
433
414
415
381
355
360
367
374
369
349
368
371
393
418
359
471
729
564
439
436
524
417
443
427
408
404
400
518
547
620
474
401
462
519
502
495
390
586
520
483
497
461
507
436
442
390
362
256
312
396
476
519
485
489
511
530
492
487
546
569
492
460
522
490
507
504
533
586
876
860
675
680
817
616
649
609
619
590
592
707
847
760
658
411
681
623
579
537
560
588
549
584
614
534
534
581
539
555
542
477
459
428
301
443
583
751
746
684
774
587
710
672
649
558
622
580
599
568
584
529
561
692
559
484
541
569
565
469
460
456
413
502
651
583
500
330
527
510
514
514
552
540
506
498
488
516
552
521
463
512
449
366
305
232
446
489
571
544
594
519
551
499
608
545
539
358
468
506
474
483
480
600
700
878
539
556
574
602
533
468
463
449
491
550
620
591
579
327
537
551
509
486
499
467
500
471
448
437
448
459
398
367
316
209
201
244
293
368
444
434
482
448
494
420
432
443
451
384
449
547
487
495
486
454
479
444
535
629
537
603
649
540
469
502
543
626
566
579
526
360
386
461
478
477
476
467
460
447
435
434
422
437
412
484
416
370
325
308
228
310
462
1230
959
768
757
705
640
620
590
423
430
454
451
389
399
431
440
675
529
373
375
440
347
346
325
357
359
383
479
503
379
369
308
401
383
376
357
364
374
353
348
352
393
345
342
342
301
286
239
200
306
530
815
850
665
694
686
727
998
1324
1088
650
546
575
449
426
379
423
474
591
629
379
343
405
367
345
352
400
361
392
435
451
500
395
292
356
363
385
357
359
386
364
574
741
673
527
762
835
759
707
1143
900
1529
1421
1215
1319
888
713
611
746
750
703
616
654
591
