分布式
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
8
""
""
8
""
""
""
""
""
""
8
""
8
16
43
50
62
9
8
8
""
""
""
9
8
16
8
8
""
""
24
8
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
8
""
""
""
8
8
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
8
""
8
""
8
""
""
""
16
24
8
8
8
25
8
8
8
33
""
8
8
8
16
16
8
17
16
41
8
""
""
""
8
16
33
24
24
8
34
16
25
8
""
9
""
17
8
16
8
""
""
""
""
25
8
16
8
8
16
16
17
8
17
24
""
26
16
25
16
17
16
25
24
41
28
""
16
8
""
24
16
""
25
24
16
17
8
41
17
""
41
49
24
8
16
34
25
25
16
33
17
8
58
34
50
58
33
50
24
67
33
33
49
65
43
33
25
17
33
25
25
33
49
49
41
34
17
59
33
33
25
16
24
17
41
8
8
43
50
49
33
33
17
59
24
41
25
41
58
50
49
42
17
50
26
33
8
49
33
34
42
33
41
25
58
42
49
51
""
25
41
26
33
66
49
59
50
41
41
42
42
16
57
24
41
16
16
41
66
66
76
76
25
50
41
41
83
41
33
24
51
49
66
33
25
50
33
25
42
66
41
33
66
34
49
41
66
42
42
50
24
41
65
24
58
75
25
42
33
33
17
42
50
57
16
8
""
""
8
24
33
66
33
49
33
49
41
33
43
33
17
42
41
50
43
24
25
25
8
8
24
16
25
24
24
25
58
33
50
75
65
41
16
58
67
57
41
49
34
65
41
34
58
73
59
17
41
41
41
50
41
25
16
66
68
59
60
57
49
83
75
25
41
33
33
34
33
49
84
33
82
65
17
49
25
33
41
17
41
33
59
49
49
41
25
33
33
24
33
33
41
66
49
25
82
49
67
41
66
58
75
33
42
42
50
75
41
49
58
50
83
43
58
57
57
33
50
33
66
41
66
50
58
58
42
42
41
33
33
34
33
33
41
25
33
34
24
17
49
33
26
33
25
33
33
42
41
16
41
16
17
50
17
41
66
50
16
16
49
42
49
58
59
59
41
50
43
20
