直销银行
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
9
9
34
26
33
25
33
41
17
16
8
8
8
33
17
""
24
17
""
16
8
8
""
33
24
34
8
16
16
17
34
35
51
33
8
16
16
8
17
""
33
25
25
33
25
41
25
41
""
41
24
51
8
16
24
25
16
26
24
33
25
36
49
41
58
66
66
59
16
16
33
9
33
41
33
41
24
52
34
49
50
62
58
41
33
41
24
33
51
25
24
33
50
33
52
58
41
33
75
34
42
24
50
50
33
16
57
16
33
43
16
16
24
25
33
88
51
83
49
33
42
25
57
16
49
24
49
16
33
49
34
24
16
33
34
16
41
33
16
33
42
34
49
33
17
41
34
34
59
33
50
33
58
67
33
17
17
41
16
17
16
25
41
33
25
41
33
41
8
16
25
26
33
8
41
57
59
24
8
33
92
58
74
59
58
16
77
58
25
41
16
33
74
75
58
25
33
49
33
25
33
17
24
8
58
58
66
58
33
33
8
33
9
8
16
17
41
42
50
60
59
33
67
51
93
42
18
66
17
58
41
41
8
50
16
24
41
33
67
24
41
41
41
33
41
57
24
49
16
33
33
25
25
41
41
24
24
16
""
17
41
49
17
24
16
8
16
17
33
8
16
24
24
16
16
24
16
16
24
24
17
8
8
16
25
""
16
25
25
16
24
""
24
16
33
17
""
""
8
25
""
""
8
""
24
8
""
16
8
16
""
16
16
8
16
8
16
17
8
8
8
""
16
25
33
24
8
33
""
""
8
""
8
""
8
16
16
8
""
33
49
17
8
16
24
16
16
8
25
8
25
24
24
8
16
""
8
17
""
8
""
8
8
""
8
8
8
8
""
""
""
17
8
24
""
""
""
8
16
9
25
59
25
34
8
51
25
16
""
8
8
34
16
25
8
8
""
8
8
""
""
16
8
25
""
""
8
17
8
""
""
""
""
""
""
""
16
""
""
""
""
8
8
8
""
8
41
""
8
""
""
""
""
8
8
""
""
8
""
""
8
16
""
""
8
8
16
""
""
8
8
""
""
8
8
8
""
8
9
""
24
""
""
33
25
""
8
""
""
""
""
""
8
""
""
""
8
8
8
""
""
""
""
""
8
9
""
""
8
""
""
""
""
""
""
8
""
""
8
""
""
""
8
""
10
