直销银行
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
42
51
66
49
41
65
33
8
24
""
24
16
24
17
16
17
16
25
16
24
8
33
16
75
50
41
41
66
50
49
59
83
33
17
58
66
42
68
58
43
41
57
75
68
114
117
103
127
95
84
75
93
91
103
33
60
86
78
60
87
99
104
108
123
95
101
76
49
101
84
86
68
86
34
49
78
66
94
80
101
76
68
94
60
110
84
83
75
93
75
50
67
58
83
68
76
78
50
87
66
66
68
82
84
84
76
33
33
90
58
59
92
91
137
105
74
71
75
50
85
50
67
59
58
41
16
58
50
96
94
66
50
58
69
58
66
67
59
68
84
68
58
58
50
69
95
57
83
82
67
75
58
50
33
58
41
59
66
33
41
58
66
58
50
74
66
51
84
66
67
59
25
77
77
67
24
50
71
87
61
112
59
52
67
58
59
84
91
75
68
83
59
76
66
42
51
88
77
102
67
78
51
83
94
93
95
83
74
58
69
68
57
69
54
59
104
76
93
86
75
85
113
123
96
94
68
76
106
88
114
51
105
124
111
93
93
111
84
93
70
92
69
67
93
58
58
68
93
96
51
93
60
92
93
76
92
85
100
67
50
76
41
87
43
84
67
50
50
75
41
41
66
41
49
50
41
41
51
41
33
42
8
66
84
76
51
60
49
49
33
66
43
59
50
58
67
41
44
34
24
17
66
33
25
74
50
50
33
50
66
59
24
50
49
50
25
33
49
33
58
75
75
41
49
51
66
41
25
33
24
41
17
8
16
16
58
17
42
50
50
41
41
34
58
44
25
25
25
51
59
33
33
33
41
8
41
9
68
68
68
77
66
17
75
41
51
76
42
61
60
41
42
41
34
49
75
33
83
95
110
60
102
78
87
49
41
42
17
49
67
41
67
57
41
16
33
66
25
50
59
16
""
33
33
41
58
49
33
16
42
33
41
24
33
17
8
33
41
16
25
16
17
41
33
8
25
33
33
41
41
""
33
42
8
16
17
41
8
42
41
24
8
33
16
16
50
""
9
16
41
""
41
8
25
24
41
41
42
58
16
25
68
49
33
16
49
16
16
25
33
33
57
16
25
41
33
8
16
25
""
24
8
""
16
8
24
9
""
8
16
25
8
24
41
8
24
24
17
""
25
24
16
19
