区块链
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
16
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
8
8
8
""
""
""
""
9
""
""
""
""
""
9
""
""
""
""
""
""
""
16
8
""
""
9
8
16
9
9
8
""
""
""
""
9
33
34
33
25
53
60
35
""
16
41
31
25
42
16
8
8
59
77
112
119
113
96
129
141
157
167
195
181
173
172
205
189
224
196
207
247
254
317
287
253
164
268
297
309
291
293
305
325
396
456
432
374
384
379
508
576
629
473
605
632
564
560
581
541
524
604
508
571
531
504
564
462
622
519
360
628
650
639
578
444
620
585
570
557
573
504
545
544
619
570
323
356
597
587
692
648
702
665
707
635
478
580
589
612
586
898
1204
1120
716
797
1060
1055
1067
991
1025
973
1049
1052
1187
1454
1530
2424
1894
1454
1346
1058
434
905
1050
1033
872
1033
1101
1288
1265
1448
1601
1802
1541
2018
8254
4964
3436
3164
3384
1441
3207
6759
7262
5159
4455
3650
2477
2930
2613
2815
2058
2469
2558
2787
3159
2719
2241
1921
2123
2110
2181
2026
1989
1875
1895
1838
1952
1545
1548
1464
1314
1286
589
1639
1566
1614
1526
1410
1304
1353
1277
1403
1318
1077
843
696
867
634
507
374
270
537
714
820
737
778
684
638
1096
832
808
860
475
681
740
670
692
962
916
1042
1035
707
620
622
658
579
557
553
593
574
603
516
627
628
306
557
603
5176
9076
3011
2064
1789
1524
1633
1553
1422
1405
1111
1104
763
303
259
458
550
651
687
830
828
648
643
682
620
713
862
664
641
815
638
747
711
753
702
638
828
1001
818
907
902
807
732
804
844
881
962
993
1104
645
678
975
932
985
1030
947
897
964
861
819
955
804
651
755
728
587
650
583
505
627
819
818
828
837
889
783
747
887
879
758
668
970
831
771
681
708
612
637
560
542
511
534
472
455
487
517
518
547
766
660
532
458
383
586
635
625
654
690
729
702
744
734
745
662
586
589
563
525
472
281
560
624
648
709
691
658
696
729
585
695
731
614
493
603
593
580
483
586
585
578
556
544
500
533
504
457
511
501
538
565
539
538
572
520
426
519
592
524
550
544
526
447
398
356
284
295
319
329
351
255
244
382
441
470
505
481
470
471
471
494
429
449
475
362
325
