点对点网络
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
16
""
""
8
9
""
25
""
8
""
8
25
16
8
8
16
""
""
8
""
8
8
""
8
""
8
""
8
""
8
""
8
""
8
""
""
""
""
8
""
""
""
""
""
""
""
""
""
8
""
8
""
16
""
8
8
""
""
8
""
""
""
""
""
8
10
""
""
""
""
""
""
16
""
""
""
""
8
""
""
""
""
""
""
""
""
""
8
""
""
8
8
8
""
""
""
9
""
""
8
8
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
8
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
10
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
8
""
8
""
8
""
""
""
""
""
8
""
8
""
""
""
""
""
""
""
""
""
""
""
""
8
""
8
""
8
""
""
8
""
8
""
8
""
""
""
""
""
""
8
""
8
""
""
""
""
16
8
""
""
""
""
8
""
""
""
""
8
8
""
""
""
""
""
""
""
""
""
16
""
""
8
""
9
8
8
""
8
""
8
8
8
8
""
17
9
""
""
8
""
""
""
""
8
""
8
""
""
""
8
""
""
""
""
""
""
8
16
16
""
""
""
""
8
""
""
""
""
8
8
""
""
""
16
""
""
""
8
8
""
""
""
8
""
8
8
""
""
""
16
""
""
8
16
""
8
""
8
""
8
8
""
""
""
""
""
8
8
8
""
""
""
""
""
8
""
""
""
""
""
""
""
8
8
""
8
17
""
8
16
""
""
8
""
""
8
""
8
8
""
16
""
""
8
""
""
16
8
""
8
""
16
16
""
""
8
8
""
8
8
""
8
""
8
8
""
""
""
""
""
""
""
""
8
""
8
""
""
8
""
8
""
""
""
""
""
8
24
""
""
""
""
""
""
""
""
""
8
""
""
""
""
8
8
24
9
8
16
""
8
8
""
17
""
""
""
""
""
""
""
8
""
8
""
""
""
""
8
""
8
""
25
""
""
8
""
""
""
""
""
""
""
8
""
""
""
""
""
8
""
16
""
""
""
""
8
""
""
""
