金融科技
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
17
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
16
8
""
""
8
""
""
""
""
17
""
""
""
""
""
""
""
""
""
""
25
16
""
""
""
8
""
""
""
8
""
9
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
8
8
""
""
8
8
""
8
""
""
""
8
16
""
8
""
""
""
""
""
9
""
""
""
8
""
8
16
8
8
8
""
""
24
""
17
""
8
16
16
17
8
8
8
""
25
8
""
16
""
""
8
""
33
8
25
33
8
16
""
25
26
""
25
24
17
25
49
50
41
16
24
33
26
24
25
24
17
17
41
68
17
24
33
59
16
75
49
65
42
33
24
33
72
41
24
25
24
24
17
42
24
""
8
""
67
25
24
51
50
33
41
17
33
24
33
59
26
25
41
42
96
33
41
33
41
17
75
66
9
25
50
67
80
24
8
67
53
50
58
49
66
35
75
76
61
89
99
56
59
50
24
49
""
8
66
50
59
51
42
75
34
50
66
86
42
60
33
61
16
33
41
52
95
58
46
58
81
58
50
50
58
74
34
25
41
17
9
59
25
41
34
50
68
83
34
42
44
33
33
42
8
58
8
""
16
17
49
74
68
57
58
42
33
59
33
49
25
76
75
101
58
67
92
76
67
92
97
85
126
132
75
66
87
77
68
62
84
96
75
42
74
94
85
116
104
112
104
84
101
60
103
111
100
58
84
60
67
25
41
67
59
83
67
58
59
42
104
93
26
33
102
102
96
100
58
58
118
162
67
35
103
96
34
66
66
74
41
43
69
76
50
25
67
59
59
58
50
59
78
67
69
42
33
41
25
58
33
49
""
57
41
84
79
50
94
69
67
59
59
91
60
77
79
93
67
42
92
71
124
187
52
35
86
114
72
80
67
93
42
84
42
76
58
83
67
95
68
50
95
86
94
70
77
75
51
42
25
42
24
33
67
49
50
41
54
50
34
50
49
44
41
33
41
20
