直销银行
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
8
42
53
67
84
65
58
50
17
24
25
49
""
41
16
41
8
33
24
8
8
24
17
49
100
66
49
74
58
33
118
84
75
59
42
84
92
59
51
59
76
89
26
17
41
92
49
99
66
75
74
75
82
67
86
68
86
66
50
53
94
109
124
124
97
130
91
106
78
98
83
84
83
83
59
50
84
83
87
118
127
98
69
116
104
85
115
128
127
112
84
88
84
87
117
100
105
105
75
93
84
95
92
42
84
100
76
76
58
59
76
109
75
108
141
108
73
84
51
86
78
91
67
59
60
73
59
58
42
92
59
60
69
68
83
66
84
100
86
64
94
68
85
50
59
54
82
59
67
59
79
74
41
50
69
66
50
58
50
42
34
59
75
68
66
50
75
76
60
78
61
91
51
67
71
85
59
25
76
105
80
96
93
77
77
101
49
42
59
58
33
58
74
59
44
83
50
69
82
85
78
85
84
68
97
67
89
70
74
92
67
104
33
67
92
85
94
77
87
94
75
84
86
89
93
94
87
77
105
88
79
34
68
83
76
86
86
92
75
66
76
103
51
99
67
77
84
58
68
58
75
53
86
67
66
42
91
93
49
75
93
58
75
75
25
68
85
59
58
43
49
33
26
49
24
75
49
16
33
66
16
82
25
50
58
50
49
33
49
49
17
41
33
25
25
24
25
41
25
16
33
42
41
25
25
42
33
58
50
33
24
25
49
25
17
25
17
41
24
25
16
75
25
68
25
34
49
25
50
24
42
33
25
16
41
66
33
25
24
65
33
33
25
25
49
49
41
34
42
33
66
33
33
24
24
33
33
41
33
59
50
50
49
49
16
58
42
66
33
16
33
24
18
53
49
25
83
42
84
60
102
77
113
58
83
51
42
16
34
33
43
33
50
24
49
43
59
50
8
25
41
16
42
25
17
16
16
25
8
49
17
16
8
""
33
24
58
17
24
16
42
25
24
33
""
16
17
16
41
49
24
16
""
26
16
24
16
8
25
8
41
8
16
8
24
16
17
25
41
16
42
25
8
24
16
8
""
16
25
25
33
24
67
33
16
24
8
8
""
8
25
8
33
16
41
25
60
8
42
17
8
16
16
25
8
""
""
""
24
""
33
8
16
""
24
17
16
9
16
16
33
8
8
10
