流计算
""
""
""
""
""
""
""
""
8
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
16
9
""
""
""
""
8
""
""
""
""
""
""
""
""
9
""
16
8
""
""
""
8
""
""
""
""
""
26
9
""
""
8
""
""
""
""
""
16
8
""
8
""
""
""
""
""
""
8
8
8
8
8
8
""
17
17
9
""
8
""
""
""
""
16
8
8
16
16
17
""
8
8
""
""
""
""
""
""
8
""
""
8
8
""
""
""
8
8
8
8
25
16
25
8
""
8
""
""
""
""
""
""
8
8
8
8
""
""
""
8
8
8
""
8
16
""
8
16
""
8
""
8
""
""
8
17
""
""
9
""
17
""
17
""
""
""
8
""
""
8
8
8
16
33
""
33
24
8
""
8
8
16
8
""
8
8
""
8
8
8
8
8
16
""
8
25
8
""
8
24
33
""
16
16
8
8
17
24
""
""
17
8
8
""
""
""
8
""
8
24
""
16
8
16
8
16
24
24
17
8
8
""
8
17
8
8
""
8
8
""
8
""
16
16
""
""
8
""
""
8
17
33
33
16
16
""
8
16
17
16
""
""
17
8
""
8
""
16
""
8
24
""
8
50
8
8
8
33
8
""
""
25
16
""
16
25
""
8
24
41
18
16
""
8
34
""
19
16
33
16
17
24
""
24
25
8
16
25
25
25
24
49
33
16
25
8
8
33
25
17
37
68
24
25
8
33
16
24
8
24
17
8
41
8
24
""
16
25
8
24
8
16
25
34
16
8
33
16
8
17
8
24
25
8
33
41
33
33
25
""
17
16
50
17
17
41
33
41
16
16
25
25
41
16
17
25
16
17
24
25
33
8
33
8
33
17
16
""
8
41
25
41
49
16
17
25
""
25
33
8
8
33
17
""
16
8
17
83
49
17
33
24
17
41
25
33
8
25
25
24
24
8
33
17
41
25
""
17
16
16
17
16
""
33
8
25
16
33
41
25
41
33
8
33
25
41
26
8
33
17
25
25
16
41
33
25
24
41
""
8
16
24
41
34
8
17
17
16
""
17
17
42
33
25
41
8
33
24
8
16
17
17
17
16
16
8
16
24
42
25
8
24
16
25
8
24
8
17
25
25
16
""
24
25
""
24
8
16
25
""
""
""
33
24
25
25
33
24
16
17
49
25
41
33
25
24
17
33
""
16
16
33
16
33
16
25
""
17
16
33
8
8
8
33
17
16
8
8
16
25
8
41
33
25
8
33
""
""
8
16
""
16
""
8
33
49
16
33
8
16
8
25
24
24
""
