流计算
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
9
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
8
""
""
""
""
""
""
""
""
""
""
8
""
""
""
8
""
""
""
""
""
8
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
8
8
""
""
8
8
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
8
8
""
""
8
17
""
""
""
""
16
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
16
8
""
""
16
""
8
""
8
8
""
""
8
""
""
8
""
""
8
""
""
""
""
""
""
8
""
8
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
8
""
""
""
16
""
""
8
""
""
""
""
""
""
""
""
8
""
""
""
""
8
17
""
8
16
""
8
8
""
8
""
8
""
""
""
16
""
""
8
17
""
""
8
""
8
16
""
""
8
""
""
8
17
16
""
""
""
""
8
""
16
17
8
16
""
""
""
8
8
33
""
8
16
8
17
8
""
""
8
16
8
9
""
8
8
8
33
8
""
8
25
17
8
16
""
17
""
17
24
25
25
""
16
25
""
8
""
8
8
24
""
8
8
8
17
8
8
24
8
16
16
""
17
16
8
""
16
8
16
8
8
17
""
16
""
8
8
8
""
8
""
8
33
8
""
8
""
8
16
17
16
8
""
16
16
17
16
""
8
8
8
""
17
24
""
""
8
8
16
""
33
17
""
""
""
8
16
16
8
16
16
16
16
33
""
8
""
""
25
""
8
41
""
16
8
8
8
24
8
17
""
16
""
8
""
33
""
17
16
16
33
8
24
""
16
24
25
16
8
8
33
33
50
16
""
8
""
24
33
8
16
8
16
9
16
25
24
25
""
""
24
8
8
16
25
""
17
8
17
33
33
25
16
""
16
8
16
16
8
17
8
24
""
8
16
17
8
41
16
16
8
8
16
25
17
8
24
8
16
24
""
""
""
16
""
""
""
9
8
""
8
8
8
8
16
8
16
""
34
16
16
16
9
16
""
8
16
24
8
8
24
8
16
16
16
24
16
25
""
8
8
8
""
25
""
33
8
9
""
""
16
8
16
8
8
8
""
24
16
8
8
26
8
""
8
8
8
8
""
""
8
""
8
""
24
""
17
""
""
""
""
8
16
16
8
""
""
8
8
""
""
16
""
29
