生物识别
""
""
""
8
""
""
""
""
""
""
8
""
""
""
""
""
""
""
16
""
""
8
16
""
""
16
""
""
""
""
""
8
""
""
8
""
""
8
8
""
""
8
""
""
8
16
8
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
8
""
""
8
""
""
""
""
""
8
""
8
""
8
8
""
""
""
""
""
""
8
""
""
""
8
""
8
8
8
""
8
""
8
""
""
""
8
""
""
""
""
""
""
16
8
""
""
16
""
8
8
""
""
8
""
""
""
""
""
""
8
""
""
""
""
""
""
16
8
""
8
""
""
""
9
9
""
""
""
""
""
9
""
""
8
8
8
8
17
8
""
""
""
16
9
""
""
17
8
16
9
8
""
""
""
""
""
""
""
""
8
""
8
""
""
""
""
""
""
""
""
8
""
""
16
""
""
""
8
""
""
17
""
""
""
""
8
""
8
""
""
""
""
""
8
""
9
8
8
""
""
""
""
""
""
""
""
8
""
""
""
16
""
8
""
""
8
""
""
""
""
""
""
8
""
8
""
""
""
17
""
8
8
""
""
""
""
""
""
""
8
""
""
8
""
8
""
8
""
8
24
""
""
""
8
""
""
""
""
""
""
8
""
""
8
8
8
""
""
8
8
""
""
8
""
9
8
""
""
33
33
8
17
9
""
8
""
""
""
""
""
""
""
""
8
""
8
""
""
""
""
8
25
8
8
""
""
16
8
17
24
42
50
17
16
""
""
""
8
8
25
33
""
""
8
8
8
""
8
""
16
""
8
8
""
25
24
17
17
""
16
""
24
""
""
8
""
""
8
""
8
""
""
""
8
16
""
""
""
8
8
""
8
""
41
8
""
25
""
""
""
16
""
""
8
8
8
""
8
8
""
8
8
""
16
8
8
24
24
8
24
8
""
8
8
""
49
""
8
8
8
16
8
8
25
16
8
33
33
25
25
16
24
""
""
8
8
8
8
18
8
9
""
""
17
24
8
9
8
33
""
""
""
16
24
8
25
""
16
8
""
""
""
8
""
24
""
8
16
""
16
8
16
8
8
8
""
41
16
17
16
8
41
8
25
16
""
25
24
8
8
""
8
8
""
16
""
8
8
16
25
16
24
8
8
24
""
8
17
8
""
17
16
8
8
25
8
""
8
25
16
16
25
17
""
24
24
8
16
8
24
8
16
17
24
66
16
17
17
16
26
25
24
17
25
16
33
24
33
24
8
""
8
16
25
24
17
16
""
""
33
33
8
41
16
9
""
16
8
16
8
""
8
16
8
8
16
25
8
8
8
16
8
24
25
8
42
16
17
33
33
33
24
41
17
25
8
8
""
17
25
42
8
""
25
16
33
16
42
24
33
""
41
""
17
16
16
16
25
33
34
26
25
34
8
""
8
16
33
""
8
33
33
17
8
16
""
""
25
16
33
25
25
25
19
