金融科技
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
8
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
16
""
""
8
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
8
8
""
""
""
8
8
""
""
8
8
34
9
34
16
33
25
16
24
""
8
""
18
8
17
""
9
33
8
8
""
8
""
""
17
8
8
""
8
17
""
""
""
""
8
""
""
8
""
25
25
16
8
""
8
""
""
8
24
8
8
8
17
8
8
8
""
""
""
16
17
16
16
33
8
8
24
16
25
25
""
27
8
8
25
16
8
""
16
8
""
8
8
16
41
""
16
16
25
""
8
17
8
8
8
""
16
17
25
17
25
""
8
8
8
9
""
""
8
8
""
""
""
""
""
8
8
33
8
""
""
""
8
""
""
8
8
""
""
""
""
16
24
16
""
8
8
""
""
8
8
16
""
""
41
8
16
33
33
""
16
16
16
34
82
8
8
43
25
16
24
16
34
8
""
8
33
25
25
24
16
42
33
8
41
16
49
33
25
17
8
""
""
""
8
8
8
24
24
16
8
25
16
9
""
25
17
49
""
8
""
50
60
25
8
33
16
25
""
16
16
8
8
16
16
""
""
42
8
24
17
8
33
42
""
16
25
17
8
16
24
24
8
8
25
33
50
24
16
41
26
""
41
24
33
33
8
17
42
41
""
8
25
53
53
16
8
57
41
16
8
""
""
8
17
41
""
""
16
""
8
8
8
25
""
8
8
24
""
17
33
17
""
25
8
8
16
""
""
""
16
8
8
""
""
""
8
8
""
