分布式
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
8
""
""
8
""
""
""
""
16
""
8
""
""
""
""
""
""
""
""
""
""
8
""
""
9
""
""
""
""
8
""
""
""
""
8
""
16
""
""
""
8
8
""
""
16
8
""
""
""
""
8
16
""
""
""
""
""
""
""
16
""
""
8
""
""
""
""
""
""
8
8
8
""
8
16
""
8
""
""
""
""
""
""
""
8
8
16
8
8
8
8
8
""
""
""
17
25
9
17
8
8
""
16
8
8
16
16
8
9
8
16
""
""
""
16
8
26
8
16
8
8
8
8
""
""
8
""
17
16
24
16
""
16
""
""
25
""
9
8
17
8
24
""
""
16
""
""
""
""
16
8
17
""
8
8
8
""
17
25
8
8
8
8
16
25
""
""
8
""
""
8
""
8
24
""
33
8
16
8
8
""
""
16
""
""
""
8
8
""
""
16
""
8
8
25
""
""
8
""
8
""
25
""
16
16
""
""
""
""
8
8
""
8
8
""
16
""
8
8
""
""
""
""
""
""
8
8
9
""
""
""
8
8
8
""
8
17
8
16
8
""
8
""
16
8
8
8
8
""
8
""
8
""
33
""
17
8
8
8
8
24
16
16
34
8
16
""
""
8
8
8
""
""
""
8
16
""
17
16
24
25
8
8
8
16
8
8
17
8
24
""
17
17
""
""
8
16
16
""
8
""
""
""
8
16
17
42
24
25
17
8
16
16
8
""
""
8
17
25
33
8
8
34
41
42
41
41
25
41
33
42
24
25
33
16
""
""
8
16
17
24
17
24
16
8
24
16
""
""
16
""
8
""
8
16
16
8
16
""
""
""
""
""
16
17
""
""
""
8
""
8
17
8
16
17
8
""
""
""
""
16
8
""
""
8
24
16
""
""
16
8
8
""
