P2P
979
908
908
910
874
773
884
922
959
981
995
1051
968
968
1021
957
960
989
1008
969
1016
957
958
962
964
985
999
987
1078
999
985
963
985
952
950
933
925
945
936
979
989
972
953
950
967
944
954
931
919
898
877
870
877
872
872
802
671
876
890
895
920
905
923
896
913
898
955
887
892
890
889
869
873
872
872
869
874
884
866
886
908
912
938
885
880
879
852
874
849
815
778
723
866
864
822
803
825
809
780
791
773
691
658
741
685
666
648
659
733
707
563
530
697
727
744
758
809
791
779
728
769
697
798
688
698
748
717
819
844
806
770
1050
1168
1236
1263
1303
1240
1311
1206
1185
1091
1028
1067
1001
1114
1058
1191
1117
1099
1146
1156
1483
1308
1196
1220
1043
1051
1288
1223
1166
1078
843
1030
1084
1193
1385
1453
1468
1504
1608
1407
1575
1659
1784
1693
1746
1725
1678
1648
1728
1711
1754
1736
1708
1771
1774
1754
1747
1768
1849
1883
1895
1887
1817
1841
1851
1736
1811
1879
1890
1898
1885
1812
1859
1868
1834
1857
1824
1823
1810
1847
1807
1962
1796
1727
1581
1296
1738
2016
2192
2274
2053
1991
2030
2028
1906
1791
1873
2132
2107
1935
1935
1872
1876
1788
1926
1919
2043
2058
1880
1977
1905
1851
1872
1785
1814
1820
1725
1591
1688
1857
1745
1592
1716
1730
1749
1732
1765
1834
1910
1821
1810
1776
1706
1575
1585
1468
964
1640
1705
1778
1802
1783
1693
1635
1877
1786
1826
1766
1565
1671
1687
1675
1554
1457
1516
1626
1448
1470
1446
1437
1394
1498
1439
1447
1654
1528
1429
1170
1302
1225
1081
1276
1216
1146
1116
1068
1173
1162
1358
1255
1127
1198
1104
1147
1022
857
622
817
1231
1218
1258
1252
1239
1274
1309
1229
1052
1120
1100
1091
1131
1199
1213
1246
1048
1159
1153
1358
1426
1529
1542
1566
1534
1514
1568
1551
1451
1391
1495
1483
1347
1299
928
1487
1394
1442
1367
1335
1384
1384
1451
1383
1385
1324
1421
1395
1438
1403
1298
1074
1037
688
1140
1469
1551
1507
1487
1447
1308
1583
1482
1479
1206
1416
1444
1396
1360
1323
1228
1349
1407
1521
2358
4467
4718
2742
4071
2039
2097
1698
1719
1599
1420
1472
1189
1525
1496
1400
1237
1062
961
999
966
898
871
973
1034
965
1065
1009
933
788
591
996
1089
1168
1101
1106
941
1437
1366
1130
942
961
789
991
1017
1055
933
827
996
1057
1118
1080
900
1184
1026
997
862
844
743
955
1053
739
741
716
571
817
906
1088
1019
1043
974
974
943
1008
1021
973
776
849
762
651
391
438
550
628
717
821
827
810
860
897
818
750
849
1078
784
990
981
896
790
870
733
808
696
1144
1018
806
742
670
682
678
718
659
660
699
755
773
612
595
728
844
914
1401
943
893
1219
1683
1010
882
793
678
709
811
635
618
620
438
557
658
755
694
660
629
743
620
882
616
519
533
543
543
563
571
535
500
508
471
463
460
472
444
407
421
440
496
475
582
649
496
446
396
443
422
469
507
465
507
469
478
468
470
451
406
432
388
372
362
276
428
484
457
537
496
532
487
496
427
482
472
421
427
614
511
515
422
449
507
485
445
458
616
419
442
413
397
417
383
407
399
407
403
368
327
367
415
396
393
388
400
393
350
358
307
273
296
310
316
270
251
334
357
366
399
419
413
423
399
380
388
394
375
339
303
