数字化
""
8
""
""
8
8
""
16
16
34
25
8
26
17
34
17
16
41
17
26
42
17
33
16
8
8
24
""
16
8
24
24
8
33
8
17
17
8
16
8
24
16
25
16
24
17
16
8
17
8
24
33
16
""
8
8
""
""
16
16
8
35
8
50
17
41
""
16
41
17
41
24
33
26
17
33
8
25
24
16
33
8
8
""
24
""
8
25
""
8
17
8
""
9
8
8
33
17
17
16
25
24
24
33
8
8
""
25
8
24
9
""
33
8
25
16
25
""
8
16
8
9
8
""
""
8
16
17
16
25
25
8
50
24
16
""
8
25
16
8
25
8
16
33
""
33
33
92
""
24
8
16
24
50
57
66
49
42
17
8
""
17
16
9
33
8
17
33
""
25
""
8
16
""
25
16
25
24
17
""
9
8
33
""
8
""
8
17
25
8
16
43
8
14
24
8
""
8
16
25
33
24
16
""
16
18
24
33
24
8
17
8
17
24
9
8
8
16
33
42
16
25
17
33
24
24
""
16
24
""
9
25
67
24
25
8
33
49
""
16
16
8
16
16
""
25
24
16
8
18
25
33
33
33
24
24
24
""
16
37
24
9
16
8
8
""
8
""
""
8
25
33
16
16
16
8
24
8
""
33
24
24
16
24
""
8
8
""
24
8
33
""
""
""
16
8
17
33
16
26
17
8
16
17
17
25
16
9
9
8
24
16
8
8
16
8
""
""
8
""
16
""
53
35
41
33
16
16
17
""
""
24
41
8
""
16
8
33
8
57
24
17
17
33
8
17
33
34
16
41
16
8
8
24
33
8
17
16
26
58
17
33
8
41
25
42
25
58
16
8
9
16
""
8
41
50
34
8
49
""
8
8
49
16
25
41
24
8
41
33
42
""
8
16
16
33
8
16
""
25
16
58
65
50
34
16
16
16
57
25
58
58
33
50
57
41
59
43
49
49
33
33
17
16
25
41
50
68
41
75
41
33
33
57
41
41
24
33
49
41
33
41
58
58
49
33
109
43
25
16
16
41
33
50
33
33
49
16
26
17
16
41
17
50
41
33
41
35
49
16
9
25
33
8
16
33
83
58
71
103
90
93
42
77
33
76
58
66
58
60
33
65
50
59
67
74
58
85
41
49
67
17
58
91
85
60
85
97
88
80
96
87
89
92
67
100
110
96
89
86
94
76
86
58
76
76
58
34
33
75
92
108
92
84
85
92
77
86
78
58
77
96
92
85
99
49
68
68
84
101
42
58
59
111
93
76
102
101
87
76
97
70
76
85
69
85
86
94
94
78
104
94
94
75
94
85
76
102
92
67
86
92
103
104
102
122
114
124
96
111
112
97
75
89
97
113
70
107
80
96
86
77
67
92
52
66
60
100
82
70
43
77
104
77
76
102
116
88
87
105
106
123
96
102
86
86
75
94
75
58
34
94
104
70
95
104
97
113
113
101
90
113
106
100
70
