智能化
57
17
25
17
8
8
33
8
42
34
25
24
42
42
41
17
17
33
16
33
25
33
33
25
33
42
33
33
24
8
25
41
33
17
17
41
16
34
33
25
33
33
24
18
42
26
42
17
25
25
49
41
""
24
41
25
""
16
26
25
25
8
33
34
50
42
42
42
49
34
25
25
25
33
42
17
34
33
16
25
17
33
33
25
33
16
16
17
25
24
41
17
16
16
33
34
24
25
50
42
16
34
26
33
41
17
50
33
17
17
""
16
16
50
26
26
26
42
43
42
59
17
16
8
33
16
26
17
26
33
34
25
33
33
16
16
33
24
16
33
50
49
17
74
""
41
25
33
50
33
16
17
49
""
8
17
49
25
16
34
16
8
8
33
16
49
10
50
33
16
17
24
16
41
18
33
33
24
16
33
33
25
17
8
8
16
34
17
33
33
49
24
8
25
24
24
33
25
34
33
50
24
8
33
41
17
33
49
34
25
42
25
8
41
24
33
""
33
49
49
41
33
24
33
24
33
35
50
49
75
60
77
85
71
77
62
79
69
52
53
96
84
69
63
63
72
54
68
52
42
86
59
68
78
84
51
93
100
70
95
71
67
68
50
58
44
25
51
68
74
66
66
67
83
41
58
59
76
50
67
42
42
84
75
34
68
42
92
50
34
51
33
16
67
49
25
51
50
18
69
65
50
60
43
51
50
35
66
67
74
33
50
42
42
50
16
49
24
33
33
67
49
49
67
100
58
58
33
42
57
58
24
49
75
58
75
50
58
66
66
41
33
67
51
34
50
24
66
50
61
52
75
42
41
58
83
101
67
66
66
58
84
83
57
59
76
57
76
101
58
42
60
33
50
67
76
87
59
78
76
66
78
68
42
92
59
101
59
68
58
58
66
67
24
49
26
42
60
58
83
50
60
66
25
83
33
67
41
99
75
84
68
68
94
66
93
83
84
85
68
67
60
33
24
49
33
24
50
69
94
91
52
77
93
92
65
76
92
42
84
42
100
95
76
68
68
83
33
41
50
58
82
83
50
50
91
68
16
59
84
95
68
51
42
66
75
68
109
83
75
59
58
58
24
8
34
41
59
68
92
103
75
84
50
77
93
78
66
92
102
50
50
77
76
59
82
76
101
68
102
118
70
100
96
59
94
85
85
104
67
92
93
77
84
93
92
111
69
101
70
110
98
81
105
107
77
67
42
41
51
91
85
77
111
88
93
70
102
87
75
110
75
94
102
93
93
93
103
96
95
77
85
93
67
85
83
61
75
95
86
86
76
108
78
93
102
76
92
111
103
94
114
112
69
78
101
92
67
66
50
101
102
69
96
119
113
105
120
95
93
112
110
59
85
103
76
74
67
76
68
75
68
83
75
93
59
82
66
84
101
68
59
75
42
25
94
93
101
92
105
87
83
60
59
42
41
24
58
41
34
50
66
93
77
75
86
100
103
109
101
67
75
101
82
40
