分布式
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
8
""
""
""
8
""
16
8
8
""
16
9
16
16
8
""
9
24
8
16
24
60
8
8
8
8
""
""
""
24
""
8
""
16
16
""
""
24
""
""
""
8
""
""
8
""
24
""
8
""
""
""
""
""
""
""
""
""
""
8
16
""
8
8
""
""
""
16
8
8
8
""
9
24
""
""
""
9
8
""
""
""
8
8
24
""
""
8
""
""
16
8
8
""
9
""
""
26
16
""
""
8
16
8
""
""
9
8
8
""
26
58
34
17
33
58
51
33
50
59
51
16
25
42
50
42
33
25
58
26
41
33
""
49
67
34
74
57
59
42
34
35
58
49
59
42
58
75
67
33
57
41
58
50
50
50
33
42
17
33
58
41
66
59
67
42
17
51
59
51
43
43
65
43
41
33
60
75
66
42
58
33
16
8
66
75
69
84
77
78
68
75
43
92
85
66
49
68
83
85
59
74
74
83
87
88
77
51
61
85
80
70
103
85
103
107
85
81
49
88
86
67
56
91
87
87
105
71
92
77
76
78
71
94
104
79
93
25
60
82
104
117
130
125
107
90
101
104
60
87
91
96
80
107
77
97
69
98
102
97
96
92
89
91
99
98
103
115
91
94
42
108
113
102
86
81
108
107
114
95
72
106
96
67
96
103
95
67
57
87
119
132
121
123
131
112
107
130
108
101
64
103
120
118
130
117
102
119
89
116
99
87
120
98
120
90
81
105
96
68
113
101
49
105
97
113
111
98
104
87
103
104
103
75
96
60
67
92
17
17
34
50
74
84
66
74
75
77
52
77
42
94
50
77
105
120
95
110
78
77
84
102
66
91
76
86
85
85
67
103
87
105
118
115
76
87
118
96
111
107
89
112
97
104
107
103
107
95
104
70
71
85
60
49
78
107
118
118
116
121
115
108
123
111
77
80
100
104
81
106
109
52
71
103
87
95
79
45
85
85
103
70
95
100
113
85
85
53
104
78
85
95
104
88
106
97
76
71
101
62
75
87
95
52
41
86
80
106
103
115
113
80
98
94
106
113
104
79
114
94
106
94
96
104
88
105
94
103
71
93
52
102
85
66
92
87
78
103
85
42
77
112
109
95
85
76
75
84
68
67
41
59
83
68
34
17
77
92
97
121
98
77
92
102
103
59
101
86
51
70
