电子银行
""
64
61
64
52
36
60
44
62
60
58
52
51
53
33
53
60
60
43
53
51
35
51
34
51
26
62
34
51
51
60
34
36
59
43
60
51
51
42
42
52
67
60
43
44
60
35
60
52
60
50
62
52
58
59
50
34
51
43
50
60
51
43
61
43
59
51
50
43
53
33
51
59
52
34
49
50
25
51
51
50
33
35
25
25
50
34
25
25
33
51
42
42
35
51
55
34
42
25
44
24
33
26
36
25
49
33
25
51
25
17
25
42
43
50
41
59
62
35
59
8
60
49
42
41
42
43
41
51
53
43
113
85
93
85
116
57
67
58
100
92
76
93
84
77
82
104
78
85
109
85
100
101
96
102
65
84
76
102
87
67
66
84
95
120
77
112
76
93
92
93
93
84
111
85
110
93
101
86
93
69
69
92
59
68
76
93
92
109
121
96
123
112
112
84
92
110
111
120
119
125
96
108
94
118
101
122
101
93
102
93
96
93
77
99
86
66
81
97
118
96
114
103
103
113
112
93
69
111
112
79
83
113
85
86
111
84
76
78
76
102
105
106
97
87
52
102
103
77
112
86
106
87
91
100
87
104
87
93
69
52
68
70
87
67
59
52
59
93
100
102
50
92
76
68
59
101
66
60
43
50
58
33
59
75
82
58
41
93
92
50
67
81
75
85
105
87
26
82
58
91
59
93
96
76
82
57
86
57
66
74
57
58
66
50
61
92
42
41
68
49
66
83
86
92
67
58
53
75
52
25
25
92
92
102
68
84
84
75
69
84
68
85
57
101
68
97
95
95
68
68
76
69
67
82
68
66
61
33
60
86
82
60
68
45
94
58
67
61
58
42
50
43
50
68
59
51
65
67
58
92
88
99
91
69
84
77
92
79
95
93
89
79
62
62
77
66
86
90
84
65
87
103
77
61
59
76
85
93
61
77
58
60
66
60
66
58
74
75
67
67
34
59
17
77
68
68
75
50
68
85
58
43
93
83
41
76
57
42
16
74
49
69
70
50
91
49
50
66
42
75
61
77
66
68
83
66
42
58
52
82
75
65
76
70
60
43
34
77
92
67
69
82
88
42
50
51
76
84
78
76
74
75
34
41
41
68
58
76
91
101
85
59
75
68
75
85
77
60
52
67
68
74
85
75
85
66
25
75
51
66
50
77
93
51
101
78
41
91
61
67
59
50
58
68
107
43
59
51
42
66
74
49
66
67
51
16
41
83
49
66
50
58
51
76
26
25
36
59
43
50
75
33
34
33
42
25
43
62
51
41
58
33
51
50
50
58
42
57
33
25
9
58
41
33
33
34
59
42
34
41
25
41
59
66
41
42
49
59
50
41
41
50
58
68
33
25
51
33
50
33
51
33
50
33
33
58
24
50
50
24
49
35
25
41
49
58
33
25
57
42
24
8
25
33
16
42
33
33
74
8
42
33
33
16
51
41
41
34
33
50
24
42
41
39
