物联网
186
266
250
237
179
103
190
251
294
315
325
312
315
298
322
367
327
258
268
303
328
300
300
276
294
280
372
285
276
263
261
270
244
276
335
274
252
298
307
268
204
322
319
312
436
368
543
535
381
368
301
311
300
209
234
146
96
237
261
400
351
323
325
337
308
364
238
295
350
336
246
281
290
303
280
284
285
247
409
270
267
263
268
238
233
262
226
214
227
220
227
233
135
245
241
242
304
273
258
236
219
231
218
201
211
171
197
181
218
183
115
200
340
262
279
263
246
249
210
244
238
281
193
256
274
267
313
307
195
239
436
484
418
446
497
436
415
474
419
427
438
462
429
482
298
447
460
406
446
461
432
421
418
446
471
424
407
385
425
383
341
240
307
382
522
475
463
475
471
504
435
437
449
453
374
446
416
459
388
431
469
480
1092
568
409
441
442
434
455
554
508
449
452
457
515
555
332
453
477
485
534
465
468
607
592
495
500
507
453
472
588
568
482
524
427
401
283
444
663
731
836
746
688
608
613
620
531
602
661
828
752
726
649
562
1213
1124
636
664
677
671
637
652
711
597
567
685
606
530
405
493
694
629
632
643
603
630
596
613
575
584
579
464
527
480
462
420
315
318
507
607
719
726
705
664
557
579
566
581
567
509
558
579
603
659
525
749
1178
1430
761
723
922
766
713
683
675
641
744
829
626
763
686
568
766
776
838
822
630
927
926
764
798
788
723
652
660
648
578
352
504
720
816
914
797
773
801
869
800
727
913
930
811
752
817
786
834
835
882
907
1330
2027
1250
1240
1212
1155
1070
1126
1172
1119
1117
1228
1319
1168
1183
652
1164
1144
1169
1063
1072
1101
1059
1111
1102
1006
976
991
982
930
948
898
764
686
416
693
1154
1360
1388
1275
1486
1090
1246
1221
1218
978
1139
1058
1085
1036
1055
904
834
1753
1050
913
985
977
988
867
806
877
807
894
963
895
882
552
976
1001
961
916
976
928
945
911
926
943
972
921
763
936
780
659
482
338
787
954
1072
1132
1242
1015
926
872
902
902
943
609
788
861
811
867
857
1051
1109
1729
1084
982
1067
999
944
849
845
790
894
930
870
953
884
454
881
895
891
890
861
877
857
831
768
763
783
772
635
625
503
290
269
352
431
570
666
768
816
803
818
773
927
776
855
664
727
842
815
799
796
789
780
759
876
935
853
1237
1376
905
843
939
828
951
946
919
861
569
587
775
749
679
742
726
732
703
655
751
704
669
567
656
566
549
499
445
296
441
638
803
736
769
839
720
823
733
711
657
542
661
638
686
665
618
623
895
1013
569
622
646
580
568
579
559
571
631
680
640
517
503
449
588
602
576
567
555
550
589
562
604
603
577
531
519
430
379
335
256
453
508
551
661
815
618
688
799
1371
2067
1454
927
800
858
730
657
682
650
680
861
1130
593
556
665
589
572
590
637
588
615
629
670
687
581
435
568
520
531
511
492
512
493
780
1065
1000
789
970
1086
1049
934
1454
1252
1261
1126
1091
1650
953
919
741
832
984
874
900
979
857
