数字化
""
""
""
""
""
""
""
""
""
""
""
""
""
17
""
8
""
8
""
16
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
16
""
""
8
8
""
""
""
8
""
""
""
8
8
""
""
""
""
""
""
""
8
8
8
8
8
8
8
8
17
""
""
""
""
""
""
8
""
""
""
8
""
""
8
8
""
""
""
""
""
""
""
""
8
""
8
""
9
8
8
""
16
8
8
""
""
""
8
8
8
""
""
""
""
8
""
""
""
8
8
""
8
8
16
8
""
""
""
""
""
8
""
8
""
""
""
8
8
""
8
""
""
""
""
""
8
""
""
8
""
8
8
""
""
8
""
""
""
16
8
""
""
""
""
""
""
8
""
8
""
""
""
""
""
""
""
8
""
""
""
8
""
""
""
""
8
""
""
""
""
8
""
""
8
""
8
25
8
""
8
8
""
""
8
""
""
""
""
""
""
""
""
""
8
""
16
16
""
""
""
8
16
8
16
""
17
8
16
""
8
""
""
8
8
""
""
8
""
""
8
""
""
""
""
""
8
""
""
""
8
""
""
8
24
8
8
""
""
24
""
8
""
""
""
8
8
8
""
8
""
""
24
""
8
""
8
8
8
""
""
8
16
17
8
""
8
8
8
""
8
8
8
""
""
""
""
8
16
17
17
17
25
8
8
8
""
17
8
16
""
8
24
8
""
""
8
16
8
8
""
8
""
16
9
8
8
17
8
8
17
8
16
16
16
17
8
24
8
16
""
25
8
""
25
24
8
16
16
8
16
16
24
25
17
""
33
9
25
24
24
9
16
17
8
33
""
8
""
8
33
25
16
8
8
8
25
24
33
8
""
24
8
8
8
""
8
41
33
8
33
33
8
8
17
8
17
24
""
8
""
16
8
16
16
16
8
""
24
17
8
16
9
17
8
16
24
24
17
8
16
17
41
25
24
""
8
16
17
24
24
16
33
16
8
8
25
24
8
16
25
25
16
8
16
8
8
""
25
8
8
8
16
16
16
""
8
16
8
""
16
25
16
""
25
33
33
""
8
8
24
8
""
8
33
8
""
8
8
8
16
24
33
33
25
17
24
24
41
33
""
8
33
24
25
33
25
8
25
16
33
41
24
24
25
17
17
16
16
76
25
8
33
25
49
17
41
33
41
25
25
17
16
8
25
8
""
33
24
24
24
24
16
25
42
24
17
8
24
8
9
41
17
17
42
17
25
33
""
16
25
16
8
8
8
25
""
8
16
17
33
42
33
25
41
25
24
25
33
16
25
58
33
25
17
17
8
25
16
8
33
""
17
17
33
41
25
33
25
8
25
16
33
16
24
26
8
16
25
17
16
24
16
33
33
17
8
8
17
24
25
42
8
24
24
33
""
41
41
41
34
25
33
41
42
24
16
16
8
41
25
8
16
8
33
41
25
16
25
8
34
42
25
41
33
16
29
