大数据
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
12
121
116
109
93
118
126
141
144
122
122
131
144
128
140
141
149
145
138
78
162
163
173
192
195
208
218
208
230
235
252
222
200
254
237
230
208
135
115
263
294
289
297
284
286
268
327
377
377
214
336
446
462
403
428
249
359
355
524
550
523
483
426
408
446
451
417
463
451
411
466
299
527
518
544
512
569
557
589
576
583
634
639
567
566
576
553
504
300
325
574
754
786
896
815
756
699
582
565
643
751
612
696
675
659
612
645
800
843
702
710
760
731
664
645
630
622
672
712
746
684
909
936
423
716
762
790
804
691
725
862
928
855
878
889
842
808
904
842
760
744
675
580
275
485
866
911
916
886
753
743
809
815
674
757
793
783
1105
835
826
843
765
893
863
837
825
789
767
715
880
789
745
1032
1006
901
529
700
931
931
903
962
972
979
924
865
887
935
857
695
825
812
752
695
427
284
674
821
967
937
932
916
790
739
835
769
790
712
820
800
1010
856
677
843
797
765
725
721
715
675
680
656
646
651
679
752
675
816
649
463
813
822
861
825
846
890
862
837
828
795
762
794
951
991
787
491
525
802
858
986
955
971
1115
1131
1120
981
1164
1080
882
956
1197
1253
1233
961
994
834
956
1062
1123
1081
1027
1020
996
963
984
1025
1013
1056
1047
1057
944
426
1114
1139
1146
1118
1085
1115
1074
1054
1278
1288
1116
1004
998
1038
990
940
902
811
317
568
1013
1105
1180
1179
1176
924
1076
1123
1100
829
1054
1041
1130
1074
1086
982
948
1053
1008
1008
974
939
878
830
840
850
838
932
972
882
861
385
946
955
958
952
965
931
925
843
553
397
397
346
377
714
626
603
437
210
653
795
867
954
1107
899
973
602
791
1064
863
401
572
495
492
513
378
645
644
788
680
645
674
662
547
581
580
567
571
642
553
680
588
228
621
621
846
740
712
681
694
684
679
619
622
624
480
487
328
207
243
270
357
410
462
446
481
448
391
434
400
453
427
417
475
569
519
486
465
481
724
476
421
390
349
571
477
422
409
392
469
508
598
608
662
413
455
607
574
608
638
596
598
599
595
606
591
604
502
581
499
442
456
398
221
313
461
484
509
558
572
494
484
512
526
412
383
478
459
472
445
418
420
509
442
437
390
386
388
444
378
375
392
417
533
463
376
305
308
407
471
435
418
406
421
417
418
417
397
425
371
376
378
420
396
211
359
364
403
444
458
500
485
475
380
425
476
427
387
417
387
381
338
371
384
426
424
359
341
342
331
323
319
336
340
372
396
382
363
332
301
382
386
369
376
398
383
356
347
299
271
258
257
259
267
197
186
286
314
340
349
350
338
340
356
343
301
323
335
290
250
