电子银行
61
52
60
41
44
34
50
52
61
60
60
52
62
51
51
42
43
33
60
42
34
42
33
42
49
41
34
52
43
50
52
50
59
60
43
43
42
42
52
42
33
52
51
46
42
18
51
51
61
35
60
51
51
43
33
43
25
35
59
42
59
59
50
61
59
61
51
44
51
33
51
62
54
43
60
42
43
51
42
61
51
58
17
51
42
59
35
26
60
17
34
44
42
34
42
50
58
43
52
51
50
51
25
33
42
34
52
33
34
51
33
33
50
41
51
33
51
50
25
42
42
34
59
17
34
51
58
25
33
49
49
67
93
42
50
58
58
59
67
66
66
41
41
58
50
67
85
41
49
75
66
41
84
90
59
82
59
67
58
59
74
58
57
34
74
76
25
74
67
92
67
57
33
49
59
75
74
50
66
93
50
68
42
17
57
49
57
57
67
66
62
75
92
66
101
100
75
92
67
82
95
58
78
86
68
50
76
66
76
83
74
68
59
59
59
51
49
75
59
103
74
60
58
66
85
82
77
52
67
93
50
44
85
85
84
68
42
84
66
92
83
52
83
83
77
84
92
50
77
85
59
95
60
79
86
70
88
77
113
74
58
75
74
50
58
76
84
34
59
57
76
65
58
24
66
67
50
58
41
50
66
59
25
75
34
50
67
50
50
49
33
82
66
42
58
50
94
69
66
82
42
58
33
57
75
33
75
66
49
50
58
60
58
59
51
26
42
59
43
25
33
34
67
83
43
41
66
33
57
42
41
33
58
50
49
33
67
75
91
84
57
57
41
8
33
50
49
66
67
67
76
67
41
33
66
42
74
41
41
16
50
41
82
59
42
34
41
41
26
24
50
58
33
17
33
50
50
58
33
33
58
50
66
92
42
75
33
67
75
41
42
67
50
58
41
33
49
42
77
75
67
77
60
50
34
33
52
59
67
49
59
59
75
84
41
33
58
49
42
25
49
74
50
8
33
42
58
49
50
33
66
58
58
49
49
49
50
33
25
33
8
33
25
50
33
49
41
8
58
41
42
25
42
43
33
25
42
33
33
66
50
41
33
50
25
50
75
50
51
24
74
42
75
42
33
57
49
75
83
59
50
68
67
57
59
58
68
33
91
42
50
58
60
25
41
66
49
17
58
42
25
41
82
75
86
33
50
57
67
49
66
25
34
50
24
34
67
84
42
25
49
16
33
34
49
49
33
58
17
24
16
42
34
8
17
41
49
25
50
33
16
33
8
42
24
27
17
25
33
8
16
34
57
16
50
41
41
49
42
25
41
41
17
24
33
34
33
8
25
16
33
25
33
16
8
25
25
41
41
8
50
16
33
49
25
25
9
24
16
8
25
25
33
17
25
25
17
33
42
8
25
8
17
33
8
25
16
17
25
16
8
16
34
33
9
24
16
25
16
33
""
25
8
25
33
8
16
33
24
16
8
8
16
25
16
50
16
16
16
""
16
16
16
8
10
