区块链
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
9
18
24
""
""
8
""
8
""
""
""
""
8
8
8
26
""
""
17
25
24
26
41
68
25
42
66
58
41
52
58
66
66
92
108
102
104
77
103
105
91
93
103
103
106
132
147
140
140
141
125
160
174
170
157
179
160
148
140
154
155
130
140
139
143
146
141
153
145
148
129
129
152
154
156
154
124
175
145
142
150
144
147
146
158
155
165
137
160
164
162
181
178
178
179
199
186
152
162
160
169
183
166
180
215
207
200
209
222
230
220
211
214
211
208
234
330
283
328
367
276
244
212
169
220
197
190
192
206
205
224
253
312
318
400
324
476
1549
1162
751
714
810
618
1085
1417
1496
1292
1184
1011
764
876
766
839
663
746
845
917
1023
898
720
478
542
579
686
632
596
524
529
486
575
427
447
381
359
363
333
474
460
474
437
405
376
377
399
433
450
363
324
300
316
283
233
236
218
282
298
346
327
301
288
293
466
332
316
324
249
300
334
299
300
420
372
397
402
322
280
283
297
248
266
258
269
284
299
274
296
292
235
286
293
1900
2662
1187
883
874
644
648
602
498
448
384
386
308
220
229
307
325
357
369
462
468
411
409
361
298
335
379
320
312
358
305
349
326
323
308
284
364
511
345
349
358
343
314
370
393
416
450
440
467
337
374
401
390
411
397
370
389
380
361
366
394
358
295
342
319
288
287
257
830
428
373
337
375
390
365
319
307
338
343
302
305
355
334
325
279
304
266
291
243
225
227
241
205
208
239
236
232
246
292
297
281
242
232
261
299
265
288
283
285
279
268
292
294
253
232
248
239
243
251
221
255
243
246
272
275
260
273
277
258
271
268
261
247
281
259
260
222
234
232
232
216
206
204
224
203
200
203
203
195
206
230
212
216
200
198
208
233
230
244
241
228
196
197
191
166
157
154
161
175
164
180
180
180
187
197
221
224
213
220
198
191
207
190
174
175
