点对点网络
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25
24
25
17
16
33
17
16
17
51
42
25
16
41
41
33
24
26
16
24
25
34
42
33
42
34
8
17
41
24
16
33
8
16
17
8
8
8
8
8
33
24
33
16
49
16
33
50
33
16
""
8
26
""
33
16
25
""
8
25
49
""
""
16
17
16
33
25
17
8
17
24
25
8
24
58
25
33
17
25
33
16
8
24
8
33
16
8
8
8
25
25
""
17
8
8
16
8
8
16
16
8
51
""
25
8
""
25
""
""
""
8
""
""
""
""
""
8
17
""
33
8
8
""
24
8
16
24
""
16
17
8
8
8
""
""
25
""
9
""
""
""
""
""
""
""
24
""
24
8
16
""
8
17
8
8
16
""
24
8
8
""
17
""
""
8
8
8
""
8
""
8
""
17
""
""
17
17
""
8
16
33
16
17
""
""
""
25
16
16
""
""
""
""
8
8
17
25
""
""
33
8
""
8
8
17
8
18
8
8
""
8
""
9
""
""
""
8
8
""
8
8
8
8
9
24
""
""
""
8
8
8
8
""
""
""
8
8
17
""
8
""
""
""
""
""
8
""
8
""
25
16
8
""
25
8
9
9
25
8
16
8
25
8
25
25
9
16
16
17
25
16
8
8
17
8
16
41
25
16
17
8
33
16
25
8
16
8
25
33
16
25
33
26
8
24
17
33
""
24
33
33
34
25
8
25
34
50
16
34
25
33
33
50
8
25
33
24
25
16
9
33
18
24
17
33
24
8
25
8
25
9
24
42
33
33
49
24
33
43
50
27
33
51
35
25
33
17
17
8
41
17
25
16
8
43
17
8
25
34
33
25
41
17
25
26
43
33
50
24
16
16
16
33
16
17
""
24
16
17
8
33
25
34
50
24
8
33
33
51
34
33
16
8
33
17
16
16
24
""
16
16
8
16
33
25
49
42
33
41
16
25
33
16
24
41
17
24
25
8
8
17
25
33
8
8
16
33
16
16
16
24
8
8
25
8
17
33
41
49
42
24
33
8
8
16
26
17
57
25
25
33
8
33
16
41
16
16
33
25
8
""
16
33
25
8
""
24
16
41
25
16
""
33
25
16
16
8
17
8
8
""
8
8
24
25
26
""
""
16
33
16
41
33
""
8
""
17
8
25
8
24
""
""
""
""
16
8
8
33
8
8
25
""
8
24
25
8
25
25
16
25
8
17
8
8
16
8
""
8
16
""
""
8
16
8
24
33
24
8
""
25
16
8
8
25
16
24
""
16
""
17
""
""
""
8
""
8
8
8
41
24
25
24
16
16
16
25
8
33
19
