大数据
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
61
43
52
51
63
68
70
67
62
60
61
64
64
67
75
81
68
67
62
78
75
73
74
86
86
91
86
88
76
91
86
88
96
93
91
79
74
77
107
117
108
104
110
103
101
145
151
126
110
183
206
220
171
152
122
139
137
240
254
275
248
218
207
221
216
220
314
244
202
235
195
255
247
240
258
240
241
234
251
238
268
243
252
264
247
223
217
184
190
248
286
354
366
368
351
316
272
290
292
352
301
307
316
286
275
302
389
413
351
343
375
359
343
292
304
308
330
335
423
348
434
405
269
381
348
370
360
346
337
405
424
387
350
370
389
435
406
371
341
329
287
307
232
293
394
412
412
395
344
345
415
408
368
344
366
373
593
444
420
424
412
408
392
388
419
367
372
347
456
364
392
505
461
398
299
341
423
398
452
386
430
425
377
391
403
440
421
371
386
407
350
329
254
220
338
354
386
427
429
399
382
351
378
401
365
369
384
372
525
413
353
427
393
391
371
347
345
336
344
320
310
319
316
378
378
406
373
301
404
446
420
427
429
478
464
468
456
428
466
444
527
479
395
319
348
393
408
472
467
446
580
701
785
776
805
750
606
585
580
562
596
512
529
485
512
510
544
556
526
493
489
484
498
500
494
590
496
530
494
316
608
580
542
521
579
540
535
527
618
690
567
520
585
520
495
440
425
406
270
353
468
572
614
595
602
507
602
579
558
468
532
541
611
578
571
552
555
598
520
489
525
495
457
444
424
444
401
554
489
481
463
295
466
502
486
508
488
513
499
457
348
301
295
261
296
405
346
323
271
203
366
419
512
518
685
502
603
380
510
759
504
305
366
360
327
382
300
405
422
471
399
393
402
408
361
341
364
359
362
487
370
424
382
231
405
409
513
437
433
432
430
427
442
425
442
406
326
299
222
176
238
250
314
349
409
388
403
390
326
348
319
328
326
301
364
411
417
374
370
349
364
291
283
326
295
413
371
337
334
340
362
675
475
543
737
458
449
685
567
561
561
540
475
497
500
491
522
529
441
479
397
350
305
288
210
268
356
425
431
476
466
376
378
371
415
370
356
399
368
383
360
353
383
455
377
313
315
339
292
324
298
308
304
484
562
533
538
488
401
536
494
454
453
393
409
384
385
478
497
432
431
359
319
291
261
208
280
297
364
388
413
464
410
394
367
392
370
341
327
370
345
351
311
368
354
398
437
309
283
324
301
271
270
260
266
376
493
417
435
526
352
486
481
401
382
447
420
381
445
398
346
284
214
200
212
162
182
237
273
287
306
334
328
326
277
325
261
288
281
228
226
