众筹
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
9
8
17
16
8
25
8
25
8
24
25
25
8
17
34
17
16
41
25
17
16
17
25
42
51
34
34
42
55
44
34
34
42
34
60
52
58
43
25
46
59
43
60
67
53
53
63
46
62
62
62
38
50
63
66
51
63
56
61
63
55
62
66
61
64
65
67
61
62
66
65
48
55
55
53
33
53
65
61
66
68
58
63
72
69
66
67
67
67
65
69
66
70
49
68
67
72
61
68
66
70
67
66
57
73
70
62
66
70
69
71
71
68
70
66
66
67
69
64
64
46
64
66
61
65
60
52
58
68
66
60
60
63
55
46
65
64
62
55
65
54
62
55
54
61
46
61
61
44
53
43
43
60
43
54
53
53
63
61
45
59
53
52
43
43
43
62
52
65
63
53
61
34
42
60
44
26
33
61
60
55
44
54
61
62
56
61
57
52
61
59
52
51
54
26
43
60
61
51
92
89
94
95
83
87
87
77
82
87
93
87
93
50
101
60
78
68
95
92
71
84
59
80
74
69
68
67
78
89
42
102
50
24
94
96
71
51
68
58
94
77
67
60
78
60
69
77
75
52
52
51
84
87
58
75
51
65
58
50
41
41
67
45
67
84
84
51
50
67
75
66
75
35
52
84
58
58
58
58
85
75
33
24
67
51
44
69
67
76
49
26
76
75
42
57
41
41
41
8
33
50
24
8
24
25
24
57
24
50
25
33
17
25
41
58
58
49
59
67
49
41
33
33
42
42
25
25
52
25
65
34
8
8
25
25
8
24
33
8
41
43
33
16
49
33
24
66
26
58
42
41
25
41
8
25
16
8
42
42
""
49
16
42
33
58
33
33
25
16
16
25
17
66
42
33
42
41
41
25
25
33
33
17
17
50
16
42
""
41
34
58
25
33
50
25
25
33
33
42
33
17
8
49
24
8
25
16
16
33
33
16
50
16
49
33
33
41
33
25
16
8
8
24
8
24
17
8
41
16
16
41
25
8
16
8
58
41
35
25
50
41
41
41
33
16
9
24
8
8
16
25
17
49
16
16
16
41
""
16
16
24
25
24
33
25
33
8
17
25
8
17
16
17
25
""
""
16
""
16
25
8
""
16
16
16
""
""
8
""
16
33
25
8
25
16
24
17
8
16
25
25
16
8
10
