数字货币
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
42
16
33
34
42
42
44
26
17
""
""
""
""
8
8
8
""
33
8
""
""
""
""
""
8
""
8
""
16
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
8
""
""
""
""
""
33
16
""
""
""
""
""
""
""
""
""
8
24
8
""
8
8
9
24
8
33
16
16
8
33
""
8
""
8
8
16
17
16
24
16
17
16
16
""
8
""
24
24
16
8
""
""
""
8
""
""
18
16
""
8
8
16
41
33
16
50
16
16
16
17
8
8
33
16
26
17
""
16
42
16
16
25
34
25
50
33
33
33
17
33
25
24
33
25
51
33
41
16
8
""
8
8
""
17
33
16
33
33
41
16
8
""
16
8
""
9
""
8
""
16
""
""
8
8
""
""
17
""
25
25
8
17
24
8
16
26
8
33
17
9
33
17
35
33
8
25
16
24
41
25
33
16
49
41
42
42
34
24
42
60
43
25
33
""
8
25
24
25
8
8
""
8
""
""
8
""
24
33
16
16
41
25
58
103
110
84
71
60
69
70
51
43
60
42
51
43
44
62
69
71
85
71
66
104
74
74
79
70
86
83
87
94
70
92
43
42
42
92
68
61
42
58
43
43
41
49
24
41
60
61
50
52
69
86
79
96
72
75
69
75
70
83
67
57
51
51
16
""
41
33
51
25
25
66
33
42
25
75
51
50
111
103
102
68
67
95
93
84
75
58
51
17
49
34
58
67
50
9
84
59
34
42
58
17
44
76
50
42
25
42
24
25
25
24
17
8
59
58
41
24
24
24
25
16
16
16
41
25
25
34
33
8
8
41
50
33
41
41
33
33
41
8
8
25
""
""
16
8
16
8
""
""
25
25
25
16
8
17
16
8
26
26
""
