数字化
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
8
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
8
""
""
""
""
8
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
8
""
""
""
8
""
""
""
""
""
""
""
8
""
8
8
""
8
8
""
8
8
""
""
""
8
""
""
8
8
""
""
""
""
""
16
""
8
""
""
""
8
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
8
""
""
""
""
""
""
8
""
""
9
8
""
""
8
""
""
""
""
8
""
""
""
""
""
""
8
8
""
8
""
""
""
""
""
8
8
""
""
""
""
""
""
""
16
""
""
""
""
""
""
8
""
""
""
""
8
""
8
""
8
""
""
""
""
""
16
""
8
""
""
8
""
""
""
""
""
8
""
""
""
8
8
""
8
""
8
16
8
8
""
8
""
""
""
8
""
""
8
""
""
8
""
""
""
8
""
8
""
9
16
8
""
""
10
""
8
""
""
""
8
33
8
8
8
""
""
""
""
""
8
""
16
""
8
""
""
8
""
""
""
""
""
""
""
8
""
""
""
8
8
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
8
8
8
8
""
8
8
""
16
""
8
""
""
""
""
""
""
8
""
8
8
9
8
""
8
""
""
""
""
8
""
""
""
""
8
""
""
""
""
""
16
""
8
8
""
""
""
""
""
""
8
""
16
""
""
""
8
""
8
""
""
""
""
""
""
""
""
""
""
""
""
8
16
""
8
""
""
8
""
8
8
""
""
""
""
""
""
""
""
""
""
""
8
""
8
8
8
""
""
8
""
""
16
""
8
""
""
8
8
8
""
""
""
""
""
16
17
""
""
""
""
8
16
8
16
8
""
""
""
""
8
""
""
""
16
8
""
""
""
8
8
""
""
""
""
""
""
8
""
""
""
""
8
""
8
8
8
16
""
""
""
""
""
""
""
""
8
""
""
""
""
8
8
""
8
8
8
""
8
8
16
""
""
""
""
8
""
""
8
17
""
""
""
16
8
""
8
25
""
""
""
""
25
8
""
8
16
""
""
16
8
""
""
""
""
16
8
16
16
8
""
8
8
41
8
29
