众筹
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
8
8
8
""
16
""
24
""
""
""
8
8
8
16
""
8
""
24
17
24
25
33
17
42
17
8
17
17
8
16
25
16
8
8
24
41
25
25
24
41
25
16
41
8
8
16
16
24
16
16
24
26
26
41
25
33
25
33
34
34
36
33
61
61
59
42
35
25
50
34
33
33
42
43
42
33
60
42
42
60
52
43
59
33
52
50
59
42
60
42
54
63
61
61
66
51
59
44
60
51
60
60
51
62
54
61
53
56
63
58
62
63
59
43
59
61
51
50
51
42
51
42
60
43
53
51
62
60
51
51
61
52
52
52
51
51
44
62
53
51
60
42
25
41
50
36
44
51
42
9
58
25
35
43
52
53
50
43
59
59
51
34
59
42
43
50
33
43
33
18
17
34
8
26
50
35
43
43
42
51
41
51
24
42
34
34
35
42
51
16
33
52
50
42
34
33
58
49
50
50
74
51
52
49
67
42
34
50
59
51
67
35
42
82
83
41
84
92
44
83
52
51
25
58
43
8
33
24
34
50
49
33
26
42
26
59
42
42
42
51
59
17
43
59
49
43
42
42
42
51
42
33
16
26
8
8
33
33
41
33
25
41
33
51
49
57
25
17
26
33
58
58
25
51
74
67
24
41
16
25
41
33
50
34
41
41
58
75
34
41
33
24
17
25
41
""
49
41
16
25
8
8
25
24
17
8
8
16
16
8
8
25
35
8
8
16
33
16
16
33
42
8
25
16
41
16
8
8
""
16
9
24
8
""
8
""
33
8
""
33
8
17
25
8
8
""
16
33
17
17
8
16
8
8
8
16
16
8
8
17
24
16
8
8
17
17
8
16
""
8
33
""
8
25
49
17
24
8
""
25
33
""
34
8
24
16
8
8
33
17
8
16
33
17
""
8
""
8
8
16
17
""
25
16
8
8
""
16
16
16
16
""
24
""
8
24
16
16
16
""
8
17
17
""
16
""
""
16
33
""
""
""
8
8
""
8
8
16
16
8
""
""
16
""
""
17
16
""
25
25
""
8
8
8
8
""
17
16
8
8
17
8
16
8
8
8
8
8
17
25
8
""
17
8
""
8
8
""
8
""
""
8
8
8
""
""
8
8
17
8
""
""
""
""
""
""
""
""
8
10
