P2P
425
379
428
444
421
324
423
415
533
480
459
513
429
461
449
448
484
453
438
497
457
454
440
454
492
519
486
522
567
505
510
539
533
535
508
528
566
590
490
548
486
553
566
460
545
529
572
493
536
493
449
452
513
481
516
529
460
539
503
499
555
558
563
560
573
529
572
522
513
540
514
529
502
543
499
557
500
534
581
574
682
668
647
624
630
613
549
623
602
556
536
509
579
588
552
564
577
503
498
543
528
502
506
500
502
500
487
498
541
614
543
480
535
511
521
513
521
499
545
432
512
492
549
443
456
514
480
582
574
582
538
752
819
806
792
813
783
774
758
734
700
657
665
631
811
681
641
644
681
664
608
739
643
624
588
571
583
750
685
640
657
610
685
646
671
732
699
693
722
753
646
734
915
1102
1062
1004
1051
971
884
1113
1062
1033
1050
960
1076
1061
1120
1059
1123
1206
1285
1313
1407
1356
1258
1281
1336
1283
1346
1347
1344
1304
1205
1358
1358
1255
1358
1292
1246
1396
1320
1373
1429
1258
1226
1184
1070
1503
1471
1377
1400
1250
1308
1215
1227
1094
1094
1096
1262
1241
1156
1189
1206
1333
1269
1353
1362
1489
1399
1253
1337
1222
1115
1128
1068
1023
1028
959
922
891
915
870
801
933
867
988
954
994
1030
1097
1044
1152
1000
961
812
889
934
709
876
862
905
926
834
837
770
923
854
876
950
816
862
885
825
792
775
732
846
688
683
671
653
610
727
688
700
844
681
609
545
577
578
535
551
510
505
474
516
493
508
549
552
519
559
568
596
508
462
427
488
556
498
519
522
574
553
604
567
506
515
521
495
550
607
597
605
541
568
536
589
581
630
616
622
659
646
661
674
617
590
585
565
534
522
499
526
541
520
507
502
514
551
550
525
532
525
565
569
639
584
527
491
520
466
595
546
588
546
512
510
489
553
525
513
515
519
546
548
513
509
478
487
493
511
831
1389
1649
1171
1405
913
918
733
646
561
488
509
581
590
584
535
568
572
395
394
385
353
342
421
424
437
469
437
433
453
401
468
466
442
431
388
359
441
400
363
330
352
324
393
409
396
350
351
398
402
422
425
364
428
396
373
348
367
309
414
438
328
321
314
292
327
360
427
396
406
420
405
370
410
413
396
357
367
331
310
259
313
344
386
409
455
404
389
401
415
370
349
372
407
329
429
358
406
334
344
326
364
312
420
367
334
320
299
300
301
308
292
283
299
315
337
316
318
318
386
399
659
398
385
482
711
405
366
343
318
298
331
296
302
297
260
280
301
325
321
307
291
353
293
350
284
235
251
253
253
268
272
251
236
259
233
242
236
232
226
220
235
236
256
230
273
281
237
230
225
224
216
222
253
261
258
242
254
261
236
240
220
225
247
237
224
224
254
264
253
280
268
282
252
247
248
242
258
239
248
295
306
279
235
233
282
270
237
258
412
233
222
214
217
219
200
215
217
213
203
193
185
200
221
216
199
201
214
204
209
192
179
170
183
193
184
182
189
202
198
215
211
218
235
214
210
201
202
190
200
174
187
