流计算
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
8
""
""
""
""
""
8
""
8
8
""
""
""
8
8
""
""
""
""
""
""
9
""
""
""
""
8
""
""
""
8
""
8
""
""
""
""
""
""
""
""
8
""
""
8
8
16
16
24
""
8
8
""
8
8
""
""
8
16
""
8
""
24
8
17
16
16
8
17
8
""
16
25
""
8
17
""
17
8
""
16
25
16
9
8
8
8
""
17
8
16
17
8
8
8
""
""
""
8
26
16
24
""
42
8
""
""
8
8
8
25
17
8
8
8
""
24
24
""
""
""
16
24
8
8
9
17
""
8
8
8
17
26
33
16
25
25
17
24
8
8
""
""
17
25
41
25
17
17
25
17
8
25
8
16
8
33
16
8
41
16
9
25
26
8
8
17
9
8
24
24
8
24
25
17
17
16
8
33
33
9
25
8
8
8
""
""
8
25
8
33
17
16
25
17
25
8
8
24
16
8
16
""
16
8
""
17
8
8
16
16
16
""
16
8
25
9
34
8
16
8
17
8
16
8
17
8
17
33
""
33
34
""
8
16
25
8
8
""
33
8
8
8
17
8
9
""
8
33
17
8
17
41
8
25
24
16
8
16
""
8
24
""
""
42
24
33
34
17
41
41
""
8
16
8
8
33
24
33
18
25
25
9
17
42
33
26
33
33
25
17
25
25
33
25
42
49
49
9
67
33
24
50
42
42
50
33
50
50
59
33
42
9
34
17
33
33
16
16
42
25
50
26
26
50
50
33
43
17
41
33
41
34
34
50
37
50
25
51
33
43
17
24
33
44
34
50
33
33
42
16
42
35
33
18
51
50
49
42
42
34
50
43
33
51
42
34
68
""
17
51
58
58
42
51
59
33
41
42
50
24
50
26
34
43
35
50
51
16
49
42
59
49
42
58
42
51
51
42
50
41
26
24
41
58
34
42
42
41
41
34
25
24
25
16
33
26
33
16
""
41
49
76
62
59
61
25
51
35
42
41
42
41
24
24
33
77
42
33
49
25
25
41
33
59
41
34
42
42
42
35
33
51
58
33
33
35
67
34
41
34
25
42
42
41
42
33
42
49
49
42
16
42
16
17
42
50
50
51
25
17
17
25
33
17
17
41
25
25
33
25
17
25
8
8
17
25
33
41
41
17
8
33
42
""
33
25
17
33
41
33
25
49
42
49
41
50
91
76
17
42
16
17
26
""
24
24
41
50
33
43
51
57
51
33
16
24
16
33
42
33
17
42
41
25
74
41
16
33
17
33
41
8
25
17
33
41
17
16
8
42
58
25
24
49
25
33
33
17
41
8
8
25
17
""
""
25
33
25
25
42
25
44
25
16
8
8
24
8
20
