流计算
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
16
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
8
8
8
8
""
""
""
""
""
""
17
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
8
8
""
16
""
17
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
8
""
8
""
""
8
""
""
""
""
""
""
8
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
16
""
""
""
""
""
""
""
8
""
8
""
""
""
""
""
""
""
8
8
""
""
""
""
8
8
8
""
""
""
""
""
""
""
""
""
8
""
8
""
""
""
8
24
""
""
""
""
8
""
""
""
""
""
8
8
""
""
8
17
""
""
""
8
""
16
""
""
""
""
""
8
""
8
""
""
""
""
8
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
8
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
8
""
""
""
""
""
8
""
""
""
""
""
16
""
""
""
8
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
8
""
""
""
""
""
""
""
8
""
""
17
16
17
16
""
8
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
8
8
""
""
""
""
8
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
