点对点网络
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
16
""
17
8
25
""
8
16
16
""
8
8
41
24
8
8
8
8
9
25
8
16
17
17
8
8
8
16
25
""
""
""
17
""
8
8
""
""
""
""
""
8
16
16
""
8
8
8
""
""
""
""
8
8
8
8
8
8
8
8
33
""
""
8
16
16
""
""
24
""
8
8
""
""
17
16
25
""
8
""
""
""
""
""
""
8
8
8
""
""
8
""
""
""
""
8
""
""
""
""
""
16
""
""
""
""
8
8
""
""
16
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
16
""
""
""
""
8
""
""
""
""
""
""
""
""
""
8
""
""
8
8
""
""
""
""
""
""
""
""
8
8
8
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
8
""
""
8
8
8
""
9
""
""
""
""
""
""
16
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
17
""
""
8
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
8
""
8
8
""
""
""
8
""
""
""
8
8
""
""
""
""
""
""
""
""
8
""
8
16
""
8
8
""
8
""
""
""
8
""
""
""
""
""
""
""
8
8
""
8
""
""
""
""
""
""
8
""
""
""
8
""
8
""
8
""
8
8
""
""
""
""
""
""
""
9
""
""
25
""
""
8
""
8
""
""
8
""
""
8
8
8
8
8
""
""
""
8
17
""
""
8
""
""
""
""
""
""
9
8
25
""
""
18
""
""
""
16
""
""
""
""
""
16
""
8
""
16
""
""
16
8
8
16
9
""
""
16
""
""
""
""
""
""
8
""
""
""
""
8
""
""
""
16
16
""
8
""
""
8
8
24
16
""
8
""
""
16
8
""
""
""
""
8
""
8
""
""
""
8
16
8
9
""
24
8
""
8
""
8
""
""
""
33
16
""
8
8
""
8
""
""
""
16
8
""
""
8
8
8
""
""
""
16
""
""
""
""
""
""
8
""
""
8
""
""
""
""
""
""
24
33
""
""
""
8
""
8
""
""
8
""
""
""
8
""
""
""
""
""
""
""
8
8
""
8
8
""
8
""
17
""
8
""
""
""
""
8
""
""
""
""
""
""
16
""
""
""
""
""
8
""
""
""
""
""
""
8
""
8
""
""
8
8
""
""
""
""
17
""
8
""
16
8
""
8
""
8
""
""
""
""
""
""
""
""
