智能化
""
""
16
8
8
""
17
34
17
8
33
25
25
17
8
33
16
17
16
33
18
42
41
25
33
8
42
8
33
33
8
""
25
""
24
17
24
17
33
16
17
33
17
33
17
25
34
25
33
17
25
24
16
25
8
""
9
8
24
34
25
17
25
17
16
16
24
8
42
42
33
34
26
9
50
34
25
16
41
24
25
16
33
16
8
8
33
33
24
57
33
24
""
16
25
42
16
8
25
26
17
17
16
24
8
25
25
17
8
8
8
8
16
33
17
33
16
17
33
49
33
25
""
8
8
24
8
17
""
16
8
25
24
25
24
33
8
17
16
8
25
24
33
8
25
33
25
17
17
8
24
49
8
24
33
9
17
33
25
8
""
""
8
""
17
24
41
33
17
8
8
34
33
50
33
65
33
24
33
16
24
33
50
33
17
33
50
16
49
33
50
8
25
33
58
16
33
34
57
25
25
33
16
17
24
42
24
24
24
42
25
25
33
8
""
8
8
24
33
33
57
17
9
33
16
17
24
49
58
41
57
75
50
84
49
42
67
67
67
67
67
60
84
59
59
67
24
42
41
49
76
33
74
68
41
90
43
50
50
42
24
42
41
65
49
17
16
17
25
50
49
50
8
33
42
33
25
49
41
58
58
42
25
41
50
17
34
57
42
65
41
25
66
50
41
33
50
57
41
24
41
49
67
49
42
17
33
25
33
58
41
25
42
16
33
17
25
24
24
49
49
41
41
33
82
33
24
25
66
33
50
41
42
34
52
41
82
49
82
75
74
49
49
49
66
50
42
67
42
66
50
74
82
17
59
75
49
42
66
41
50
83
42
41
59
50
33
60
41
58
25
42
41
8
50
49
75
83
42
25
94
83
58
41
66
83
79
109
92
91
110
76
58
91
33
25
58
49
33
51
41
74
60
51
50
33
84
84
59
33
33
66
33
49
67
50
59
58
25
41
25
25
17
25
57
58
51
92
100
92
77
43
67
59
83
42
92
93
102
85
59
76
67
67
76
68
84
58
67
84
66
58
67
102
58
84
101
66
58
42
84
84
60
66
67
67
33
67
33
66
58
41
49
50
25
49
41
58
59
84
68
87
101
77
112
75
109
43
76
67
67
75
86
83
85
66
101
85
76
75
95
70
86
85
104
68
121
85
93
76
95
105
85
96
102
109
113
83
67
84
51
90
105
104
121
59
78
86
52
16
85
112
113
98
106
76
85
76
112
84
76
85
94
93
79
83
88
85
77
92
84
76
76
68
75
83
69
94
69
95
93
59
74
83
101
109
100
93
112
61
92
66
101
84
94
59
93
49
75
75
102
109
113
94
117
113
103
96
116
122
119
103
93
104
78
92
85
101
93
86
94
49
67
75
108
84
53
100
86
92
60
94
103
77
59
61
94
102
108
96
102
100
111
78
59
74
33
41
66
66
58
75
92
108
84
76
102
75
92
102
69
93
83
93
80
