点对点网络
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
8
25
24
8
24
""
16
16
16
""
17
8
8
""
16
24
16
8
""
24
33
33
16
8
8
16
8
8
8
8
16
16
""
8
8
17
8
24
8
""
""
16
""
8
8
8
16
8
8
""
""
""
8
8
""
16
8
8
""
17
8
""
""
8
""
33
16
8
""
17
""
8
8
""
16
16
8
8
8
8
""
8
24
""
8
8
""
""
""
""
8
""
8
8
""
""
""
""
""
""
8
24
8
""
""
""
16
""
""
8
""
""
""
""
""
""
""
""
8
""
""
""
8
8
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24
""
""
""
8
""
""
""
8
""
""
""
8
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
8
8
""
""
8
""
""
""
8
""
8
""
""
""
""
""
""
""
""
""
8
""
8
""
""
""
8
""
11
""
""
""
""
""
""
""
17
""
""
""
""
""
""
""
""
""
""
""
""
""
16
""
""
""
""
""
8
""
""
""
""
""
""
""
""
9
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
8
""
""
""
8
""
8
""
""
""
""
""
""
""
8
8
""
""
""
8
""
""
17
""
""
""
""
""
8
""
16
""
""
""
8
""
8
17
8
""
""
""
""
16
""
""
16
""
8
16
""
""
""
""
""
""
""
""
""
9
""
""
24
8
""
""
""
8
8
""
""
""
""
16
18
""
""
18
""
""
8
""
""
""
""
8
8
9
""
""
17
""
""
8
8
8
""
8
8
25
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
8
""
""
""
8
8
8
8
8
8
8
8
""
""
""
""
""
""
""
""
""
25
8
""
""
16
24
""
""
""
8
8
9
""
24
""
8
8
""
""
16
8
16
""
8
""
8
8
8
""
""
8
""
8
8
""
25
8
""
8
""
16
8
""
""
24
25
16
24
""
17
16
16
8
41
16
8
8
25
""
8
""
""
""
8
8
17
16
16
8
8
""
""
""
""
""
8
""
""
""
""
16
""
""
""
""
8
""
""
18
""
""
""
""
""
""
""
""
""
25
""
""
""
""
""
17
""
8
8
""
8
""
8
8
9
8
""
8
8
""
8
""
16
""
""
8
24
8
""
""
""
""
""
""
""
""
""
""
""
8
8
""
""
8
""
8
""
""
""
""
""
8
""
""
8
8
17
33
16
""
""
""
""
8
8
""
8
10
