数字化
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
17
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
8
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
8
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
8
""
""
""
8
8
8
""
8
""
""
""
""
""
""
8
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
8
""
""
8
""
""
""
""
8
""
8
8
""
""
""
""
""
""
""
8
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
8
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
8
""
8
16
""
""
""
""
""
8
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8
""
""
""
""
""
24
8
""
""
""
25
""
""
8
""
""
""
""
""
""
8
8
8
8
""
8
""
""
""
""
""
""
""
8
""
""
""
""
""
""
""
16
""
""
""
8
""
""
""
""
""
""
""
""
8
""
8
8
24
8
16
""
""
""
8
8
8
16
""
""
17
""
""
8
""
""
""
8
""
""
""
""
""
8
""
""
""
""
8
""
8
""
""
""
""
8
""
""
""
8
""
""
""
""
16
""
""
8
""
8
8
8
""
8
8
8
8
8
""
""
""
16
8
""
8
8
8
8
""
""
""
""
""
16
""
53
24
17
""
33
8
8
8
25
16
16
8
""
8
8
16
8
8
""
8
8
""
8
""
25
16
8
33
""
25
33
16
16
16
33
16
24
8
8
8
8
16
""
8
25
25
8
8
""
25
8
16
8
16
""
16
8
9
""
24
16
8
8
8
8
""
17
16
""
9
8
25
""
8
""
17
8
25
16
24
34
""
9
49
8
8
8
17
33
8
16
8
8
24
17
16
25
8
8
8
16
""
8
8
8
25
33
16
41
16
25
16
""
16
16
25
""
24
17
""
8
33
8
17
8
""
25
""
41
8
8
33
33
""
67
25
16
10
