生物识别
""
""
8
33
42
""
16
34
44
33
60
51
43
44
34
35
34
43
50
34
49
35
42
35
43
41
41
52
42
51
42
42
43
51
42
42
42
25
51
43
33
26
33
25
33
52
33
42
25
50
33
17
34
17
41
24
""
42
41
24
34
36
42
41
59
42
33
41
49
34
42
33
35
27
42
34
51
33
25
41
34
33
33
34
33
25
26
33
42
26
33
52
""
43
33
52
25
50
33
43
42
50
43
34
33
24
45
33
42
24
17
17
50
43
42
52
49
50
33
25
52
52
33
42
43
51
33
61
24
51
50
33
33
33
43
33
25
62
34
42
42
26
59
60
8
52
26
59
25
33
24
43
42
33
42
58
25
51
51
42
25
""
18
67
61
68
53
71
77
42
50
33
42
26
50
35
33
50
17
33
51
42
16
25
42
41
25
34
33
41
59
66
51
42
25
42
8
17
43
51
41
25
26
50
58
60
49
51
72
35
56
65
69
44
44
45
17
50
69
68
69
69
55
52
78
60
58
67
61
96
81
85
101
89
53
69
61
63
63
80
76
77
79
93
59
53
44
58
44
51
69
64
79
79
52
59
62
71
61
63
59
53
77
76
75
71
60
16
60
78
92
84
87
79
37
62
70
60
72
43
76
71
70
61
44
86
53
62
71
84
63
93
80
64
61
63
51
43
42
77
68
44
85
63
71
54
67
76
60
44
67
55
42
69
69
68
77
25
8
79
68
61
67
68
113
93
96
60
61
68
67
61
87
90
85
52
86
69
86
72
88
102
86
91
85
81
93
91
83
90
95
97
67
41
110
108
100
111
93
98
103
91
75
83
89
84
74
84
88
71
98
113
25
52
80
86
116
108
108
79
98
115
109
80
73
97
99
81
109
97
88
110
90
100
99
80
79
111
80
71
68
72
62
84
86
49
105
105
107
97
89
80
61
61
88
93
86
104
79
96
72
70
50
""
61
96
89
99
94
107
106
69
83
73
73
59
89
81
79
98
97
61
78
71
71
80
109
61
53
60
85
70
71
92
61
72
77
16
91
67
68
79
85
85
96
61
89
68
88
86
69
87
102
24
25
34
57
77
85
67
59
68
95
85
62
102
103
59
77
71
77
86
93
77
76
60
69
60
68
94
61
70
79
60
60
102
69
94
84
84
100
43
88
79
69
93
87
61
92
76
52
52
59
85
68
95
67
33
33
66
86
78
69
77
77
77
69
69
77
60
50
76
92
59
84
93
75
59
50
52
66
68
76
50
93
84
103
102
84
66
51
84
57
49
58
85
59
66
83
67
84
102
75
50
60
34
60
49
59
8
41
84
75
77
84
76
77
101
84
68
68
77
74
80
69
67
76
69
84
92
69
72
103
68
51
83
94
76
77
58
76
84
69
85
42
79
79
66
79
113
92
59
76
67
59
49
67
53
76
33
41
41
59
84
60
50
75
93
50
41
66
75
57
58
49
