P2P
293
281
286
299
263
189
254
299
343
367
355
337
351
339
325
344
337
304
293
304
325
340
321
312
332
342
326
376
368
334
359
343
335
336
341
341
332
354
326
333
332
368
352
349
376
354
349
369
361
329
311
296
323
313
312
252
218
300
299
328
364
371
388
372
361
376
380
344
341
319
321
356
356
363
357
373
385
347
380
415
430
426
401
415
368
377
357
407
381
372
340
316
371
395
346
351
350
321
336
324
325
297
283
322
303
297
292
309
310
326
268
265
321
330
322
333
342
325
337
305
315
326
363
317
313
317
314
362
370
361
347
501
560
557
536
546
526
532
517
511
474
495
493
456
497
496
478
470
480
484
477
564
591
469
489
453
492
539
543
499
437
363
435
473
501
544
553
549
585
627
566
651
662
770
743
723
761
703
706
805
821
767
715
744
779
765
760
802
803
894
940
989
994
949
947
974
913
959
1040
1031
1073
1044
914
973
953
899
898
830
847
869
851
845
954
824
817
759
619
991
1045
1070
1071
985
946
941
950
929
858
871
1022
1047
949
947
1041
1114
952
1099
1093
1255
1134
1071
1168
1138
1011
1016
936
953
1005
937
799
892
1046
965
887
935
937
944
943
981
1039
1117
1019
1061
1065
943
794
863
922
579
907
1014
1066
1080
1014
1010
850
1065
993
1036
1053
981
1087
1099
1061
920
829
917
1007
865
823
795
764
718
890
797
767
981
823
785
646
725
745
638
710
675
620
625
621
613
662
709
683
640
690
670
639
580
528
465
572
698
665
719
585
555
548
551
561
466
475
488
468
504
534
555
572
493
541
548
599
637
611
616
606
637
642
662
686
624
584
575
609
570
592
488
568
567
561
520
518
570
554
568
563
582
545
572
578
646
562
552
504
533
408
566
586
612
602
592
549
516
608
556
556
490
565
584
573
556
525
481
494
506
575
960
1698
1739
1298
1701
1050
1013
756
706
650
535
568
523
684
654
609
541
423
383
389
425
378
388
401
441
441
481
453
435
426
330
464
475
508
489
483
404
547
457
418
373
408
363
427
468
478
406
365
448
438
460
446
377
483
399
412
372
402
337
463
482
384
390
372
316
401
409
506
478
510
466
460
433
649
473
484
375
394
367
344
264
304
363
384
413
457
446
410
428
422
386
380
382
456
369
473
435
444
377
414
378
428
344
551
452
382
348
337
347
341
340
343
346
356
377
395
321
325
341
383
425
747
425
412
553
832
434
391
367
339
332
335
301
296
298
255
302
313
338
320
310
314
415
321
401
321
274
278
290
287
305
303
276
261
279
254
249
256
264
239
230
232
244
270
255
294
312
266
237
223
242
248
248
261
268
263
252
254
252
258
243
228
251
238
221
212
188
239
273
253
302
268
279
265
250
233
265
249
248
250
293
288
269
233
236
268
244
239
233
322
225
244
219
210
239
208
223
228
230
232
208
203
213
240
230
218
221
225
220
210
206
179
171
180
194
215
181
178
206
217
217
224
237
247
235
226
219
228
222
214
191
189
