智能化
57
""
8
8
17
16
24
17
41
17
24
8
17
25
27
33
17
17
25
16
25
25
17
24
8
25
8
8
25
""
8
8
8
16
24
24
""
17
25
8
16
16
25
8
""
8
24
16
33
16
16
25
16
8
24
""
""
8
""
17
8
42
34
41
33
33
17
33
33
25
25
42
25
42
8
42
""
8
16
8
25
25
24
24
25
9
33
24
25
8
24
8
""
24
33
50
25
25
24
16
17
17
33
""
16
17
8
8
""
8
8
8
16
8
16
24
8
25
8
24
17
8
8
8
8
33
25
17
""
8
8
8
17
41
24
33
24
24
33
41
33
16
33
24
""
34
58
33
49
16
25
50
33
25
33
25
17
8
""
16
24
8
8
34
17
33
25
25
33
24
8
8
8
24
""
16
41
33
8
16
25
17
49
16
16
16
24
8
16
""
24
16
41
33
16
42
17
8
24
49
24
25
24
25
33
17
24
16
""
8
8
25
""
8
""
8
""
""
8
""
8
41
33
34
17
33
58
57
42
17
50
41
77
78
67
78
42
59
50
52
77
51
53
64
72
59
67
67
50
41
58
66
59
74
66
85
42
58
50
25
51
67
49
58
41
58
43
50
33
34
41
25
42
41
25
35
49
41
33
41
25
41
41
58
60
59
41
50
59
25
67
33
41
33
51
25
51
58
33
41
24
41
33
33
41
49
16
33
33
41
66
16
41
24
24
33
16
24
16
17
33
49
41
33
57
26
24
8
25
24
25
51
49
33
49
33
26
82
50
57
25
50
42
34
49
25
59
59
49
33
57
36
41
24
33
57
8
51
50
33
75
83
67
58
75
58
50
41
58
50
82
25
8
59
41
58
41
57
58
58
67
75
41
49
33
34
50
82
76
52
33
49
66
50
33
33
57
8
25
33
50
58
58
49
17
16
33
25
58
41
50
51
42
84
41
49
65
50
58
67
34
50
58
8
26
49
50
51
33
25
50
74
90
52
68
58
67
82
85
75
50
68
84
50
58
33
75
50
50
51
33
42
83
50
66
41
75
33
74
58
84
76
67
83
86
91
50
59
65
84
92
91
74
8
41
34
42
100
69
66
74
83
83
50
102
75
102
68
76
71
75
59
76
75
94
49
107
110
67
75
67
66
99
49
76
92
83
66
68
34
83
50
67
59
86
75
84
94
94
101
100
93
87
58
67
67
64
51
33
68
60
112
111
103
92
84
58
86
86
93
85
101
102
83
78
100
92
93
92
58
68
84
66
67
66
75
50
60
67
67
83
43
59
96
67
94
78
83
102
102
118
76
101
92
91
93
83
84
50
25
77
69
101
87
92
93
86
94
67
83
103
93
86
93
104
76
103
76
102
94
77
83
67
75
85
49
85
83
75
59
83
83
99
82
83
109
85
77
59
92
109
91
101
76
76
17
100
66
75
57
58
99
109
102
85
68
77
76
80
84
85
94
110
75
70
